Region,Location,date,month,year,year2,time,INI,PF_20Hz
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.4,22.3
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,20.1
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.4,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.4,20.1
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,21.9
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.5,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.2,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,20.1
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.4,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,23.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,21.9
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.5,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.5,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.4,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,22.3
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.4,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.4,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,22.3
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.4,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.4,21.9
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.2,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.5,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,21.9
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.4,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,21.9
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,21.9
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.5,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.5,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.2,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,21.9
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.5,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,21.9
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.4,21.9
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.5,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,21.9
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,21.9
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.2,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.5,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.5,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.2,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,18.3,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.5,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.5,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,18:07:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:03:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:03:14,18.3,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:03:14,18.3,21.9
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:03:14,19.5,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:03:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:03:14,18.3,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:03:14,19.5,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:03:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:03:14,19.4,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:03:14,18.3,22.3
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:03:14,19.4,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:03:14,18.3,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:03:14,19.4,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:03:14,18.3,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,18.3,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,18.3,20.1
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,19.4,21.9
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,19.5,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,19.4,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,18.3,21.9
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,18.3,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,19.5,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,18.3,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,18.3,20.1
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,18.3,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,18.2,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,19.5,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,20.6,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,18.3,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,18.3,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,19.5,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,18.2,22.8
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,18.3,20.1
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,19.4,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,19.4,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,19.5,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,19.4,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,19.4,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:07:14,19.4,21.9
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.3,22.3
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.4,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.3,20.1
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.3,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.5,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.2,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.5,21.9
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.4,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.3,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.3,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.4,21.9
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.3,21.9
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.3,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.3,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.4,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.3,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.3,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.4,21.9
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.5,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.4,21.9
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.3,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.4,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.3,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.2,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.3,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.5,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.2,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.3,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.4,21.9
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.3,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.3,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.3,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.4,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.5,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.3,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.3,20.1
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.4,21.9
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.4,21.4
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.4,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.3,21.9
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.3,20.6
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,19.4,21
ONA,SE,11/02/1999,Feb,1999,1998/1999,19:19:14,18.3,20.6
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.5,21.4
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.2,22.3
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.5,22.3
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,20.6
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,20.6
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,22.3
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,20.6
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,20.6
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,20.6
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,20.6
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,20.6
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,20.6
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.5,20.1
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.2,20.1
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,20.1
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,21.9
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,20.1
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,20.1
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,20.1
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,23.2
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,20.1
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,20.1
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,21.4
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,21.4
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,21.4
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,19.7
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,21.4
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,21
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,21
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,19.7
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,22.3
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,21.4
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,21
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,22.8
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,21
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,17.2,22.8
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,21
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,21
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,20.6
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,21
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,21
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,21
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,20.6
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,20.6
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.5,21.9
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.2,20.6
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.5,23.2
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,20.6
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.2,20.6
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.5,23.2
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,20.6
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,20.6
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,22.3
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.5,21
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.2,21.9
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,20.6
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,20.6,20.6
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,17.1,20.6
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,20.6
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,23.2
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,20.1
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,17.1,24.5
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.5,24.5
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,20.1
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.2,24.5
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.5,22.8
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.5,24.5
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,24.5
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.2,23.2
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.5,24.5
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,17.1,24.5
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,22.8
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.5,22.8
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.2,22.8
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,22.8
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,22.8
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,22.8
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,24.1
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,22.3
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,22.3
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,22.3
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,22.3
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,22.3
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,21
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,20.6
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,22.3
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,22.3
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.4,21.9
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,21.9
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,21.9
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,21.9
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,21.9
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.3,20.6
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,19.5,21.9
ONA,SE,19/02/1999,Feb,1999,1998/1999,10:23:17,18.2,21.9
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.4,20.6
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,20.6
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.4,20.6
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,23.2
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.4,20.1
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,20.1
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.5,20.1
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.2,20.6
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,22.8
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,20.6
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,20.6
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,20.6
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,20.6,20.1
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.2,20.6
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.5,20.1
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,20.1
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.2,20.6
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.5,23.2
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.5,20.6
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.2,20.6
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,20.1
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,20.6
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.5,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.2,20.6
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.5,20.6
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,23.2
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.2,20.6
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,20.6
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,20.6
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,20.6
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.5,20.6
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.2,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.5,20.6
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,20.5,20.6
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.4,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,23.6
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.4,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,23.2
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.4,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.4,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,17.2,20.1
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,20.6,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.4,21.4
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.5,21.4
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21.4
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.5,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.4,20.6
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21.4
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.4,21.4
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.5,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.4,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21.4
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,20.5,21.9
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,17.2,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.4,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.4,21.9
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.4,21.4
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.4,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21.4
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.5,21.4
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.2,21.4
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.4,21.4
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.5,21.4
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.4,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,24.5
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.5,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.2,24.1
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21.4
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.4,21.4
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,19.4,21.4
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21.4
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21.9
ONA,SE,21/02/1999,Feb,1999,1998/1999,21:35:17,18.3,21.9
