Region,Location,date,Ave_INI,SD_INI,Ave_PF,SD_PF,Num_INI,Recorder
Iberia,Gorringe,2016/01/12,15.38412698,1.113872401,21.22698413,1.62958597,63,EAR
Iberia,Gorringe,2016/01/15,15.61960784,0.479174126,20.78235294,1.560859492,51,EAR
Iberia,Gorringe,2016/01/17,15.66071429,0.370524439,21.625,1.047262746,28,EAR
Iberia,Gorringe,2016/01/19,15.20689655,0.31727752,20.67586207,1.126199415,29,EAR
Iberia,Gorringe,2016/01/21,14.98387097,0.274586688,22.3483871,1.304574252,31,EAR
Iberia,Gorringe,2016/01/24,15.45128205,0.343259757,21.43846154,1.588712717,39,EAR
Iberia,Gorringe,2016/02/01,15.16206897,0.279558061,21.28275862,1.093183087,29,EAR
Iberia,Gorringe,2016/02/03,15.75483871,0.527787021,21.86451613,0.915623062,31,EAR
Iberia,Gorringe,2016/02/17,15.232,0.299278043,21.684,0.89428115,50,EAR
Iberia,Gorringe,2016/02/25,16.32222222,0.711713389,21.91111111,1.251299978,18,EAR
Iberia,Gorringe,2016/02/27,15.37,0.500631181,21.195,0.966532054,20,EAR
Iberia,Gorringe,2016/03/06,15.01566265,0.418616166,21.77951807,1.505255755,83,EAR
Celtic Sea,South Porcupine,2016/03/20,15.61875,0.311104025,21.015625,0.776483475,64,AR
Celtic Sea,South Porcupine,2016/10/04,15.66185567,0.236926192,20.96185567,0.941678831,97,AR
Celtic Sea,South Porcupine,2016/10/08,15.38275862,0.287934722,20.77586207,0.840771403,29,AR
Celtic Sea,South Porcupine,2016/10/12,15.0084507,1.284828669,21.27042254,1.006322068,71,AR
Celtic Sea,South Porcupine,2016/10/18,15.47954545,0.417505979,21.13030303,1.222058043,132,AR
Celtic Sea,South Porcupine,2016/10/21,15.43738318,0.364594208,21.23457944,1.058220543,107,AR
Celtic Sea,South Porcupine,2016/10/29,15.29638554,0.33620761,20.87349398,0.776339808,83,AR
Celtic Sea,South Porcupine,2016/11/02,15.54222222,0.28560119,20.82555556,1.219371832,90,AR
ONA,Azores,2017/02/24,16.35731707,0.586058289,21.55487805,1.121633777,82,EAR
ONA,Azores,2017/02/27,15.72571429,0.501962535,21.7,0.677365137,35,EAR
ONA,Azores,2017/03/02,16.1519337,0.255732317,21.90883978,0.8101641,181,EAR
ONA,Azores,2017/03/06,16.09214286,0.257007644,21.81,0.81534739,140,EAR
ONA,Azores,2017/03/09,15.70786517,0.591651141,21.42696629,0.750570093,89,EAR
ONA,Azores,2017/03/12,15.17254902,0.614842559,22.43137255,0.959268512,51,EAR
ONA,Azores,2017/03/16,15.83333333,0.211437656,21.49444444,0.669039893,18,EAR
ONA,Azores,2017/03/18,16.65849057,0.746020289,21.77830189,1.128167897,106,EAR
ONA,Azores,2017/03/26,15.71090909,0.33866444,22.22727273,1.141060998,55,EAR
ONA,Azores,2017/12/18,16.17507246,0.305975485,21.55507246,0.981594608,345,EAR
Barents Sea,Vesteralen,2018/01/02,12.53623188,2.935882021,21.43478261,0.777217149,69,AR
ONA,Azores,2018/01/08,15.834375,0.229712553,21.5234375,0.734791232,64,EAR
Barents Sea,Vesteralen,2018/01/09,13.59380531,3.679705034,20.89380531,0.988169591,113,AR
ONA,Azores,2018/01/11,16.05929204,0.402589202,22.34424779,1.418999777,113,EAR
ONA,Azores,2018/01/13,15.95454545,0.312786665,21.75909091,1.389641643,22,EAR
Barents Sea,Vesteralen,2018/01/25,11.74046243,3.223674023,20.77803468,0.853639717,173,AR
Barents Sea,Vesteralen,2018/01/26,11.68913043,3.198140311,20.48695652,0.943423717,46,AR
Barents Sea,Vesteralen,2018/02/18,11.3792,2.750756377,21.0072,1.487104569,125,AR
Barents Sea,Vesteralen,2018/02/21,12.01568627,3.207374678,20.49019608,0.60139801,153,AR
Barents Sea,Vesteralen,2018/02/23,12.54651163,3.446262616,20.74573643,0.724461843,129,AR
Barents Sea,Vesteralen,2018/02/26,11.42857143,3.072076062,20.29327731,1.087660457,119,AR
ONA,Azores,2019/03/20,15.8375,1.452602214,21.39583333,0.721687836,48,EAR
ONA,Azores,2019/12/22,17.13488372,0.481507415,20.84418605,1.052503212,43,EAR
ONA,Azores,2020/01/01,16.34038462,0.362593931,22.02307692,0.933602633,52,EAR
ONA,Azores,2020/01/24,16.42592593,0.928005627,21.87283951,1.487112331,81,EAR
ONA,Azores,2020/01/31,16.1877193,0.34542275,21.17807018,1.331560982,114,EAR
ONA,Azores,2020/02/03,15.96875,0.353160335,21.3046875,1.049630273,64,EAR
ONA,Azores,2020/02/05,16.67575758,0.515127426,21.33367003,0.760563668,297,EAR
ONA,Azores,2020/02/13,16.38709677,0.486992084,20.53225806,0.982645103,31,EAR
ONA,Azores,2020/02/22,17.208,0.525927752,21.096,0.990151504,25,EAR
ONA,Azores,2020/02/27,16.19240506,0.609013435,21.50126582,1.445352197,158,EAR
ONA,Azores,2020/03/11,18.15957447,0.519054146,22.1212766,1.541023964,47,EAR
ONA,Azores,2020/03/17,16.82711864,0.331574358,21.8440678,1.272964391,59,EAR
ONA,Azores,2020/03/21,16.89354839,0.282187571,21.76612903,1.099618943,62,EAR
