Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power (dB)	Category	Comment
1	Spectrogram 1	1	20130605-022934_AWI251-01_SV1008.wav	2:37:36.095	8880.094992621	8885.309414313	32.2	819.3	5.214	787.1	99.5	Ga11	
2	Spectrogram 1	1	20130605-022934_AWI251-01_SV1008.wav	2:37:41.504	8885.504345965	8890.328904353	42.9	808.6	4.825	765.6	99.6	Ga11	
3	Spectrogram 1	1	20130605-022934_AWI251-01_SV1008.wav	2:37:46.524	8890.523836005	8895.348394393	14.3	797.8	4.825	783.5	107.3	Ga11	
4	Spectrogram 1	1	20130605-022934_AWI251-01_SV1008.wav	2:37:51.738	8895.738257697	8900.514083172	14.3	794.3	4.776	780.0	113.4	Ga11	
5	Spectrogram 1	1	20130605-022934_AWI251-01_SV1008.wav	2:37:56.660	8900.660281911	8904.607647865	32.2	783.5	3.947	751.3	103.8	Ga11	
6	Spectrogram 1	1	20130605-022934_AWI251-01_SV1008.wav	2:38:00.705	8904.705113691	8908.457547993	32.2	797.8	3.752	765.6	97.8	Ga11	
7	Spectrogram 1	1	20130605-022934_AWI251-01_SV1008.wav	2:38:04.799	8908.798678384	8912.697311425	25.0	837.2	3.899	812.2	106.1	Ga11	
8	Spectrogram 1	1	20130605-022934_AWI251-01_SV1008.wav	2:38:08.670	8912.669541436	8917.883963128	32.2	1749.5	5.214	1717.3	94.5	Gc11	
9	Spectrogram 1	1	20130605-022934_AWI251-01_SV1008.wav	2:38:14.517	8918.517490997	8922.903453168	14.3	1749.5	4.386	1735.2	104.5	Ha11	
10	Spectrogram 1	1	20130605-022934_AWI251-01_SV1008.wav	2:38:19.829	8923.829378516	8927.289415339	32.2	1753.1	3.460	1720.9	97.0	Ha11	
11	Spectrogram 1	1	20130605-022934_AWI251-01_SV1008.wav	2:38:23.533	8927.533079904	8931.382980032	46.5	1799.6	3.850	1753.1	94.4	Ha11	
12	Spectrogram 1	1	20130605-022934_AWI251-01_SV1008.wav	2:38:27.822	8931.821576249	8935.330345986	35.8	1806.8	3.509	1771.0	96.6	Ha11	
13	Spectrogram 1	1	20130605-022934_AWI251-01_SV1008.wav	2:38:31.818	8935.817675116	8939.570109418	42.9	1785.3	3.752	1742.4	94.6	Ha11	
