Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power (dB)	Category	Comment
1	Spectrogram	1	20110509-144504_AWI229-09_SV1000.wav	14:52:08.668	53216.668499643	53220.534120788	53	810.3	3.866	757.4	102.3	Cb11	
2	Spectrogram	1	20110509-144504_AWI229-09_SV1000.wav	14:52:12.328	53221.327953702	53228.403420978	37.1	823.6	7.075	786.5	102.9	Cb12	
3	Spectrogram	1	20110509-144504_AWI229-09_SV1000.wav	14:52:20.197	53229.197253892	53236.272721167	31.8	900.4	7.075	868.6	100.5	Cc11	
4	Spectrogram	1	20110509-144504_AWI229-09_SV1000.wav	14:52:28.998	53236.997525132	53243.624304239	26.5	905.7	6.627	879.2	100.8	Cc12	
5	Spectrogram	1	20110509-144504_AWI229-09_SV1000.wav	14:52:37.401	53245.400857549	53248.748761577	34.4	929.5	3.348	895.1	102.2	Cb11	
6	Spectrogram	1	20110509-144504_AWI229-09_SV1000.wav	14:52:43.406	53251.406376114	53255.479084107	26.5	921.6	4.073	895.1	102.8	Cb11	
7	Spectrogram	1	20110509-144504_AWI229-09_SV1000.wav	14:52:47.342	53256.34194597	53264.590905379	100.6	948	8.249	847.4	98.1	Cc12	
8	Spectrogram	1	20110509-144504_AWI229-09_SV1000.wav	14:52:57.488	53265.488281717	53271.355742384	50.3	1061.9	5.867	1011.6	99.6	Cc11	
9	Spectrogram	1	20110509-144504_AWI229-09_SV1000.wav	14:53:03.632	53271.63185818	53274.703646412	18.5	1019.5	3.072	1001	104.1	Cb11	
10	Spectrogram	1	20110509-144504_AWI229-09_SV1000.wav	14:53:08.051	53277.050630679	53280.536592605	26.5	998.4	3.486	971.9	102.4	Cb11	
