Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power (dB)	Category	Comment
1	Spectrogram	1	20110519-014406_AWI230-07_SV1001.wav	01:51:19.808	6433.8081502	6443.265116218	55.6	1774.3	9.457	1718.7	92.9	Cc11	
2	Spectrogram	1	20110519-014406_AWI230-07_SV1001.wav	01:51:29.645	6443.644775437	6449.926409799	34.4	1543.9	6.282	1509.5	96.4	Cc11	
3	Spectrogram	1	20110519-014406_AWI230-07_SV1001.wav	01:51:35.237	6450.23704007	6454.309748063	26.5	1438	4.073	1411.5	97	Cb11	
4	Spectrogram	1	20110519-014406_AWI230-07_SV1001.wav	01:51:40.827	6454.82746518	6462.00647588	15.9	1374.4	7.179	1358.5	97.6	Cb12	
5	Spectrogram	1	20110519-014406_AWI230-07_SV1001.wav	01:51:48.396	6462.395865869	6466.91726203	21.2	1334.7	4.521	1313.5	97.4	Cb11	
6	Spectrogram	1	20110519-014406_AWI230-07_SV1001.wav	01:51:53.608	6467.60755152	6474.821076694	37.1	1302.9	7.214	1265.8	96.8	Cc12	
7	Spectrogram	1	20110519-014406_AWI230-07_SV1001.wav	01:52:00.347	6475.34733978	6481.594459667	34.4	1310.8	6.247	1276.4	95.9	Cc12	
8	Spectrogram	1	20110519-014406_AWI230-07_SV1001.wav	01:52:07.897	6481.89654397	6486.417940131	21.2	1289.7	4.521	1268.5	97.6	Cb11	
9	Spectrogram	1	20110519-014406_AWI230-07_SV1001.wav	01:52:12.832	6486.832113826	6492.285400799	5.3	1287	5.453	1281.7	99.6	Cb11	
10	Spectrogram	1	20110519-014406_AWI230-07_SV1001.wav	01:52:18.907	6492.90666134	6500.879504953	13.2	1350.6	7.973	1337.4	97.9	Cc12	
11	Spectrogram	1	20110519-014406_AWI230-07_SV1001.wav	01:52:26.262	6501.262174495	6508.993416786	60.9	1520.1	7.731	1459.2	94.9	Cc11	
12	Spectrogram	1	20110519-014406_AWI230-07_SV1001.wav	01:52:35.684	6509.683706277	6516.862716976	31.8	1549.2	7.179	1517.4	95.2	Cc11	
13	Spectrogram	1	20110519-014406_AWI230-07_SV1001.wav	01:52:42.173	6517.173347246	6525.870994824	74.1	1218.2	8.698	1144.1	92.4	Ca15	
14	Spectrogram	1	20110519-014406_AWI230-07_SV1001.wav	01:52:52.389	6526.388711942	6535.949221383	58.3	1189	9.561	1130.7	91.7	Ca15	
15	Spectrogram	1	20110519-014406_AWI230-07_SV1001.wav	01:53:01.293	6536.293355858	6547.993762719	66.2	1186.4	11.7	1120.2	91.8	Ca16	
16	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	01:54:14.815	6608.81468255	6613.750252406	55.6	1506.8	4.936	1451.2	90.6	Ea22	
17	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	01:54:23.650	6617.650388026	6625.278086894	37.1	1493.6	7.628	1456.5	91.7	Ea23	
18	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	01:54:31.623	6625.623231639	6630.075598852	26.5	1488.3	4.452	1461.8	91.2	Ea23	
19	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	01:54:35.386	6630.386229122	6633.216416033	26.5	1480.3	2.83	1453.8	92.8	Ea23	
20	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	01:54:39.631	6633.630589727	6636.771406908	7.9	1472.4	3.141	1464.4	95	Ea22	
21	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	01:54:42.350	6637.349781709	6640.594142314	0	842.1	3.244	842.1	108.6	Cb11	
22	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	01:54:47.422	6641.422489702	6645.805827966	26.5	826.2	4.383	799.7	96.5	Cb11	
23	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	01:54:52.531	6646.53063193	6651.811346531	21.2	818.3	5.281	797.1	98.9	Cb12	
24	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	01:54:57.329	6652.329063649	6658.67972696	50.3	1350.6	6.351	1300.3	95.8	Cc12	
25	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	01:55:04.128	6659.128415129	6664.823303424	100.6	1705.4	5.695	1604.8	94.8	Cc11	
26	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	01:55:10.237	6665.237477118	6669.413728534	31.8	1689.5	4.176	1657.8	96.1	Cb11	
27	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	01:55:15.000	6670.000474601	6676.696282657	26.5	1345.3	6.696	1318.8	97	Cb12	
28	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	01:55:23.489	6677.489241409	6683.563788924	31.8	1369.1	6.075	1337.3	95.8	Cb12	
29	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	01:55:29.840	6683.83990472	6691.295031215	66.2	1689.5	7.455	1623.3	91.8	Cc12	
30	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	01:55:37.675	6691.674690435	6698.405012966	7.9	1594.2	6.73	1586.3	95.1	Cc11	
31	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	01:55:44.578	6698.577585338	6702.650293331	15.9	871.2	4.073	855.4	99.5	Cb11	
32	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	01:55:49.720	6703.720242041	6710.554107995	29.1	1067.2	6.834	1038.1	94.6	Cb12	
33	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	01:55:56.843	6710.842926109	6718.470624977	66.2	1424.7	7.628	1358.5	90.5	Cc11	
34	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	01:56:04.816	6718.815769722	6725.442548829	45	1308.2	6.627	1263.2	93	Cc11	
35	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	01:56:11.891	6725.891236998	6730.72326343	23.8	1218.2	4.832	1194.3	96.7	Cb11	
36	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	01:56:16.103	6731.10292265	6738.247418874	31.8	1212.9	7.144	1181.1	93.7	Cb12	
37	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	01:56:24.662	6738.661592569	6744.667111134	55.6	1363.8	6.006	1308.2	96.2	Cc12	
38	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	01:56:30.204	6745.203978976	6752.969735742	66.2	1379.7	7.766	1313.5	96	Cc12	
39	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	02:00:43.573	6997.573391829	7002.09478799	45	1271.1	4.521	1226.1	91.2	Aa11	
40	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	02:00:48.372	7003.371823547	7006.823270999	26.5	1085.8	3.451	1059.3	92.8	Aa11	
41	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	02:00:57.414	7011.413696109	7020.180372636	82.1	929.5	8.767	847.4	91.8	Aaa12	
42	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	02:01:09.839	7023.838906935	7027.566470182	90	1464.4	3.728	1374.4	90.2	Ea22	
43	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	02:01:13.981	7027.980643877	7030.983403159	82.1	1202.3	3.003	1120.2	93.8	Ea22	
44	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	02:01:17.501	7031.501120277	7034.055191391	55.6	1167.8	2.554	1112.2	93.2	Ea21	
45	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	02:01:20.642	7034.641937458	7036.609262506	50.3	1204.9	1.967	1154.6	92.1	Ea12	
46	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	02:01:22.989	7036.988921725	7039.025275722	45	1212.9	2.036	1167.8	92.8	Ea11	
47	Spectrogram	1	20110519-015406_AWI230-07_SV1001.wav	02:01:25.559	7039.559061273	7043.045023199	47.7	1120.2	3.486	1072.5	94.9	Cc11	
