Sound	PeakF	HighF	LowF	Range	StartF	EndF	Trend	Inflec	PRR	Dur	BW
ASQ	689.1	1244.9	655.2	1.900030525	668	1219	0.547990156	0	0	0.168	589.7
BP	646	1074.5	550.4	1.95221657	642	1048	0.61259542	0	0	0.092	524.1
ASQ	969	1323.5	633.4	2.089516893	673	1315	0.511787072	0	0	0.251	690.1
BP	667.5	860.5	602.8	1.427504977	625	843	0.741399763	0	0	0.113	257.7
BP	667.5	1183.7	598.4	1.978108289	625	1162	0.537865749	0	0	0.092	585.3
AGR(H)	366.1	454.3	78.6	5.779898219	100	419	0.238663484	0	0	0.746	375.7
BP	667.5	1013.4	576.6	1.757544225	594	983	0.604272635	0	0	0.126	436.8
AGR(H)	344.5	467.4	78.6	5.946564885	83	463	0.179265659	0	0	0.582	388.8
AGR(H)	129.2	428.1	91.7	4.668484188	96	432	0.222222222	0	0	0.682	336.4
AC(H)	775.2	1127	554.7	2.031728862	550	1114	0.493716338	0	0	0.976	572.3
AGR(H)	366.1	489.2	170.4	2.870892019	188	450	0.417777778	0	0	0.645	318.8
AGR(H)	344.5	441.2	83	5.315662651	96	415	0.231325301	0	0	0.695	358.2
AC(H)	689.1	1323.5	567.8	2.330926383	577	1315	0.43878327	0	0	1.005	755.7
AS(S)	1313.5	1808.4	917.3	1.971437916	939	1773	0.529610829	0	0	0.373	891.1
AS(S)	1055.1	1686.1	768.8	2.193158169	778	1664	0.467548077	0	0	0.59	917.3
BP(A)	775.2	869.2	672.7	1.292106437	703	826	0.851089588	0	0	0.126	196.5
BE.TI(A)	732.1	1179.4	257.7	4.576639503	262	1127	0.232475599	0	20	3.694	921.7
UC(S).MODW	1184.3	1742.9	1083.3	1.608880273	1092	1712	0.637850467	2	0	1.131	659.6
SC.MODW	1292	1642.4	1214.3	1.352548794	1245	1321	0.942467827	5	0	1.106	428.1
SC.AW	1399.7	1585.6	1345.4	1.178534265	1358	1559	0.871071199	2	0	0.812	240.2
SC.MODW	1421.2	1686.1	1319.2	1.278123105	1345	1358	0.990427099	3	0	1.164	366.9
BE.TI(A)	753.7	1917.6	266.5	7.195497186	293	1861	0.157442235	0	23	4.222	1651.1
S	1378.1	1460.3	1145.4	1.27492579	1332	1812	0.735099338	1	0	0.806	314.9
DS	1507.3	1711.2	296.6	5.769386379	1328	315	4.215873016	1	0	0.421	1414.6
BE.P(A)	323	5111.2	232.3	22.00258287	269	625	0.4304	0	27	3.783	4878.9
UC(S).MODW	1227.4	1766	1177.3	1.50004247	1241	1734	0.715686275	0	0	1.524	588.7
AS(S).AW	1744.2	1784.3	826	2.160169492	1314	1771	0.741953698	3	0	0.607	958.3
S(H)	1313.5	1355.3	1245.8	1.087895328	1291	1314	0.982496195	0	0	1.005	109.5
BE	323	5201.5	255.5	20.35812133	287	479	0.599164927	0	20	3.702	4946
MODS(H)	947.5	1528.7	885.3	1.726759291	1273	1182	1.076988156	5	0	2.186	643.4
SC.MODS(H)	1571.9	1794.1	1031.3	1.739648987	1337	1492	0.896112601	3	0	1.417	762.8
SC.MODS(H)	1227.4	1703.7	739.3	2.304477208	844	1588	0.531486146	4	0	2.33	964.5
US.MODS(H)	1292	1364.4	711.9	1.916561315	730	1319	0.553449583	0	0	1.298	652.6
SC(A)	861.3	1223	739.3	1.65426755	762	862	0.883990719	1	0	0.553	483.7
MODS(H)(L)	1292	1779.7	789.5	2.254211526	803	1314	0.611111111	16	0	2.948	990.2
BE	323	6027.6	284	21.22394366	301	397	0.758186398	0	20	3.769	5743.6
SC(MOD)	796.7	1332.5	716.4	1.859994417	826	1282	0.644305772	2	0	1.901	616
SC(D)	796.7	1239.1	734.7	1.686538723	839	1104	0.759963768	0	0	0.793	504.4
SC(A)	796.7	1316.5	725.6	1.814360529	929	840	1.105952381	1	0	1.141	590.9
SC(MOD)	796.7	1515	711.9	2.12810788	821	794	1.034005038	7	0	2.431	803.1
GW(L)	129.2	3200.9	95.8	33.41231733	151	151	1	0	0	4.858	3105.1
AGR(L)	129.2	3007.3	68.4	43.96637427	137	183	0.74863388	0	0	3.853	2938.9
AGR(S).AC	323	474.6	150.6	3.151394422	169	447	0.378076063	1	0	0.955	324
BP	667.5	774.4	477.6	1.621440536	648	648	1	0	0	0.094	296.9
BP	689.1	921.8	567.9	1.623173094	735	735	1	0	0	0.111	353.9
AGR(L)	129.2	1936.1	68.4	28.30555556	141	237	0.594936709	0	0	2.576	1867.6
BP(A)	667.5	1118	593.2	1.884693189	684	1104	0.619565217	0	0	0.124	524.8
BP(A)	753.7	853.3	611.5	1.395421096	703	703	1	0	0	0.107	241.9
GR	150.7	255.5	82.1	3.112058465	110	237	0.464135021	0	0	1.06	173.4
P.GR	129.2	200.8	73	2.750684932	105	173	0.606936416	0	0	1.878	127.8
QK	150.7	182.5	77.6	2.351804124	141	132	1.068181818	0	0	0.469	105
P.GR	150.7	200.8	77.6	2.587628866	141	151	0.933774834	0	0	2.493	123.2
QK	236.9	305.7	173.4	1.762975779	224	233	0.961373391	0	0	0.278	132.3
BP(A)	710.6	967.4	602.4	1.605909695	625	940	0.664893617	0	0	0.089	365.1
BP(A)	753.7	949.2	666.2	1.424797358	748	917	0.815703381	0	0	0.107	282.9
GR	129.2	187.1	82.1	2.278928136	114	137	0.832116788	0	0	1.581	105
BP(A)	624.5	1026.7	488.3	2.10260086	698	1013	0.689042448	0	0	0.13	538.5
BP(A)	624.5	862.5	502	1.71812749	639	844	0.757109005	0	0	0.089	360.5
P.GR	129.2	219	68.4	3.201754386	110	192	0.572916667	0	0	1.524	150.6
P.GR	129.2	191.7	73	2.626027397	132	160	0.825	0	0	2.069	118.6
QK	236.9	337.7	100.4	3.363545817	110	315	0.349206349	0	0	0.563	237.3
P.GR	150.7	255.5	63.9	3.998435055	123	219	0.561643836	0	0	2.209	191.7
QK	323	351.4	255.5	1.375342466	306	297	1.03030303	0	0	0.23	95.8
BP(A)	559.9	930.9	479.1	1.943018159	543	913	0.594742607	0	0	0.101	451.8
GR	150.7	200.8	77.6	2.587628866	137	141	0.971631206	0	0	1.261	123.2
BP(A)	581.4	949.2	520.2	1.824682814	538	935	0.57540107	0	0	0.121	429
GW(L).EE	21.5	1670.2	9.1	183.5384615	21	30	0.7	0	17	7.756	1661.1
GW(L)	21.5	1674.7	0	1674.7	21	23	0.913043478	0	0	2.842	1674.7
EE(L)	21.5	1661.1	0	1661.1	23	30	0.766666667	0	30	4.915	1661.1
AC	710.6	1287.5	455	2.82967033	465	1268	0.366719243	0	0	1.248	832.5
AC	667.5	955.1	535.6	1.783233757	542	916	0.591703057	0	0	0.653	419.5
SQ	646	684.1	600.2	1.139786738	639	639	1	0	0	0.151	83.9
AC	646	1464.9	529.2	2.76814059	561	1433	0.391486392	0	0	1.122	935.8
DSQ	1012.1	1077.7	948.7	1.135975545	1026	1026	1	0	0	0.101	129.1
ASQ	1119.7	1381.1	1006.7	1.371908215	1026	1638	0.626373626	0	0	0.142	374.3
SC(S)	1593.5	4039.9	684.1	5.905423184	762	1471	0.518014956	0	0	0.536	3355.8
SC	1981.1	2452.3	477.6	5.134631491	671	891	0.75308642	0	0	0.737	1974.8
SC.AS(H)	1162.8	2232.9	748.6	2.982767833	1510	1458	1.035665295	1	0	1.734	1484.3
AGR	129.2	206.5	83.9	2.461263409	103	142	0.725352113	0	0	1.809	122.6
AGR	129.2	213	45.2	4.712389381	77	142	0.542253521	0	0	2.01	167.8
P.AGR	129.2	1925.7	63.9	30.13615023	91	192	0.473958333	0	0	2.672	1861.8
MODGR	129.2	219	86.7	2.525951557	141	169	0.834319527	3	0	1.191	132.3
LWP	43.1	533.9	22.8	23.41666667	41	516	0.079457364	0	0	0.539	511.1
P.LWP	21.5	483.7	9.1	53.15384615	192	452	0.424778761	0	13	1.706	474.6
GW(L).EE	236.9	1839	146	12.59589041	210	219	0.95890411	0	13	7.633	1693
GW(L)	753.7	1843.6	118.6	15.54468803	123	219	0.561643836	0	0	2.132	1724.9
EE(L)	236.9	1834.5	136.9	13.40029218	219	30	7.3	0	16	5.562	1697.6
GR(S)	150.7	229.8	118.2	1.944162437	218	140	1.557142857	0	0	0.44	111.6
E	150.7	223.8	119.4	1.874371859	209	167	1.251497006	0	0	0.242	104.5
E	172.3	244.7	137.3	1.782228696	218	218	1	1	0	0.195	107.4
UC	882.9	1316.2	796.9	1.651650144	934	1310	0.712977099	1	0	0.249	519.3
E	193.8	259.7	161.2	1.611042184	197	197	1	0	0	0.148	98.5
E	193.8	274.6	149.2	1.840482574	260	170	1.529411765	0	0	0.156	125.4
GR(S)	193.8	238.8	152.2	1.568988173	194	188	1.031914894	0	0	0.35	86.6
M(L)	473.7	570.1	408.9	1.394228418	498	469	1.061833689	1	0	2.335	161.2
PE.NC(H)	473.7	1983.8	198.4	9.998991935	249	1123	0.221727516	1	0	0.708	1785.4
GR(S).NC(H)	861.3	1464.7	139.3	10.51471644	190	625	0.304	3	0	0.607	1325.4
AC(H)(S)	904.4	1143.9	823.1	1.389746082	848	1135	0.747136564	0	0	0.163	320.8
DS	775.2	1536.4	561.4	2.736729605	1372	637	2.153846154	1	0	0.482	975
BA(H)	753.7	1175.9	107.4	10.94878957	639	639	1	0	0	0.187	1068.5
MM	495.3	585	388	1.507731959	507	466	1.087982833	3	0	2.256	197
AGR(S)	172.3	221.3	67.6	3.273668639	92	191	0.481675393	0	0	0.693	153.7
AGR(S).DC	172.3	1567.8	43	36.46046512	55	953	0.057712487	1	0	0.836	1524.7
P(MOD)	279.9	3811.9	209	18.23875598	307	320	0.959375	1	30	2.091	3602.8
BE	279.9	5877.6	123	47.78536585	246	344	0.715116279	3	30	3.835	5754.7
AGR.DS	172.3	1539	60.9	25.27093596	96	743	0.129205922	3	0	1.766	1478.1
WOP(L)	64.6	365.2	34.8	10.49425287	65	352	0.184659091	0	0	0.817	330.4
AGR.MODS	1335.1	1473.8	95.6	15.41631799	171	722	0.236842105	3	0	2.031	1378.1
GW.AM(S)	559.9	602.5	73.8	8.16395664	326	529	0.616257089	0	0	0.957	528.7
GW(A)	646	700.9	43	16.3	74	652	0.113496933	0	0	0.924	657.9
GW(A)	581.4	750.1	129.1	5.810224632	449	559	0.803220036	0	0	0.836	621
GW(MOD)(L)	559.9	2065.8	98.4	20.99390244	529	578	0.915224913	5	0	3.731	1967.4
NC	624.5	664	381.2	1.741867786	412	559	0.737030411	1	0	0.649	282.8
GW(A)	667.5	780.8	61.5	12.69593496	135	670	0.201492537	1	0	0.649	719.3
MODS	1830.3	2459.3	805.4	3.053513782	2398	812	2.95320197	2	0	0.517	1653.9
BA(H)	150.7	940.7	98.4	9.55995935	154	154	1	0	0	0.187	842.3
AM(P)(S)	473.7	632.6	210.9	2.999525842	231	608	0.379934211	0	0	0.64	421.7
P(MOD)	344.5	3152.4	251	12.55936255	276	377	0.732095491	2	23	1.978	2901.4
P(L)	344.5	5542.6	200.8	27.60258964	236	422	0.559241706	0	27	3.7	5341.8
SC.E	150.7	193.3	120.5	1.604149378	158	158	1	0	0	0.118	72.8
SC.E	839.8	979.8	617.7	1.586206897	937	859	1.09080326	0	0	0.192	362.1
SC.E	732.1	944.3	603.5	1.564705882	880	902	0.975609756	0	0	0.148	340.8
AM(S)	581.4	646.1	255.6	2.527777778	270	604	0.447019868	0	0	0.262	390.5
PE.AM	581.4	653.2	298.2	2.19047619	362	533	0.679174484	0	0	0.448	355
MM(S)	495.3	595.8	193.8	3.074303406	247	402	0.614427861	1	0	0.544	402.1
AM	753.7	3226.1	712.1	4.530403033	853	814	1.047911548	0	0	1.056	2514
SC	667.5	3846.2	620	6.203548387	794	862	0.921113689	0	0	1.129	3226.1
SC	495.3	726.6	358.5	2.026778243	465	562	0.827402135	0	0	1.007	368.1
AM(S)	516.8	620	213.1	2.909432191	242	572	0.423076923	0	0	0.528	406.9
MM	236.9	282.7	174.3	1.621916236	221	212	1.04245283	0	0	2.336	108.4
AGR(S).DW	150.7	4664.2	119.9	38.90075063	153	3537	0.043256997	1	0	1.475	4544.3
BA(P)	215.3	1099.4	106.6	10.31332083	160	1036	0.154440154	0	0	0.666	992.8
BA(P)	150.7	1086.1	119.9	9.058381985	153	1039	0.147256978	0	0	0.697	966.2
AGR(S).MODW	4069.8	4224.4	106.6	39.62851782	187	3851	0.048558816	3	0	1.551	4117.8
BA(P)	473.7	1119.4	106.6	10.50093809	200	1039	0.192492782	0	0	0.637	1012.8
BA(P)	172.3	1106.1	80	13.82625	173	1053	0.164292498	0	0	0.522	1026.1
AGR(S).MODW	193.8	4325.2	80	54.065	188	4071	0.0461803	2	0	1.847	4245.2
M(L)	452.2	556	358.1	1.552638928	452	442	1.022624434	1	0	3.375	197.9
AM	602.9	763.3	131.9	5.786959818	160	660	0.242424242	1	0	1.42	631.4
AM	559.9	730.3	150.8	4.842838196	176	617	0.285251216	1	0	1.84	579.5
PE.AM	495.3	753.8	164.9	4.571255306	188	674	0.278931751	1	0	1.941	588.9
PE.AM	969	1634.9	527.7	3.098161834	570	1484	0.384097035	5	0	3.043	1107.2
MM	452.2	532.4	395.8	1.3451238	504	443	1.137697517	2	0	2.366	136.6
PE.AM	516.8	678.5	348.7	1.945798681	372	575	0.646956522	1	0	1.639	329.8
PE.AM	602.9	720.9	282.7	2.55005306	297	481	0.617463617	3	0	2.192	438.2
PE.AM(L)	602.9	735	221.4	3.319783198	245	608	0.402960526	3	0	2.807	513.6
PE.AM	602.9	791.5	249.7	3.169803765	335	697	0.480631277	0	0	2.93	541.8
M	236.9	282.7	164.9	1.714372347	250	250	1	0	0	2.069	117.8
PE.AM	452.2	786.8	183.7	4.283070223	221	754	0.293103448	2	0	1.189	603.1
PE.AM	495.3	669	292.1	2.290311537	325	570	0.570175439	1	20	1.25	376.9
AM(P)	495.3	621.9	169.6	3.666863208	188	584	0.321917808	2	0	1.202	452.3
AM(P)	495.3	716.2	245	2.923265306	278	693	0.401154401	0	0	0.899	471.2
MM	236.9	287.4	169.6	1.694575472	240	221	1.085972851	0	0	1.762	117.8
E	172.3	269.9	116.6	2.314751286	253	243	1.041152263	0	0	0.112	153.3
E	193.8	309.8	119.9	2.58381985	293	177	1.655367232	0	0	0.199	189.9
E	193.8	313.2	153.3	2.043052838	297	180	1.65	0	0	0.095	159.9
E	193.8	329.8	146.6	2.249658936	316	190	1.663157895	0	0	0.119	183.2
E	172.3	296.5	123.3	2.404703974	277	277	1	1	0	0.261	173.2
E	172.3	296.5	103.3	2.870280736	280	207	1.352657005	0	0	0.203	193.2
E	193.8	273.2	146.6	1.863574352	250	193	1.295336788	0	0	0.072	126.6
E	215.3	329.8	146.6	2.249658936	316	277	1.140794224	0	0	0.09	183.2
E	215.3	333.2	159.9	2.083802376	316	277	1.140794224	0	0	0.105	173.3
E	193.8	303.2	153.3	1.977821265	270	233	1.158798283	0	0	0.109	149.9
E	236.9	293.2	173.2	1.692840647	270	263	1.02661597	0	0	0.116	120
E	172.3	279.9	126.6	2.210900474	243	233	1.042918455	0	0	0.156	153.3
E	215.3	249.9	106.6	2.344277674	270	230	1.173913043	0	0	0.232	143.3
E	236.9	299.8	183.2	1.636462882	267	233	1.145922747	0	0	0.072	116.6
E	193.8	259.9	133.3	1.949737434	190	230	0.826086957	0	0	0.174	126.6
E	193.8	333.2	139.9	2.381701215	307	180	1.705555556	0	0	0.171	193.3
E	193.8	293.2	136.6	2.146412884	280	190	1.473684211	0	0	0.29	156.6
E	172.3	213.2	146.6	1.454297408	180	180	1	0	0	0.094	66.6
E	193.8	239.9	143.3	1.674110258	220	213	1.03286385	0	0	0.189	96.6
E	193.8	233.2	149.9	1.555703803	193	193	1	0	0	0.152	83.3
E	193.8	243.2	136.6	1.780380673	203	203	1	0	0	0.12	106.6
E	193.8	236.5	146.6	1.613233288	193	193	1	0	0	0.131	89.9
E	172.3	263.2	133.3	1.974493623	230	243	0.946502058	0	0	0.105	129.9
E	172.3	309.8	123.3	2.512570965	293	177	1.655367232	2	0	0.21	186.5
E	172.3	253.2	136.6	1.853587116	203	183	1.109289617	0	0	0.152	116.6
E	172.3	253.2	116.6	2.171526587	237	180	1.316666667	0	0	0.203	136.6
E	193.8	329.8	136.6	2.414348463	310	173	1.791907514	0	0	0.134	193.2
E	193.8	299.8	163.2	1.837009804	287	167	1.718562874	0	0	0.127	136.6
E	172.3	296.5	136.6	2.17057101	247	170	1.452941176	0	0	0.137	159.9
E	172.3	266.5	119.9	2.222685571	247	190	1.3	0	0	0.152	146.6
E	172.3	246.5	136.6	1.804538799	227	163	1.392638037	0	0	0.268	109.9
E	172.3	299.8	139.9	2.142959257	293	220	1.331818182	0	0	0.16	159.9
E	172.3	329.8	133.3	2.47411853	310	220	1.409090909	1	0	0.2	196.5
E	172.3	293.2	146.6	2	217	217	1	0	0	0.159	146.6
E	193.8	339.8	146.6	2.31787176	330	207	1.594202899	0	0	0.105	193.2
E	193.8	256.5	153.3	1.673189824	210	210	1	0	0	0.087	103.2
E	193.8	306.5	136.6	2.243777452	183	217	0.843317972	0	0	0.178	169.9
E	215.3	246.5	156.6	1.574074074	197	190	1.036842105	0	0	0.199	89.9
E	193.8	296.5	156.6	1.893358876	250	197	1.269035533	2	0	0.203	139.9
BA(P)	150.7	751.7	102.9	7.305150632	161	685	0.235036496	0	20	0.601	648.8
BA	64.6	2467.8	63.3	38.98578199	1291	1291	1	0	0	0.225	2404.6
BA	646	1354.1	50.6	26.76086957	696	696	1	0	0	0.179	1303.5
M	236.9	297.4	170.9	1.740198947	272	228	1.192982456	0	0	1.999	126.6
P(A)	430.7	10398.6	152.1	68.36686391	179	546	0.327838828	0	27	0.971	10246.4
P(A)	344.5	9199.4	214.8	42.82774674	237	532	0.445488722	0	30	0.763	8984.7
P(A)	236.9	4993.5	138.7	36.00216294	175	362	0.483425414	0	30	0.922	4854.8
P	344.5	6282.1	214.8	29.24627561	237	362	0.654696133	0	23	1.058	6067.3
P	344.5	6067.3	179	33.89553073	371	394	0.941624365	0	27	0.822	5888.4
M	215.3	272.9	165.6	1.64794686	246	233	1.055793991	0	0	2.115	107.4
P(L)	323	5154.5	49.2	104.7662602	260	376	0.691489362	0	30	2.992	5105.3
P(L)	323	4847.1	75.9	63.86166008	190	342	0.555555556	0	34	3.309	4771.2
MM	215.3	272.9	170	1.605294118	237	206	1.150485437	2	0	1.934	102.9
SC.E	646	841.2	98.4	8.548780488	819	819	1	1	0	0.127	742.8
SC.E	624.5	814.3	80.5	10.11552795	671	770	0.871428571	1	0	0.127	733.8
SC.E	646	792	62.6	12.65175719	622	622	1	1	0	0.134	729.3
SC.E	129.2	792	76.1	10.40735874	161	121	1.330578512	0	0	0.221	715.9
SC.E	129.2	957.5	85	11.26470588	134	125	1.072	0	0	0.123	872.5
GW.SC	775.2	14604.6	379.7	38.46352383	709	709	1	0	0	0.804	14224.9
GW	689.1	13448.6	455.6	29.51843723	734	810	0.90617284	0	0	0.671	12993
GW	710.6	8403.3	455.6	18.44446883	607	823	0.737545565	1	0	0.758	7947.7
M	215.3	291.1	170.9	1.703335284	247	222	1.112612613	0	0	1.977	120.2
AGR(S).MODW	323	2463.9	101.4	24.29881657	160	611	0.261865794	3	0	0.871	2362.5
BA	129.2	1148.4	93.2	12.32188841	616	616	1	0	0	0.169	1055.2
BA	624.5	1313.9	114.8	11.44512195	701	701	1	0	0	0.169	1199.1
BA	150.7	1425.8	110.3	12.92656392	773	773	1	0	0	0.118	1315.5
AGR(S).DW	366.1	2642.9	146.1	18.08966461	182	723	0.251728907	3	0	0.763	2496.7
BA	129.2	1233.4	89.5	13.78100559	662	662	1	0	0	0.179	1143.9
BA	150.7	1328.9	101.4	13.10552268	716	716	1	0	0	0.102	1227.5
BA	882.9	1387.1	116.3	11.92691316	756	756	1	0	0	0.128	1270.7
AGR(S).DW	861.3	2353.9	139.2	16.91020115	277	868	0.319124424	4	0	0.698	2214.7
BA	129.2	1324.4	85	15.58117647	694	694	1	0	0	0.123	1239.4
BA	129.2	1346.8	102.9	13.08843537	734	734	1	0	0	0.13	1243.9
AGR(S).DW	193.8	2524.8	113.9	22.16681299	127	886	0.143340858	5	0	0.837	2410.9
BA(H)	473.7	1309.9	151.9	8.623436471	709	709	1	0	0	0.08	1158
HC	624.5	2657.8	80.5	33.01614907	1351	1351	1	0	0	0.062	2577.3
HC	538.3	2559.4	125.3	20.42617717	1333	1333	1	0	0	0.054	2434.1
AGR(S).MODW	172.3	2537.4	158.2	16.0391909	234	620	0.377419355	8	0	1.228	2379.3
HC	602.9	2550.4	125.3	20.35434956	1342	1342	1	0	0	0.065	2425.1
HC	646	2505.7	143.2	17.49790503	1333	1333	1	0	0	0.065	2362.5
P(S)	172.3	5405.1	116.3	46.47549441	233	188	1.239361702	0	23	0.572	5288.8
M	236.9	281.9	170	1.658235294	246	215	1.144186047	0	0	2.571	111.9
BE(MOD)	323	6174.7	116.3	53.09286328	215	331	0.649546828	2	30	3.057	6058.4
BE(MOD)	344.5	8089.8	107.4	75.32402235	278	354	0.785310734	2	30	3.506	7982.4
PE.MM	602.9	803.6	487.2	1.649425287	645	614	1.050488599	3	0	2.919	316.4
MM(P)	667.5	721.4	442.9	1.628810115	519	702	0.739316239	3	0	1.615	278.4
PE.MM	516.8	639.1	360.7	1.771832548	475	607	0.782537068	4	0	1.673	278.4
AM(P)(S)	753.7	1050.4	594.8	1.765971755	626	1000	0.626	0	0	0.384	455.6
AM(P)(S)	710.6	911.2	569.5	1.6	588	886	0.663656885	0	0	0.268	341.7
SC	624.5	8841.5	429.5	20.58556461	701	725	0.966896552	0	0	0.623	8411.9
SC.E(L)	646	5888.4	98.4	59.84146341	707	738	0.95799458	10	0	1.681	5789.9
PE.AM(S)	495.3	670.7	215.1	3.118084612	234	620	0.377419355	2	0	0.71	455.6
P(A)(S)	366.1	6239.2	177.2	35.20993228	291	658	0.44224924	0	27	0.565	6062
MM	452.2	532.5	380.3	1.40021036	488	434	1.124423963	3	0	1.818	152.1
MM(L)	452.2	572.7	393.7	1.454660909	550	438	1.255707763	3	0	2.802	179
M	236.9	291.1	163.2	1.78370098	238	207	1.149758454	0	0	2.205	127.9
AM	646	851.1	88.2	9.649659864	141	754	0.187002653	2	0	0.858	762.9
AM	667.5	798.2	123.5	6.463157895	150	653	0.229709035	1	0	0.918	674.7
AM	753.7	1005.5	83.8	11.99880668	141	736	0.191576087	2	0	0.875	921.7
AM	1485.8	1503.8	88.2	17.04988662	123	1283	0.095869057	3	0	0.944	1415.6
AM(S)	1248.9	1556.7	44.1	35.29931973	119	1539	0.077322937	3	0	0.755	1512.6
AM	1421.2	1490.6	83.8	17.7875895	137	825	0.166060606	7	0	0.995	1406.8
AM	1292	1393.6	88.2	15.80045351	110	1354	0.081240768	3	0	1.45	1305.4
AM(S)	1270.5	1362.7	123.5	11.0340081	137	1235	0.110931174	3	0	0.584	1239.2
M	215.3	295.5	163.2	1.810661765	265	216	1.226851852	0	0	2.162	132.3
PE.AM	473.7	820.3	207.3	3.957067053	229	785	0.291719745	0	0	1.089	613
PE.AM	409.1	652.7	154.3	4.23007129	229	622	0.368167203	0	0	1.116	498.4
PE.AM(S)	430.7	586.5	180.8	3.243915929	203	556	0.365107914	0	0	0.71	405.7
AM(P)	473.7	657.1	92.6	7.096112311	123	644	0.190993789	1	0	1.086	564.5
AM(P)	473.7	551.2	163.2	3.37745098	172	520	0.330769231	0	0	1.038	388
AM(P)	409.1	661.5	180.8	3.658738938	256	609	0.420361248	0	0	1.171	480.7
M	236.9	321.9	158.8	2.027078086	251	238	1.054621849	2	0	2.408	163.1
TI(A)	452.2	3592.3	96.7	37.14891417	474	555	0.854054054	0	27	1.055	3495.6
TI(A)	452.2	4053.8	158.8	25.52770781	234	525	0.445714286	0	17	1.13	3895
TI(A)	452.2	3228.1	194	16.63969072	326	529	0.616257089	0	23	1.004	3034.1
TI(A)	452.2	3677.9	149.9	24.53569046	291	573	0.507853403	0	20	1.246	3528
TI(A)	430.7	3779.4	199.6	18.93486974	229	548	0.417883212	0	27	1.095	3579.8
TI	452.2	3717.1	211.7	17.55833727	273	564	0.484042553	0	20	1.396	3505.4
M	215.3	308.7	163.2	1.891544118	256	207	1.236714976	0	0	2.645	145.5
TI(MOD)(L)	452.2	3554.9	109.1	32.58386801	240	568	0.422535211	5	0	3.779	3445.8
TI(MOD)(L)	473.7	3679.6	124.7	29.50761828	253	521	0.485604607	3	13	3.925	3554.9
M	215.3	282.2	158.8	1.777078086	243	203	1.197044335	0	0	1.541	123.4
AGR(S).DS	172.3	1900.7	79.4	23.93828715	106	1314	0.080669711	2	0	1.226	1821.3
BA(P)	215.3	957	52.9	18.09073724	322	895	0.359776536	1	0	0.545	904.1
BA(P)	215.3	996.7	35.3	28.23512748	309	975	0.316923077	1	0	0.503	961.4
AGR.DS	172.3	1983.3	75	26.444	97	587	0.165247019	6	0	1.334	1908.3
