calltype,start_time,end_time,pause,SNR
I11.4,607.39,608.43,7.34,37
I11.4,615.77,616.74,11.42,27
I11.4,628.16,629.18,20.89,38
I11.4,650.07,651.08,2.76,32
I11.4,653.84,654.68,20.68,18
I11.4,675.36,676.32,8.9,29
I11.4,685.22,686.19,13.23,26
I11.4,699.42,700.42,55.8,34
I11.4,756.22,757.34,1.61,27
I11.4,758.95,759.99,38.75,20
I11.4,798.74,799.74,4.92,31
I11.4,804.66,805.87,4.73,26
I38.1,810.6,811.02,0.36,31
I39,811.38,812.14,102.01,23
I37.1,914.15,915.16,18.2,19
I11.4,933.36,934.46,3.44,24
I11.4,937.9,938.98,0.6,16
I11.4,939.58,940.55,38.58,28
I38.1,979.13,979.53,0.72,NA
I11.4,980.25,981.44,1.63,17
I38.1,983.07,983.53,0.38,10
I11.4,983.91,984.96,4.31,20
I38.1,989.27,989.61,0.45,14
I38.1,990.06,990.47,-0.1,12
I11.4,990.37,991.77,-0.61,25
I11.4,991.16,992.1,0.16,NA
I69,992.26,993.99,0.54,16
I38.1,994.53,994.95,0.52,17
I11.4,995.47,996.61,0.51,26
I69,997.12,998.63,0.84,24
I11.4,999.47,1000.49,6.9,26
I5.5,1007.39,1008.54,4.06,21
I38.1,1012.6,1013.08,0.49,18
I11.4,1013.57,1014.58,0.61,26
I69,1015.19,1016.11,1.35,20
I62.1,1017.46,1018.38,4.33,20
I38.1,1022.71,1023.02,0.66,25
I11.4,1023.68,1024.38,3.92,24
I38.1,1028.3,1028.66,0.58,22
I11.4,1029.24,1030.34,0.84,35
I69,1031.18,1032.25,13,19
I62.1,1045.25,1046.1,9.4,10
I62.1,1055.5,1056.24,41.66,25
I38.1,1097.9,1098.35,0.46,23
I11.4,1098.81,1099.93,0.39,17
I69,1100.32,1101.82,58.96,13
I38.1,1160.78,1161.12,0.45,24
I11.4,1161.57,1162.37,7.57,27
I11.4,1170.9,1171.75,12.23,12
I38.1,1183.98,1184.29,0.48,NA
I11.4,1184.77,1185.62,7.36,13
I38.1,1192.98,1193.37,0.66,18
I11.4,1194.03,1195.03,0.53,20
I69,1195.56,1196.68,6.88,NA
I38.1,1203.56,1203.97,0.53,36
I11.4,1204.5,1205.27,4.82,44
I37.1,1210.09,1210.95,1.95,25
I11.4,1212.9,1214.34,0.39,27
I69,1214.73,1216.34,1.02,23
I37.1,1217.36,1218.24,3.12,29
I38.1,1221.36,1222.04,0.41,16
I11.4,1222.45,1223.45,0.63,31
I69,1224.08,1225.15,3.88,19
I38.1,1229.03,1229.59,0.31,15
I11.4,1229.9,1231.05,0.38,26
I69,1231.43,1233.11,4.44,24
I37.1,1237.55,1238.36,4.77,25
I38.1,1243.13,1243.54,0.56,19
I11.4,1244.1,1244.97,15.78,23
I38.1,1260.75,1261.26,0.53,20
I11.4,1261.79,1262.76,6.47,29
I38.1,1269.23,1269.76,0.44,30
I11.4,1270.2,1271.2,0.38,40
I69,1271.58,1272.82,23.41,29
I38.1,1296.23,1296.66,0.51,23
I11.4,1297.17,1298.12,0.64,36
I69,1298.76,1299.93,5.87,23
I38.1,1305.8,1306.13,0.71,23
I11.4,1306.84,1307.72,10.31,39
I38.1,1318.03,1318.64,0.78,29
I11.4,1319.42,1320.57,0.34,36
I69,1320.91,1322.41,9.79,40
I38.1,1332.2,1332.53,0.61,34
I11.4,1333.14,1334.04,15.22,43
I38.1,1349.26,1349.63,0.64,39
I11.4,1350.27,1351.3,17.59,47
I38.1,1368.89,1369.27,0.5,25
I11.4,1369.77,1370.67,0.58,33
I69,1371.25,1372.22,21.8,17
I38.1,1424.03,1424.59,0.53,14
I11.4,1425.12,1426.21,48.72,36
I62.1,1474.93,1475.95,1.92,26
I62.1,1477.87,1478.68,2.17,34
I62.1,1480.85,1481.58,28.1,18
I11.4,1509.68,1510.91,6.14,14
I37.1,1517.05,1518.27,20.27,20
I45,1538.54,1539.92,52.99,15
I79,1598.07,1599.8,8.41,12
I79,1611.93,1613.53,17.14,10
I11.4,1651.82,1652.87,0.29,16
I11.4,1654.55,1655.55,12.49,15
I11.4,1680.18,1681.01,25.27,15
I11.4,1711.43,1712.3,14.35,11
I37.1,1726.65,1727.62,0.82,13
I37.1,1728.44,1729.4,30.98,15
I37.1,1760.38,1761.24,0.84,11
I11.4,1762.08,1763,41.79,14
I37.1,1804.79,1805.68,0.81,11
I11.4,1865.33,1866.29,15.26,10
I11.4,1881.55,1882.49,23.81,11
I11.4,1919.75,1920.65,0.94,12
I37.1,1921.59,1922.41,19.48,16
I37.1,1941.89,1942.62,1.78,11
I43.7,1944.4,1945.04,2.65,NA
I43.7,1947.69,1948.44,1.58,NA
I11.4,1950.02,1950.99,9.48,14
I11.4,1960.47,1961.38,36.64,10
I43.7,1998.02,1998.94,4.59,NA
I43.7,2003.53,2004.31,4.08,NA
I43.7,2008.39,2009.21,9.28,NA
I43.7,2018.49,2019.58,22.46,10
I43.7,2042.04,2043.19,-0.46,10
I11.4,2042.73,2043.63,22.4,15
I43.7,2066.03,2067.06,1.55,20
I48.1,2068.61,2069.66,-0.54,13
I11.4,2069.12,2070.22,13.66,14
I43.7,2083.88,2084.72,2.3,25
I48.1,2087.02,2088.31,1.81,15
I11.4,2090.12,2091.14,18.53,11
I11.4,2109.67,2110.67,13.64,13
I43.7,2124.31,2125.45,32.16,16
I11.4,2157.61,2158.59,18.34,10
I11.4,2179.94,2180.82,33.55,26
I11.4,2214.37,2215.26,1.77,11
I11.4,2217.03,2218.2,8.79,18
I37.1,2275.64,2276.53,7.14,11
I37.1,2297.66,2298.45,-0.26,23
I79,2298.19,2299.83,-0.31,NA
I11.4,2299.52,2300.47,6.82,26
I11.4,2307.29,2308.24,13.66,28
I37.1,2321.9,2322.8,0.86,10
I37.1,2426.57,2427.44,41.22,16
I37.1,2486.92,2487.76,0.89,11
I11.4,2505.2,2506.14,5.23,14
I37.1,2511.37,2512.31,0.77,20
I11.4,2513.08,2514.04,28.37,21
I11.4,2542.41,2543.33,1.51,21
I37.1,2544.84,2545.66,25.21,21
I11.4,2570.87,2571.7,0.47,14
I69,2572.17,2573.46,8.68,14
I11.4,2582.14,2583,6.89,16
I37.1,2589.89,2590.7,14.18,19
I11.4,2604.88,2605.74,23.5,24
I11.4,2629.24,2630.18,18.26,13
I37.1,2648.44,2649.3,0.9,15
I37.1,2650.2,2650.96,15,13
I11.4,2665.96,2666.85,7.06,13
I11.4,2673.91,2674.82,31.64,18
I11.4,2706.46,2707.36,20,18
I11.4,2727.36,2728.44,64.8,25
I45,2793.24,2795,175.33,16
I59.1,2970.33,2972.22,69.07,14
I45,3041.29,3043.02,4.38,30
I62.1,3047.4,3048.17,9.56,19
I62.1,3057.73,3058.56,51.38,11
I37.1,3109.94,3110.83,44.43,31
I11.4,3155.26,3156.33,5.66,25
I11.4,3161.99,3163.11,2.12,18
I37.1,3165.23,3166.07,1.3,19
I37.1,3167.37,3168.23,11.65,18
I11.4,3179.88,3181.34,0.61,23
I11.4,3181.95,3182.97,3.27,33
I11.4,3186.24,3187.12,6.97,24
I11.4,3194.09,3195.08,6.2,27
I11.4,3201.28,3202.17,24.39,26
I11.4,3226.56,3227.49,119,17
I37.1,3346.49,3347.4,0.9,22
I11.4,3348.3,3349.47,8.97,27
I11.4,3358.44,3359.49,11.34,20
I11.4,3370.83,3371.8,9.25,19
I37.1,3381.05,3382.02,0.74,19
I11.4,3382.76,3383.91,36.09,20
I11.4,3420,3420.99,16.2,27
I11.4,3437.19,3437.98,0.46,17
I69,3438.44,3439.5,2.94,29
I11.4,3442.44,3443.38,15.43,29
I11.5,3458.81,3460,35.99,27
I45,3495.99,3497.29,0.9,NA
I45,3498.19,3499.87,6.99,20
I11.4,3506.86,3507.68,1.77,29
I11.4,3509.45,3510.58,19.58,31
I11.4,3530.16,3531.17,0.44,22
I69,3531.61,3532.84,2.08,23
I37.1,3534.92,3535.92,0.72,15
I37.1,3536.64,3537.47,11.76,14
I11.5,3549.23,3550.61,0.66,24
I11.4,3551.27,3552.39,36.23,26
I37.1,3588.62,3589.46,33.13,28
I11.5,3622.59,3623.89,0.55,18
I69,3624.44,3625.79,9.65,NA
I11.5,3635.44,3636.72,0.46,24
I69,3637.18,3638.99,40.33,14
I37.1,3679.32,3680.21,0.79,15
I37.1,3681,3681.96,70.95,21
I37.1,50.91,51.92,0.91,17
I37.1,52.83,53.85,20.47,20
I38.1,74.32,74.66,0.44,36
I39,75.1,75.82,5.86,25
I37.2,81.68,82.31,26.35,29
I51,108.66,109.97,3.05,27
I51,113.02,114.25,2.91,27
I51,117.16,118.44,93.64,23
I37.1,212.08,213.07,0.59,35
I37.1,213.66,214.52,12.03,25
I11.5,226.55,227.97,0.6,35
I11.4,228.57,229.83,1.79,21
I11.4,231.62,232.56,16.51,13
I11.4,249.07,250.51,0.62,22
I69,251.13,252.56,26.23,21
I43.4,278.79,279.63,10.78,25
I48.1,290.41,291.55,2.5,28
I11.5,294.05,295.35,14.13,39
I43.5,309.48,310.38,81.88,15
I44,392.26,393.15,1.2,42
I48.1,394.35,395.22,2.06,38
I80.1,397.28,398.09,6.23,25
I80.1,404.32,405.03,1.95,30
I80.1,406.98,407.69,0.37,27
I80.1,408.06,408.68,19.8,34
I80.1,428.48,429.32,4.51,31
I80.1,433.83,434.55,2.32,38
I80.1,436.87,437.61,6.84,38
I42.1,444.45,446.44,136.16,NA
I80.1,582.6,583.4,18.33,13
I80.1,601.73,602.57,86.39,22
I80.1,688.96,689.7,9.78,16
I80.1,699.48,700.22,3.61,19
I80.1,703.83,704.46,4.28,22
I45,708.74,710.16,564.85,25
I37.1,1275.01,1275.85,5.38,27
I37.1,1281.23,1282.08,5.74,18
I37.1,1287.82,1288.55,4.75,15
I11.4,1293.3,1294.44,17.47,NA
I11.4,1311.91,1312.81,13.28,32
I37.1,1326.09,1326.89,8.99,13
I59.1,1335.88,1336.88,3.53,16
I11.4,1340.41,1341.26,1.46,15
I11.4,1342.72,1343.54,38.13,18
I37.1,1381.67,1382.53,9.79,26
I11.4,1398.06,1399.23,7.86,10
I11.4,1407.09,1408,0.71,33
I69,1408.71,1409.88,1.9,35
I37.1,1411.78,1412.67,1.22,27
I11.4,1413.89,1415.07,42.56,35
I11.4,1457.63,1458.51,0.73,29
I69,1459.24,1460.49,2.6,19
I37.1,1463.09,1463.93,9.2,23
I11.4,1473.13,1474.21,34.79,26
I11.4,1509,1509.83,3.52,16
I37.1,1513.35,1514.33,5.57,27
I11.4,1519.9,1521.3,0.99,33
I11.4,1522.29,1523.37,108.01,27
I11.5,1631.38,1632.36,4.52,23
I11.4,1636.88,1638.13,26.67,26
I11.4,1664.8,1665.85,6.65,37
I11.4,1672.5,1673.66,18.51,31
I37.1,1705.28,1706.11,5.73,28
I11.4,1711.84,1712.76,23.68,26
I11.4,1736.44,1737.55,102.17,24
I11.4,1841.54,1842.59,111,10
I54.1,1953.59,1955.14,12.91,14
I49.1,1968.05,1969.58,45.07,19
I37.1,2014.65,2015.47,0.83,NA
I11.4,2016.3,2017.44,11.29,39
I11.5,2028.73,2029.82,7.16,23
I45,2036.98,2038.62,4.67,13
I45,2043.29,2044.34,3.03,15
I63,2047.37,2047.75,21.49,30
I11.5,2069.24,2070.51,13.01,20
I11.5,2083.52,2084.76,13.9,38
I11.4,2098.66,2099.87,44.94,26
I11.4,2144.81,2145.98,23.57,27
I54.1,2169.55,2170.86,10.62,22
I11.4,2181.48,2182.48,4.65,34
I11.4,2187.13,2187.93,8.63,31
I11.4,2196.56,2197.87,12.88,39
I11.4,2210.75,2211.93,20.69,22
I37.1,2232.62,2233.53,0.75,20
I37.1,2234.28,2235.19,1.94,21
I37.1,2237.13,2238.08,10.1,21
I11.4,2263.48,2264.55,8.41,33
I11.4,2272.96,2274.13,18.84,32
I45,2292.97,2294.11,1.11,25
I45,2295.22,2296.41,4.41,19
I11.4,2300.82,2301.95,2.06,15
I45,2304.01,2305.87,1.02,26
I45,2306.89,2308.2,5.45,20
I37.1,2313.65,2314.42,2.78,22
I37.1,2317.2,2318.07,0.16,23
I45,2318.23,2320.08,-0.86,21
I37.1,2319.22,2320.08,4.08,19
I45,2324.16,2325.25,5.05,17
I37.1,2330.3,2331.28,39.88,20
I45,2371.16,2372.78,0.47,19
I62.1,2373.25,2373.99,6.2,15
I37.1,2380.19,2381.1,0.96,24
I11.4,2382.06,2383.22,1.03,22
I45,2384.25,2386.09,3.64,14
I11.4,2389.73,2390.64,0.65,17
I11.4,2391.29,2392.15,8.63,24
I11.4,2400.78,2401.87,19.23,29
I37.1,2421.1,2421.97,0.89,25
I37.1,2422.86,2423.7,16.26,24
I11.4,2439.96,2441.01,1.38,14
I37.1,2442.39,2443.24,12.59,15
I37.1,2455.83,2456.65,27.62,18
I37.1,2484.27,2485.16,0.97,19
I37.1,2486.13,2487.01,1.15,22
I45,2488.16,2489.9,1.08,25
I45,2490.98,2492.59,0,NA
I45,2492.59,2494.41,3.62,37
I45,2498.03,2499.37,11.39,25
I11.4,2510.76,2511.95,14.03,30
I62.1,2525.98,2526.64,66.02,NA
I60.3,2592.66,2593.35,6.74,11
I45,2600.09,2601.59,18.38,11
I72.3,2619.97,2620.87,21.06,NA
I80.1,2775.7,2776.77,8.1,21
I45,2784.87,2786.35,0.13,22
I54.1,2786.48,2787.25,3.09,16
I37.1,2790.34,2791.16,0.71,22
I45,2791.87,2793.39,0.17,10
I37.1,2793.56,2794.46,25.8,20
I11.4,2820.26,2821.35,0.88,17
I11.4,2822.23,2823.16,14.19,28
I11.4,2837.35,2838.33,4.98,24
I53.1,2843.31,2843.99,34.57,13
I11.4,2878.56,2879.37,9.33,33
I53.1,2888.7,2889.32,5.76,37
I11.4,2895.08,2895.95,3.47,33
I37.1,2899.42,2900.29,41.49,28
I37.1,2941.78,2942.62,21.11,32
I11.4,2963.73,2964.52,0.24,20
I69,2964.76,2966.46,38.12,13
I38.1,3010.44,3011.05,0.4,39
I39,3011.45,3012.12,0.41,45
I69,3012.53,3014.17,2.31,41
I11.4,3016.48,3017.35,4.58,24
I11.4,3021.93,3022.83,22.07,30
I37.1,3044.9,3045.84,-0.27,29
I42.1,3045.57,3047.14,-0.49,NA
I11.4,3046.65,3047.7,8.1,27
I42.1,3055.8,3057.62,0,23
I11.4,3057.62,3058.75,4.19,23
I11.4,3062.94,3063.9,17.54,27
I42.1,3081.44,3082.42,5.98,32
I42.1,3088.4,3089.76,5.85,20
I11.4,3095.61,3096.55,0.49,23
I69,3097.04,3098.12,0.2,19
I45,3098.32,3099.63,0.33,NA
I37.1,3099.96,3100.77,12.57,11
I43.7,3113.34,3114.26,-0.39,32
I37.1,3113.87,3114.71,7.73,12
I43.8,3122.44,3123.35,15.25,22
I11.4,3138.6,3139.43,1.58,33
I11.4,3141.01,3142.25,2.94,26
I45,3145.19,3146.94,1.89,NA
I42.1,3148.83,3150.26,5.34,26
I11.4,3155.6,3156.78,80.51,30
I37.1,3237.29,3238.14,3.75,32
I11.4,3241.89,3242.8,15.16,33
I11.4,3257.96,3258.97,84.07,24
I37.1,3343.04,3343.94,193.17,32
I38.1,3537.11,3537.6,0.31,21
I39,3537.91,3538.53,2.22,21
I45,3540.75,3542.16,13.89,25
I53.1,3556.05,3556.75,16.84,26
I53.1,3573.59,3574.24,-0.16,18
I11.4,3574.08,3574.91,20.01,17
I53.1,3594.92,3595.66,1.21,27
I53.1,3596.87,3597.58,3.03,24
I11.4,3600.61,3602.16,15,18
I42.1,3617.16,3619.31,1.36,24
I42.1,3620.67,3621.77,1.5,32
I53.1,3623.27,3624.04,9.98,24
I37.1,3634.02,3634.93,0.66,24
I11.4,3635.59,3636.63,12.08,24
I11.4,3648.71,3649.55,6.52,21
I11.4,3656.07,3656.89,51.85,25
I37.1,0.74,1.56,0.93,12
I37.1,2.49,3.27,43.82,10
I37.1,76.12,76.84,3.15,14
I37.1,79.99,80.77,11.86,12
I37.1,92.63,93.38,1.31,13
I37.1,118.41,119.2,1.6,17
I37.1,120.8,121.48,27.41,11
I37.1,148.89,149.63,1.2,16
I37.1,150.83,151.53,68.82,16
I37.1,220.35,221.16,7.11,18
I37.1,228.27,229.07,3.32,40
I37.1,232.39,233.26,3.41,24
I37.1,236.67,237.39,7.08,25
I37.1,244.47,245.26,2.56,37
I37.2,247.82,249.08,0.4,28
I37.1,249.48,250.36,4.96,42
I37.2,255.32,256.13,11.07,24
I37.1,267.2,267.89,10.25,16
I37.1,278.14,278.8,2.7,26
I37.1,281.5,282.23,3.79,22
I37.1,286.02,286.91,1.5,36
I37.1,288.41,289.21,5.81,32
I37.1,295.02,295.79,1.95,41
I37.1,297.74,298.56,27.76,27
I37.1,326.32,327,2.15,28
I37.1,329.15,329.78,34.37,26
I37.1,364.15,364.92,84.39,33
I37.1,449.31,450.13,54.82,37
I37.1,504.95,505.9,1.96,32
I37.1,507.86,508.7,7.49,25
I37.1,516.19,516.98,5.38,36
I37.1,522.36,523.08,8.38,26
I37.1,531.46,532.42,14.56,31
I37.1,546.98,547.86,2.48,39
I37.1,550.34,550.85,0.12,30
I37.1,550.97,551.92,3.33,28
I37.1,555.25,555.74,12.31,22
I37.1,568.05,568.98,1.38,28
I37.1,570.36,571.26,26.52,23
I37.1,597.78,598.59,9.38,27
I37.1,607.97,608.93,1.06,25
I37.1,609.99,610.68,9.8,24
I37.1,620.48,621.29,NA,23
I39,443.78,444.53,0.62,11
I11.4,457.37,458.41,0.62,30
I69,459.03,459.93,0.56,11
I11.4,460.49,461.4,5.04,11
I38.1,466.44,466.81,0.81,19
I11.4,467.62,468.61,1.52,22
I38.1,470.13,470.54,0.49,20
I11.4,471.03,472.03,0.68,18
I11.5,472.71,473.94,19.3,18
I38.1,493.24,493.63,0.54,22
I11.4,494.17,495.22,13.45,21
I38.1,508.67,509.07,0.54,16
I11.4,509.61,510.59,6.48,19
I38.1,517.07,517.6,0.34,22
I11.4,517.94,518.88,4.43,12
I37.1,523.31,524.31,1069.51,16
I45,1593.82,1595.51,674.71,16
I54.1,2270.22,2271.33,0.96,17
I62.1,2272.29,2272.88,26.91,18
I62.1,2299.79,2300.73,4.22,10
I54.1,2304.95,2306.2,35.05,20
I53.1,2341.25,2341.84,26.45,16
I37.1,2368.29,2369.25,3.1,19
I37.1,2372.35,2373.36,2.8,29
I37.1,2376.16,2376.84,1.95,23
I37.1,2378.79,2379.45,3.47,24
I37.1,2382.92,2383.9,8.29,30
I37.1,2392.19,2392.83,1.74,16
I37.1,2394.57,2395.14,7.66,14
I37.1,2402.8,2403.96,1.62,29
I37.1,2405.58,2406.86,40.18,28
I54.1,2447.04,2447.84,0.52,16
I62.1,2448.36,2448.89,2.54,14
I41.1,2451.43,2451.93,30.05,15
I54.1,2481.98,2483.19,1.15,29
I53.1,2484.34,2485.01,137.42,24
I51,2622.43,2623.52,0.4,26
I49.1,2623.92,2624.55,2.31,28
I51,2626.86,2628.22,4.29,20
I49.1,2632.51,2633.09,7.44,38
I51,2640.53,2641.59,0.12,32
I51,2641.71,2642.46,1.28,27
I51,2643.74,2644.64,6.37,38
I51,2651.01,2651.77,5.02,34
I51,2656.79,2658.03,0.41,35
I51,2658.44,2659.2,7.53,43
I51,2666.73,2667.48,1.18,27
I51,2668.66,2669.57,5.81,31
I51,2675.38,2676.1,5.12,29
I51,2681.22,2682.18,0.25,34
I51,2682.43,2683.18,6.31,29
I54.1,2689.49,2690.22,0.14,21
I51,2690.36,2691.05,3.25,24
I51,2694.3,2694.98,0.65,35
I51,2695.63,2696.62,1.07,31
I51,2697.69,2698.28,2.84,14
I37.1,2701.12,2702.05,1.34,13
I37.1,2703.39,2704.14,0.2,18
I51,2704.34,2704.97,2.54,18
I51,2707.51,2708.13,5.73,30
I51,2713.86,2714.45,0.9,21
I51,2715.35,2716.13,-0.37,17
I37.1,2715.76,2716.69,1.64,22
I37.1,2718.33,2719.32,2.48,23
I51,2721.8,2722.49,6.1,19
I51,2728.59,2729.68,-0.19,21
I51,2729.49,2730.12,23.15,23
I37.1,2753.27,2754.32,0.96,30
I37.1,2755.28,2756.19,0.92,29
I37.1,2757.11,2757.73,25.46,20
I37.1,2783.19,2784.1,4.05,24
I37.1,2788.15,2788.87,19.65,19
I37.1,2808.52,2809.42,41.24,31
I53.1,2850.66,2851.35,1.67,26
I53.1,2853.02,2853.66,19.12,23
I37.1,2872.78,2873.51,7.95,18
I37.1,2881.46,2882.45,5.54,17
I37.1,2887.99,2888.95,0.72,31
I37.1,2889.67,2890.56,2.71,26
I37.1,2893.27,2894.14,-0.17,NA
I37.1,2893.97,2894.96,0.9,19
I37.1,2895.86,2896.76,37.89,31
I54.1,2934.65,2935.61,131.28,16
I37.1,3066.89,3067.94,1.1,11
I37.1,3074.25,3075.41,1.54,17
I37.1,3076.95,3077.86,30.54,21
I37.1,3108.4,3109.27,0,31
I37.1,3109.27,3110.2,14.55,24
I11.5,3124.75,3126.09,17.39,22
I11.5,3143.48,3145.06,15.87,23
I11.5,3160.93,3162.3,20.93,30
I37.1,11.23,12.28,11.54,27
I37.1,23.82,24.8,203.19,24
I42.1,227.99,229.3,29.01,12
I42.1,258.31,260.11,26.54,26
I11.4,286.65,287.95,79.45,11
I42.1,367.4,368.47,59.94,12
I37.1,428.41,429.32,7.31,18
I37.1,436.63,437.62,5.02,29
I37.1,442.64,443.62,87.79,37
I37.1,531.41,532.3,217.35,14
I38.1,749.65,750.3,0.27,19
I39,750.57,751.21,0.48,21
I69,751.69,752.88,214.57,18
I11.5,967.45,969.09,1.18,21
I37.2,970.27,971.24,1381.03,17
I59.1,2352.27,2353.73,95.63,NA
I38.1,2449.36,2449.84,2.69,19
I69,2452.53,2453.64,5.47,22
I38.1,2459.11,2459.6,0.51,15
I11.4,2460.11,2461.3,0.35,27
I69,2461.65,2462.96,50.42,18
I38.1,2513.38,2513.59,0.63,24
I11.4,2514.22,2515.13,13.44,14
I38.1,2528.57,2528.92,0.53,16
I11.4,2529.45,2530.31,0.97,16
I11.4,2531.28,2532.38,9.83,30
I38.1,2542.21,2542.62,0.3,10
I39,2542.92,2543.64,1.11,31
I11.4,2544.75,2545.87,247.2,23
I11.5,2793.07,2794.37,4.11,20
I11.5,2798.48,2799.71,0.19,11
I38.1,2799.9,2800.25,0.4,10
I39,2800.65,2801.51,53.11,27
I37.1,2854.62,2855.43,21.52,18
I37.1,2876.95,2877.76,5634.32,10
I37.1,2238.08,2239.26,5.54,11
I37.1,2244.8,2245.66,7.49,12
I37.1,2253.15,2254.22,0.89,26
I37.1,2255.11,2255.74,11.51,17
I37.1,2267.25,2268.27,5.35,13
I38.1,2273.62,2274.04,0.37,NA
I39,2274.41,2275.24,4.84,NA
I38.1,2280.08,2280.52,0.33,NA
I11.5,2282.13,2283.5,45.22,NA
I11.4,2328.72,2329.74,0.44,NA
I69,2330.18,2331.77,-0.1,NA
I38.1,2331.67,2332.06,0.37,NA
I39,2332.43,2333.14,1.11,17
I38.1,2334.25,2334.53,0.62,NA
I11.4,2335.15,2336.21,13.13,NA
I11.4,2350.31,2351.19,2.31,NA
I38.1,2353.5,2353.92,-0.16,NA
I11.4,2353.76,2354.87,-0.22,17
I11.4,2354.65,2355.68,13.5,NA
I11.4,2369.18,2370.2,8.63,19
I11.4,2379.81,2380.87,0.67,14
I69,2381.54,2382.83,0.41,NA
I11.4,2393.57,2394.57,0.59,22
I69,2395.16,2396.33,12.07,NA
I11.4,2408.4,2409.18,5.48,NA
I11.4,2415.63,2416.68,221.34,NA
I11.4,2638.93,2640.06,2.87,NA
I11.6,2642.93,2644.78,13.47,17
I59.1,2658.25,2660.86,0.32,NA
I59.1,2661.18,2662.19,10.75,NA
I59.1,2672.94,2675.37,0.16,NA
I59.1,2675.53,2676.51,5.88,NA
I38.1,2682.39,2682.83,0.45,NA
I11.4,2683.28,2684.18,0.42,20
I69,2684.6,2685.74,12.82,NA
I38.1,2698.56,2698.99,0.41,NA
I11.4,2699.4,2700.33,0,16
I59.1,2700.33,2702.32,0.12,NA
I59.1,2702.44,2704.51,43.16,15
I37.1,2747.67,2748.6,0.99,NA
I37.1,2749.59,2750.38,42.22,NA
I59.1,2792.6,2795.68,4.18,NA
I59.1,2799.86,2801.59,11.3,NA
I59.1,2812.89,2815.7,12.53,NA
I11.4,2828.23,2829.3,0.52,NA
I69,2829.82,2831.23,3.24,NA
I59.1,2834.47,2836.79,0.24,NA
I59.1,2837.03,2837.83,3.51,15
I59.1,2841.34,2843.75,6.91,19
I59.1,2850.66,2853.56,0,15
I59.1,2858.97,2861.23,1.69,10
I11.4,2864.52,2865.71,16.05,12
I59.1,2881.76,2883.5,-0.99,NA
I59.1,2882.51,2884.68,14.15,NA
I59.1,2898.83,2900.94,1.32,NA
I11.4,2902.26,2903.43,8.12,NA
I59.1,2911.55,2915.47,-0.56,28
I11.4,2914.91,2916,1.12,20
I11.6,2917.12,2918.29,1.42,33
I37.1,2919.71,2920.7,1.24,18
I59.1,2921.94,2923.78,19.17,22
I37.1,2942.95,2943.85,1.89,18
I59.1,2945.74,2946.97,2.88,NA
I37.1,2949.85,2951.01,4.45,16
I11.6,2955.46,2957.4,0.35,13
I59.1,2957.75,2960.56,0.46,21
I59.1,2961.02,2962.22,5.94,18
I11.6,2968.16,2969.22,2.15,17
I38.1,2971.37,2971.86,0.87,19
I11.4,2972.73,2973.72,6.79,28
I59.1,2980.51,2983.08,0.22,24
I59.1,2999.42,3002.08,8.81,14
I11.6,3010.89,3011.96,-0.34,18
I38.1,3018.08,3018.55,0.97,12
I11.4,3019.52,3020.57,6.04,19
I11.6,3026.61,3028.69,145.58,14
I37.1,75.27,76.28,8.61,15
I11.4,84.89,86.01,3.19,20
I59.1,89.2,91.47,0.1,27
I59.1,91.57,92.87,20.67,13
I37.1,113.54,114.48,11.8,NA
I59.1,126.28,128.17,0.54,19
I59.1,128.71,129.8,-0.64,NA
I59.1,129.16,131.81,14.99,NA
I59.1,146.8,148.87,38.57,17
I59.1,187.44,190.31,0.26,13
I59.1,190.57,192.03,27.93,12
I59.1,248.69,251.63,5.75,23
I59.1,257.38,259.24,7.99,16
I62.1,267.23,267.92,6.32,NA
I59.1,274.24,277.04,5.31,17
I11.4,282.35,283.42,0.87,21
I69,284.29,285.15,6.9,18
I59.1,292.05,293.22,9.89,16
I59.1,303.11,306.04,0.94,37
I11.6,306.98,309.33,1.12,13
I59.1,310.45,312.58,21.45,34
I59.1,334.03,336.24,-0.74,24
I59.1,335.5,337.76,0.17,NA
I59.1,337.93,339.46,0.83,11
I11.6,340.29,341.42,16.18,15
I38.1,357.6,358.12,0.4,NA
I11.4,358.52,359.53,0.45,21
I69,359.98,361.32,0.69,12
I59.1,362.01,363.42,15.77,13
I59.1,379.19,381.15,3.68,20
I59.1,384.83,385.99,11.14,12
I59.1,397.13,399.24,0.44,24
I59.1,399.68,401.07,4.42,17
I59.1,405.49,408.17,2.67,11
I38.1,410.84,411.39,0.39,26
I11.4,411.78,412.77,0.5,32
I69,413.27,414.56,0.6,29
I11.6,415.16,416.74,0.08,25
I59.1,416.82,418.3,7.3,NA
I59.1,425.6,427.71,0.2,11
I59.1,427.91,429.25,34.07,NA
I59.1,463.32,465.18,10,NA
I42.1,489.5,491.69,1.04,20
I38.1,492.73,493.18,2.05,19
I69,495.23,496.52,106.8,16
I59.1,603.32,605.17,36.76,12
I11.6,641.93,644.31,-0.57,20
I11.6,643.74,645.15,15.87,NA
I59.1,661.02,663.23,-0.54,39
I59.1,662.69,664.27,1.77,NA
I11.6,666.04,668.05,0.39,13
I69,668.44,669.73,0.55,15
I59.1,670.28,672.53,1.89,30
I11.4,677.99,678.83,0,21
I59.1,678.83,679.77,-0.54,NA
I69,679.23,680.47,16.44,15
I38.1,697.33,697.83,0.42,NA
I11.4,698.25,699.1,0.12,19
