Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power (dB)	Category	Comment
1	Spectrogram 1	1	HS170802-0929-MUI.wav	12.490	12.490391899	25.697445629	0.0	3666.1	13.207	3666.1	63.6	Ig12	
3	Spectrogram 1	1	HS170802-0929-MUI.wav	26.585	26.584741228	41.498132649	0.0	3653.7	14.913	3653.7	62.5	Ig13	
4	Spectrogram 1	1	HS170802-0929-MUI.wav	42.212	42.212269807	59.173266457	0.0	3709.3	16.961	3709.3	59.2	Ig13	
5	Spectrogram 1	1	HS170802-0929-MUI.wav	60.231	60.231195825	76.543784153	30.9	3585.8	16.313	3555.0	57.5	Ig13	
6	Spectrogram 1	1	HS170802-0929-MUI.wav	77.395	77.395186340	89.305423424	24.7	3585.8	11.910	3561.2	52.9	Ig13	
7	Spectrogram 1	1	HS170802-0929-MUI.wav	90.403	90.403294449	108.592854237	0.0	3536.5	18.190	3536.5	54.4	Ii11312	
8	Spectrogram 1	1	HS170802-0929-MUI.wav	109.378	109.377769574	129.546681084	0.0	3524.1	20.169	3524.1	53.8	Ii11312	
9	Spectrogram 1	1	HS170802-0929-MUI.wav	130.298	130.298483615	147.703128065	0.0	3604.4	17.405	3604.4	51.7	Ii11312	
10	Spectrogram 1	1	HS170802-0929-MUI.wav	148.296	148.295924226	165.154540614	12.3	3585.8	16.859	3573.5	49.6	Ii11312	
11	Spectrogram 1	1	HS170802-0929-MUI.wav	166.199	166.198819664	181.658239146	0.0	3629.0	15.459	3629.0	52.3	Ii11212	
12	Spectrogram 1	1	HS170802-0929-MUI.wav	183.205	183.205068386	199.312896190	30.9	3659.9	16.108	3629.0	54.1	Ii11212	
13	Spectrogram 1	1	HS170802-0929-MUI.wav	200.300	200.300044809	218.591984859	6.2	3616.7	18.292	3610.5	50.1	Ii11212	
14	Spectrogram 1	1	HS170802-0929-MUI.wav	219.217	219.217138382	236.348768801	0.0	3629.0	17.132	3629.0	52.8	Ii11312	
15	Spectrogram 1	1	HS170802-0929-MUI.wav	237.011	237.010829848	254.142460267	24.7	3616.7	17.132	3592.0	53.9	Ii11312	
16	Spectrogram 1	1	HS170802-0929-MUI.wav	255.166	255.166262882	272.024879270	0.0	3622.9	16.859	3622.9	53.2	Ii11312	
17	Spectrogram 1	1	HS170802-0929-MUI.wav	272.968	272.968296655	280.851576789	12.3	3635.2	7.883	3622.9	53.3	Ii111	
18	Spectrogram 1	1	HS170802-0929-MUI.wav	281.193	281.192844327	290.918969166	0.0	3721.6	9.726	3721.6	57.5	Ma11	
19	Spectrogram 1	1	HS170802-0929-MUI.wav	291.670	291.670488678	304.877542407	18.5	3629.0	13.207	3610.5	60.0	Ma11	
20	Spectrogram 1	1	HS170802-0929-MUI.wav	306.208	306.208485806	319.108398752	0.0	3715.5	12.900	3715.5	60.8	Ma11	
21	Spectrogram 1	1	HS170802-0929-MUI.wav	319.978	319.978001090	332.263632467	0.0	3622.9	12.286	3622.9	58.3	Ma11	
22	Spectrogram 1	1	HS170802-0929-MUI.wav	333.685	333.684824241	346.277596402	104.9	3579.7	12.593	3474.8	56.1	Ib17	
23	Spectrogram 1	1	HS170802-0929-MUI.wav	347.438	347.437655073	360.951849587	98.7	3604.4	13.514	3505.6	55.7	Ib16	
24	Spectrogram 1	1	HS170802-0929-MUI.wav	362.834	362.833877935	372.150481729	6.2	3598.2	9.317	3592.0	57.8	Ie11	
25	Spectrogram 1	1	HS170802-0929-MUI.wav	374.096	374.095706697	387.132126658	61.7	3659.9	13.036	3598.2	58.5	Ie12	
26	Spectrogram 1	1	HS170802-0929-MUI.wav	388.907	388.906717856	403.001067185	61.7	3511.8	14.094	3450.1	56.4	Ie12	
27	Spectrogram 1	1	HS170802-0929-MUI.wav	404.739	404.739006958	416.888131319	160.5	3659.9	12.149	3499.4	56.9	Ie12	
28	Spectrogram 1	1	HS170802-0929-MUI.wav	418.697	418.696849271	428.832495157	98.7	3561.2	10.136	3462.4	56.6	Ie11	
29	Spectrogram 1	1	HS170802-0929-MUI.wav	433.239	433.239399130	443.613932293	67.9	3443.9	10.375	3376.0	56.5	Ie11	
30	Spectrogram 1	1	HS170802-0929-MUI.wav	446.508	446.507628965	461.728161170	61.7	3598.2	15.221	3536.5	55.8	Ie12	
31	Spectrogram 1	1	HS170802-0929-MUI.wav	464.068	464.067994528	477.957583334	104.9	3604.4	13.890	3499.4	56.6	Ie13	
32	Spectrogram 1	1	HS170802-0929-MUI.wav	480.517	480.517089871	496.454283906	55.5	3536.5	15.937	3480.9	56.2	Ih141	
33	Spectrogram 1	1	HS170802-0929-MUI.wav	498.053	498.053440380	511.874775679	6.2	3579.7	13.821	3573.5	56.5	Ih123	
34	Spectrogram 1	1	HS170802-0929-MUI.wav	513.486	513.485559224	527.341021276	49.4	3598.2	13.855	3548.8	56.5	Ih141	
35	Spectrogram 1	1	HS170802-0929-MUI.wav	529.891	529.891176696	543.780765502	43.2	3666.1	13.890	3622.9	57.2	Ih141	
36	Spectrogram 1	1	HS170802-0929-MUI.wav	545.316	545.316469424	558.967170953	98.7	3629.0	13.651	3530.3	57.1	Ih141	
37	Spectrogram 1	1	HS170802-0929-MUI.wav	560.951	560.950541592	574.362355844	61.7	3604.4	13.412	3542.6	57.9	Ih123	
38	Spectrogram 1	1	HS170802-0929-MUI.wav	576.637	576.637220786	592.096640268	37.0	3604.4	15.459	3567.3	54.3	Ig12	
39	Spectrogram 1	1	HS170802-0929-MUI.wav	594.554	594.553766543	610.217946548	0.0	3635.2	15.664	3635.2	57.0	Ig12	
40	Spectrogram 1	1	HS170802-0929-MUI.wav	611.703	611.702841833	625.797191162	74.1	3573.5	14.094	3499.4	53.3	Ig12	
41	Spectrogram 1	1	HS170802-0929-MUI.wav	627.265	627.264641577	642.485173782	43.2	3622.9	15.221	3579.7	52.0	Ig13	
42	Spectrogram 1	1	HS170802-0929-MUI.wav	642.904	642.903546596	653.516967035	49.4	3511.8	10.613	3462.4	47.7	Ig12	
43	Spectrogram 1	1	HS170802-0929-MUI.wav	656.452	656.451867864	667.645443118	61.7	3610.5	11.194	3548.8	47.4	Ig12	
