Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power (dB)	Category	Comment
1	Spectrogram 1	1	HS190703-1032-ESM.wav	5.119	5.119013073	20.066531248	80.2	3653.7	14.948	3573.5	69.5	Dg112	
5	Spectrogram 1	1	HS190703-1032-ESM.wav	21.215	21.215213314	31.726253492	30.9	3641.4	10.511	3610.5	67.0	Lc1112	
6	Spectrogram 1	1	HS190703-1032-ESM.wav	32.716	32.715929352	42.476180946	0.0	3555.0	9.760	3555.0	67.9	Lc1112	
7	Spectrogram 1	1	HS190703-1032-ESM.wav	43.944	43.943631360	53.430868923	12.3	3530.3	9.487	3518.0	68.2	Lc1112	
8	Spectrogram 1	1	HS190703-1032-ESM.wav	54.338	54.338390163	64.371655787	0.0	3579.7	10.033	3579.7	70.3	Lc1112	
9	Spectrogram 1	1	HS190703-1032-ESM.wav	65.293	65.293078140	74.848569210	0.0	3610.5	9.555	3610.5	73.4	Lc1112	
10	Spectrogram 1	1	HS190703-1032-ESM.wav	75.663	75.662810347	86.412737801	0.0	3579.7	10.750	3579.7	72.7	Lc1113	
11	Spectrogram 1	1	HS190703-1032-ESM.wav	86.720	86.719878585	94.978553011	0.0	3573.5	8.259	3573.5	73.2	Lc1112	
12	Spectrogram 1	1	HS190703-1032-ESM.wav	96.567	96.566586572	106.872866226	49.4	3672.3	10.306	3622.9	74.8	Lc1113	
13	Spectrogram 1	1	HS190703-1032-ESM.wav	107.487	107.487147795	116.837878343	0.0	3641.4	9.351	3641.4	76.0	Lc1113	
14	Spectrogram 1	1	HS190703-1032-ESM.wav	117.738	117.737561760	126.951785293	0.0	3647.6	9.214	3647.6	71.6	Lc1113	
15	Spectrogram 1	1	HS190703-1032-ESM.wav	127.839	127.839080892	136.166008825	0.0	3696.9	8.327	3696.9	68.6	Lc1112	
16	Spectrogram 1	1	HS190703-1032-ESM.wav	137.232	137.232029543	145.934351768	0.0	3499.4	8.702	3499.4	63.7	Lc1112	
17	Spectrogram 1	1	HS190703-1032-ESM.wav	147.026	147.026407890	155.762856869	0.0	3536.5	8.736	3536.5	66.4	Lc1112	
18	Spectrogram 1	1	HS190703-1032-ESM.wav	156.606	156.606421070	166.127785387	18.5	3629.0	9.521	3610.5	67.8	Lc1112	
19	Spectrogram 1	1	HS190703-1032-ESM.wav	166.879	166.878573971	175.103121642	0.0	3456.2	8.225	3456.2	63.9	Lc1112	
20	Spectrogram 1	1	HS190703-1032-ESM.wav	176.218	176.217931304	186.080563159	0.0	3604.4	9.863	3604.4	58.5	Ld1111	
21	Spectrogram 1	1	HS190703-1032-ESM.wav	186.217	186.217070174	203.962982162	18.5	3666.1	17.746	3647.6	63.2	Dl1112	
22	Spectrogram 1	1	HS190703-1032-ESM.wav	204.452	204.451882034	223.255723390	12.3	3653.7	18.804	3641.4	67.3	Dl1112	
23	Spectrogram 1	1	HS190703-1032-ESM.wav	223.668	223.667774247	244.382713817	0.0	3647.6	20.715	3647.6	60.9	Dl1112	
24	Spectrogram 1	1	HS190703-1032-ESM.wav	244.728	244.727522544	264.077391962	0.0	3647.6	19.350	3647.6	59.8	Dl1112	
25	Spectrogram 1	1	HS190703-1032-ESM.wav	264.794	264.794053792	278.854276367	80.2	3666.1	14.060	3585.8	61.7	Ic12	
26	Spectrogram 1	1	HS190703-1032-ESM.wav	279.849	279.849009280	297.151273469	86.4	3672.3	17.302	3585.8	68.1	Dm12	
27	Spectrogram 1	1	HS190703-1032-ESM.wav	299.417	299.417261796	314.398906724	92.6	3456.2	14.982	3363.7	63.7	Dm12	
28	Spectrogram 1	1	HS190703-1032-ESM.wav	315.150	315.149697877	330.848004636	104.9	3555.0	15.698	3450.1	71.3	Dm12	
29	Spectrogram 1	1	HS190703-1032-ESM.wav	331.769	331.769426989	347.399480240	55.5	3573.5	15.630	3518.0	73.4	Dm12	
30	Spectrogram 1	1	HS190703-1032-ESM.wav	348.037	348.036768219	363.120793408	0.0	3672.3	15.084	3672.3	72.1	Dm12	
31	Spectrogram 1	1	HS190703-1032-ESM.wav	364.649	364.648915605	379.459926765	0.0	3703.1	14.811	3703.1	65.3	Dg112	
32	Spectrogram 1	1	HS190703-1032-ESM.wav	380.279	380.278968856	391.745558141	37.0	3579.7	11.467	3542.6	66.0	Lc1112	
33	Spectrogram 1	1	HS190703-1032-ESM.wav	392.278	392.278189411	402.174948020	80.2	3616.7	9.897	3536.5	63.2	Lc1112	
34	Spectrogram 1	1	HS190703-1032-ESM.wav	402.296	402.295968875	410.520516547	111.1	3666.1	8.225	3555.0	61.0	Ib23	
35	Spectrogram 1	1	HS190703-1032-ESM.wav	411.203	411.203051623	420.451401909	67.9	3635.2	9.248	3567.3	62.3	Ib24	
36	Spectrogram 1	1	HS190703-1032-ESM.wav	420.929	420.929176463	429.836259210	67.9	3635.2	8.907	3567.3	62.0	Ib26	
37	Spectrogram 1	1	HS190703-1032-ESM.wav	431.060	431.059767700	440.069230710	104.9	3616.7	9.009	3511.8	62.8	Ib29	
38	Spectrogram 1	1	HS190703-1032-ESM.wav	441.546	441.546288173	451.408920028	0.0	3647.6	9.863	3647.6	58.9	Ib27	
39	Spectrogram 1	1	HS190703-1032-ESM.wav	451.844	451.843944247	460.716900241	24.7	3684.6	8.873	3659.9	62.4	Ib26	
40	Spectrogram 1	1	HS190703-1032-ESM.wav	461.748	461.747782663	470.996132950	142.0	3641.4	9.248	3499.4	60.3	Ib27	
41	Spectrogram 1	1	HS190703-1032-ESM.wav	471.679	471.678668026	483.042877049	80.2	3659.9	11.364	3579.7	63.1	Ic21	
