Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power (dB)	Category	Comment
1	Spectrogram 1	1	18Out17_Abrolhos_STE-007.wav	7.747	7.746773118	21.533981662	4.4	2443.9	13.787	2439.6	135.2	Bn13	
2	Spectrogram 1	1	18Out17_Abrolhos_STE-007.wav	23.616	23.615713646	35.969598530	21.8	2457.0	12.354	2435.2	136.0	Bn13	
3	Spectrogram 1	1	18Out17_Abrolhos_STE-007.wav	37.882	37.882215177	50.167846553	26.2	2461.4	12.286	2435.2	134.6	Bn13	
4	Spectrogram 1	1	18Out17_Abrolhos_STE-007.wav	52.363	52.362577060	66.081532097	4.4	2461.4	13.719	2457.0	136.7	Bk15	
5	Spectrogram 1	1	18Out17_Abrolhos_STE-007.wav	67.583	67.583109265	80.414768703	0.0	2500.7	12.832	2500.7	134.5	Bk15	
6	Spectrogram 1	1	18Out17_Abrolhos_STE-007.wav	82.440	82.440384203	94.930776102	39.3	2544.3	12.490	2505.0	134.3	Bk15	
7	Spectrogram 1	1	18Out17_Abrolhos_STE-007.wav	96.296	96.295846255	107.284660986	21.8	2535.6	10.989	2513.8	131.6	Gc22	
8	Spectrogram 1	1	18Out17_Abrolhos_STE-007.wav	110.670	110.669531572	122.204374364	56.7	2526.8	11.535	2470.1	132.0	Gc23	
9	Spectrogram 1	1	18Out17_Abrolhos_STE-007.wav	124.491	124.490866870	136.162216678	52.4	2491.9	11.671	2439.6	132.5	Gc22	
10	Spectrogram 1	1	18Out17_Abrolhos_STE-007.wav	138.599	138.598868923	149.348796378	69.8	2561.8	10.750	2491.9	134.3	Gc22	
11	Spectrogram 1	1	18Out17_Abrolhos_STE-007.wav	151.229	151.228801971	163.480306593	69.8	2496.3	12.252	2426.5	130.5	Bc12	
12	Spectrogram 1	1	18Out17_Abrolhos_STE-007.wav	166.482	166.482452121	178.085548421	48.0	2526.8	11.603	2478.8	129.4	Bc12	
13	Spectrogram 1	1	18Out17_Abrolhos_STE-007.wav	180.505	180.505262687	194.804372538	43.6	2548.7	14.299	2505.0	129.1	Bn13	
14	Spectrogram 1	1	18Out17_Abrolhos_STE-007.wav	196.948	196.948292004	209.745824688	21.8	2535.6	12.798	2513.8	131.8	Bn13	
15	Spectrogram 1	1	18Out17_Abrolhos_STE-007.wav	211.862	211.861683425	224.147314801	13.1	2561.8	12.286	2548.7	135.4	Bn13	
16	Spectrogram 1	1	18Out17_Abrolhos_STE-007.wav	226.473	226.473244641	240.567593970	26.2	2561.8	14.094	2535.6	133.8	Bk14	
17	Spectrogram 1	1	18Out17_Abrolhos_STE-007.wav	241.286	241.285774234	254.458701209	21.8	2579.2	13.173	2557.4	134.6	Bk14	
18	Spectrogram 1	1	18Out17_Abrolhos_STE-007.wav	255.973	255.973424046	269.863012852	26.2	2539.9	13.890	2513.8	132.3	Bk16	
19	Spectrogram 1	1	18Out17_Abrolhos_STE-007.wav	271.254	271.253616492	284.017022422	4.4	2570.5	12.763	2566.1	134.6	Bk15	
