Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power (dB)	Category	Comment
1	Spectrogram 1	1	2019_10_10_10_03_17.wav	2112.133	2112.132602650	2122.097614766	116.9	2255.3	9.965	2138.4	46.8	Df12	
2	Spectrogram 1	1	2019_10_10_10_03_17.wav	2122.575	2122.575389319	2132.199133898	64.9	2298.6	9.624	2233.6	50.6	Df12	
3	Spectrogram 1	1	2019_10_10_10_03_17.wav	2132.948	2132.948405245	2142.674530084	38.9	2281.9	9.726	2243.0	51.3	Df12	
4	Spectrogram 1	1	2019_10_10_10_03_17.wav	2143.357	2143.357065161	2152.639542201	116.7	2325.1	9.282	2208.4	49.0	Df12	
5	Spectrogram 1	1	2019_10_10_10_03_17.wav	2152.993	2152.993448200	2163.026713824	60.5	2355.3	10.033	2294.8	49.2	Df12	
6	Spectrogram 1	1	2019_10_10_10_03_17.wav	2164.466	2164.465855973	2173.714206259	4.3	2498.0	9.248	2493.6	48.2	Df12	
7	Spectrogram 1	1	2019_10_10_10_03_17.wav	2174.363	2174.362614581	2184.054612667	103.7	2355.3	9.692	2251.6	50.2	Df12	
8	Spectrogram 1	1	2019_10_10_10_03_17.wav	2185.078	2185.078415282	2194.019624784	90.8	2286.2	8.941	2195.4	50.3	Df12	
9	Spectrogram 1	1	2019_10_10_10_03_17.wav	2194.519	2194.519138574	2203.869869121	77.8	2173.8	9.351	2096.0	48.6	Df12	
11	Spectrogram 1	1	2019_10_10_10_03_17.wav	2205.056	2205.055708849	2215.157227981	69.1	2407.2	10.102	2338.0	43.4	Dk18	
12	Spectrogram 1	1	2019_10_10_10_03_17.wav	2215.881	2215.880714403	2240.349596894	56.2	2303.5	24.469	2247.3	40.6	Dk314	
13	Spectrogram 1	1	2019_10_10_10_03_17.wav	2240.886	2240.886270260	2262.249618153	60.5	2428.8	21.363	2368.3	39.2	Dk215	
