Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power (dB)	Category	Comment
1	Spectrogram 1	1	HS120627-1107-ESM.wav	124.275	124.274986168	152.531938333	43.3	2605.9	28.257	2562.6	56.2	Dj111111111112	
2	Spectrogram 1	1	HS120627-1107-ESM.wav	153.178	153.178072942	183.311996568	47.6	2566.9	30.134	2519.3	55.8	Dj111111111112	
3	Spectrogram 1	1	HS120627-1107-ESM.wav	183.982	183.981767360	190.465850586	26.0	2406.8	6.484	2380.8	63.1	Ja31	
4	Spectrogram 1	1	HS120627-1107-ESM.wav	190.909	190.909498386	198.588017996	0.0	2389.5	7.679	2389.5	62.7	Ja32	
5	Spectrogram 1	1	HS120627-1107-ESM.wav	199.186	199.186122169	216.078865311	43.3	2411.1	16.893	2367.8	58.5	Ja18	
6	Spectrogram 1	1	HS120627-1107-ESM.wav	218.588	218.588321061	255.069820898	34.6	2441.4	36.481	2406.8	60.4	Ja118	
7	Spectrogram 1	1	HS120627-1107-ESM.wav	255.451	255.450908032	290.669717977	34.6	2510.7	35.219	2476.1	61.4	Ja613	
10	Spectrogram 1	1	HS120627-1107-ESM.wav	291.407	291.406827840	305.740064446	147.2	3642.2	14.333	3495.1	52.3	Ia4	
11	Spectrogram 1	1	HS120627-1107-ESM.wav	316.235	316.234676268	358.278836978	177.8	3715.8	42.044	3538.0	47.9	Ic415	
12	Spectrogram 1	1	HS120627-1107-ESM.wav	359.033	359.032915956	381.829587510	98.1	3721.9	22.797	3623.8	50.5	Ic25	
13	Spectrogram 1	1	HS120627-1107-ESM.wav	382.440	382.439825809	402.540483811	110.4	3691.3	20.101	3580.9	53.7	Ic26	
14	Spectrogram 1	1	HS120627-1107-ESM.wav	402.950	402.949500370	422.606510572	122.6	3685.2	19.657	3562.5	51.5	Ia7	
15	Spectrogram 1	1	HS120627-1107-ESM.wav	423.428	423.428336002	439.502037053	92.0	3672.9	16.074	3580.9	51.2	Ia7	
16	Spectrogram 1	1	HS120627-1107-ESM.wav	440.396	440.396158932	448.450072834	134.9	3679.0	8.054	3544.1	49.0	Ia2	
17	Spectrogram 1	1	HS120627-1107-ESM.wav	449.474	449.473875449	466.059477807	116.5	3666.8	16.586	3550.3	46.6	Ia6	
18	Spectrogram 1	1	HS120627-1107-ESM.wav	469.049	469.048732181	498.534247484	67.4	3636.1	29.486	3568.7	57.3	Cg48	
19	Spectrogram 1	1	HS120627-1107-ESM.wav	500.034	500.034057994	544.159950687	98.1	3636.1	44.126	3538.0	58.1	Cg215	
20	Spectrogram 1	1	HS120627-1107-ESM.wav	545.399	545.398881457	550.074246731	61.3	3482.8	4.675	3421.5	56.9	Cg11	
21	Spectrogram 1	1	HS120627-1107-ESM.wav	550.654	550.654401546	556.421822942	122.6	3458.3	5.767	3335.6	56.8	Cg11	
22	Spectrogram 1	1	HS120627-1107-ESM.wav	556.831	556.831343988	561.165441724	30.7	3544.1	4.334	3513.5	63.0	Cg11	
23	Spectrogram 1	1	HS120627-1107-ESM.wav	561.733	561.732676325	572.755617809	85.8	3452.2	11.023	3366.3	54.1	Cg61	
24	Spectrogram 1	1	HS120627-1107-ESM.wav	573.134	573.134174319	597.671310318	42.9	3501.2	24.537	3458.3	60.1	Cg27	
25	Spectrogram 1	1	HS120627-1107-ESM.wav	598.424	598.423617006	603.849770864	49.1	3464.4	5.426	3415.4	54.3	Cg11	
26	Spectrogram 1	1	HS120627-1107-ESM.wav	604.903	604.903378532	614.185855572	26.0	2631.8	9.282	2605.8	63.9	As21	
