GhSelection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Category	Comment
340	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5635.0759	5635.075926	5640.217908	126.4	2851.6	5.142	2725.2	Gd13	
341	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5641.2934	5641.293355	5647.309139	0	2873.6	6.0158	2873.6	Gd11	
342	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5648.2502	5648.250155	5653.660999	38.5	2818.7	5.4108	2780.2	Gd12	
343	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5654.3332	5654.333154	5659.038235	115.4	2769.2	4.7051	2653.8	Gd12	
344	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5659.912	5659.912036	5664.919588	60.4	2741.8	5.0076	2681.4	Gd12	
345	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5665.4947	5665.494655	5671.712084	104.4	2796.7	6.2174	2692.3	Gd12	
346	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5672.7203	5672.720316	5675.946658	49.5	2802.2	3.2263	2752.7	Gd11	
347	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5676.3163	5676.316343	5682.802635	104.4	2807.7	6.4863	2703.3	Gd12	
348	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5683.7244	5683.724416	5694.033407	104.4	2840.7	10.309	2736.3	Gf1110	
349	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5695.3777	5695.377716	5703.729236	131.9	2873.6	8.3515	2741.7	Ge17	
350	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5705.8711	5705.871125	5717.230537	137.4	2873.6	11.3594	2736.2	Ib15	
351	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5719.2134	5719.213393	5731.177744	54.9	2802.2	11.9644	2747.3	Ib15	
352	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5732.3573	5732.357342	5740.692058	175.8	2884.6	8.3347	2708.8	Ib11	
353	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5743.2614	5743.261434	5752.100267	126.4	2835.2	8.8388	2708.8	Gd12	
354	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5753.1085	5753.108499	5759.695613	44	2824.2	6.5871	2780.2	Gd12	
355	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5760.435	5760.434983	5763.426071	98.9	2818.7	2.9911	2719.8	Gd11	
356	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5764.199	5764.199049	5768.46723	115.4	2829.7	4.2682	2714.3	Gd12	
357	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5769.4878	5769.487795	5774.999463	60.4	2895.6	5.5117	2835.2	Gd11	
358	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5775.9741	5775.974087	5779.402075	98.9	2917.6	3.428	2818.7	Gd11	
359	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5779.8054	5779.805368	5786.056405	109.9	2873.6	6.251	2763.7	Gd11	
360	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5786.8306	5786.830639	5792.006229	82.4	2879.1	5.1756	2796.7	Gd12	
361	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5792.712	5792.711991	5798.458913	87.9	2857.1	5.7469	2769.2	Gd11	
362	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5799.8368	5799.836829	5804.575519	109.9	2796.7	4.7387	2686.8	Gd12	
363	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5805.3825	5805.382545	5809.549903	126.4	2780.2	4.1674	2653.8	Gd12	
364	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5810.5917	5810.591742	5816.876388	115.4	2774.7	6.2846	2659.3	Gd12	
365	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5818.0645	5818.064541	5823.004877	115.4	2796.7	4.9403	2681.3	Gd12	
366	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5823.6434	5823.643424	5828.482937	71.4	2807.7	4.8395	2736.3	Gd12	
367	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5829.6256	5829.625599	5837.557023	104.4	2835.2	7.9314	2730.8	Gd12	
368	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5838.1956	5838.19557	5844.11053	126.4	2840.7	5.915	2714.3	Gd11	
369	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5845.0606	5845.060617	5850.538676	142.9	2846.2	5.4781	2703.3	Gd12	
370	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5851.4797	5851.479693	5857.764338	126.4	2857.1	6.2846	2730.7	Gd11	
371	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5858.7726	5858.77257	5864.485883	120.9	2862.6	5.7133	2741.7	Gd12	
372	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5865.763	5865.762977	5872.047622	126.4	2813.2	6.2846	2686.8	Gd12	
373	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5872.6219	5872.621873	5880.721336	104.4	2873.6	8.0995	2769.2	Gd13	
374	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5881.6595	5881.659497	5899.303554	87.9	2868.1	17.6441	2780.2	Gg6	
375	Spectrogram 1	1	Kommetjie Song example 6 30-06-2018.wav	5901.5258	5901.525775	5921.42155	71.4	2873.6	19.8958	2802.2	Bi151	
