Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	UNIT
225	Spectrogram 1	1	736.281088883	737.773626093	0.0	4827.8	4827.8	1.493	23.4	O
226	Spectrogram 1	1	738.519894698	739.390541403	0.0	5266.7	5266.7	0.871	23.4	O
227	Spectrogram 1	1	740.074620958	742.458239064	0.0	6583.4	6583.4	2.384	23.4	R
228	Spectrogram 1	1	742.251237722	743.681585881	0.0	5120.4	5120.4	1.430	23.4	K
229	Spectrogram 1	1	745.236312142	746.791038402	0.0	6144.5	6144.5	1.555	23.4	O
230	Spectrogram 1	1	747.350739855	748.718898964	0.0	5998.2	5998.2	1.368	23.4	O
231	Spectrogram 1	1	749.876848595	751.641784334	0.0	6290.8	6290.8	1.765	23.4	R
232	Spectrogram 1	1	752.077107686	753.134321543	0.0	5998.2	5998.2	1.057	23.4	K
233	Spectrogram 1	1	755.373127358	756.492530265	0.0	6144.5	6144.5	1.119	23.4	O
234	Spectrogram 1	1	756.803475517	758.047256526	0.0	6729.7	6729.7	1.244	23.4	O
235	Spectrogram 1	1	758.855714181	760.472629491	0.0	6583.4	6583.4	1.617	23.4	R
236	Spectrogram 1	1	760.970141895	762.338301004	0.0	6876.0	6876.0	1.368	23.4	K
237	Spectrogram 1	1	764.203972516	765.509942574	0.0	6290.8	6290.8	1.306	23.4	O
238	Spectrogram 1	1	766.069644028	767.126857885	0.0	7168.6	7168.6	1.057	23.4	O
239	Spectrogram 1	1	767.562181238	770.012507293	0.0	7314.9	7314.9	2.450	23.4	R
240	Spectrogram 1	1	770.174121355	770.920389960	0.0	7168.6	7168.6	0.746	23.4	K
241	Spectrogram 1	1	774.402976783	776.019892093	0.0	6876.0	6876.0	1.617	23.4	O
242	Spectrogram 1	1	776.641782597	777.263673102	0.0	6729.7	6729.7	0.622	23.4	O
243	Spectrogram 1	1	777.823374555	780.586568024	146.3	7022.3	6876.0	2.763	328.1	R
244	Spectrogram 1	1	780.995016126	781.616906630	0.0	7753.8	7753.8	0.622	23.4	K
245	Spectrogram 1	1	784.166657697	786.218896360	0.0	5998.2	5998.2	2.052	23.4	O
246	Spectrogram 1	1	786.965164965	789.577105082	0.0	6290.8	6290.8	2.612	23.4	R
247	Spectrogram 1	1	789.950239385	791.194020393	0.0	5851.9	5851.9	1.244	23.4	K
248	Spectrogram 1	1	793.992527661	796.169144425	0.0	6290.8	6290.8	2.177	23.4	O
249	Spectrogram 1	1	796.915413030	799.190643657	0.0	7461.2	7461.2	2.275	23.4	5
250	Spectrogram 1	1	799.278596946	800.460188904	0.0	6583.4	6583.4	1.182	23.4	K
251	Spectrogram 1	1	803.258696172	806.492526793	80.3	5851.9	5771.6	3.234	375.0	A2
252	Spectrogram 1	1	806.803472045	808.544765457	141.4	5798.3	5656.9	1.741	492.2	5
253	Spectrogram 1	1	812.027352279	816.446514670	80.3	5939.7	5859.4	4.419	257.8	A2
254	Spectrogram 1	1	817.562177766	819.303471177	0.0	5939.7	5939.7	1.741	23.4	5
255	Spectrogram 1	1	823.176784795	827.388047730	133.8	5232.6	5098.8	4.211	140.6	A2
256	Spectrogram 1	1	828.937617951	830.013462828	0.0	5656.9	5656.9	1.076	23.4	K
257	Spectrogram 1	1	833.078984037	838.706454904	214.1	5374.0	5159.9	5.627	562.5	A2
258	Spectrogram 1	1	839.639290660	841.567151223	0.0	5939.7	5939.7	1.928	23.4	B
259	Spectrogram 1	1	845.093650673	850.771130683	214.1	5939.7	5725.6	5.677	562.5	A2
260	Spectrogram 1	1	852.077100742	854.626851809	0.0	6081.1	6081.1	2.550	23.4	B
261	Spectrogram 1	1	857.453062318	862.151726908	160.6	5939.7	5779.1	4.699	328.1	A2
262	Spectrogram 1	1	863.333318866	865.198990378	0.0	6364.0	6364.0	1.866	23.4	B
263	Spectrogram 1	1	868.539728572	873.820901501	240.8	6646.8	6406.0	5.281	492.2	A2
264	Spectrogram 1	1	875.201490996	876.445272004	0.0	7116.7	7116.7	1.244	23.4	B
265	Spectrogram 1	1	880.385692850	885.960196716	160.6	5885.0	5724.4	5.575	492.2	A2
266	Spectrogram 1	1	886.768654371	888.509947783	0.0	5748.1	5748.1	1.741	23.4	B
267	Spectrogram 1	1	890.856467066	896.718902437	240.8	5337.5	5096.7	5.862	304.7	A2
268	Spectrogram 1	1	897.900494394	900.450245461	0.0	6432.4	6432.4	2.550	23.4	B
269	Spectrogram 1	1	902.519057284	907.228851956	107.0	5337.5	5230.5	4.710	304.7	A2
270	Spectrogram 1	1	909.654224921	911.022384030	0.0	4242.6	4242.6	1.368	23.4	B
271	Spectrogram 1	1	913.292330107	917.427856222	294.4	5337.5	5043.1	4.136	304.7	A2
272	Spectrogram 1	1	918.205267478	919.807218342	0.0	5740.0	5740.0	1.602	23.4	B
273	Spectrogram 1	1	920.903289985	1199.931048299	0.0	5656.9	5656.9	279.028	23.4	///////
