Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	UNIT
552	Spectrogram 1	1	812.574913838	813.343050656	114.7	1490.7	0.768	1376.0	234.4	Y
553	Spectrogram 1	1	814.184844428	814.321635916	114.7	1490.7	0.137	1376.0	656.2	19
554	Spectrogram 1	1	814.405815294	814.742532803	143.3	1433.3	0.337	1290.0	281.2	17
555	Spectrogram 1	1	815.331788443	815.710595641	172.0	1490.7	0.379	1318.7	468.8	17
556	Spectrogram 1	1	816.370967720	817.907241355	487.3	2494.0	1.536	2006.7	1921.9	Z
557	Spectrogram 1	1	818.141275159	818.330678758	172.0	1519.3	0.189	1347.3	234.4	19
558	Spectrogram 1	1	818.372768447	818.804187755	114.7	1519.3	0.431	1404.7	421.9	17
559	Spectrogram 1	1	819.277695347	819.382919568	200.7	1490.7	0.105	1290.0	562.5	19
560	Spectrogram 1	1	819.456576523	819.803816454	114.7	1519.3	0.347	1404.7	234.4	17
561	Spectrogram 1	1	820.106426209	820.600980050	315.3	2522.7	0.495	2207.3	515.6	X
562	Spectrogram 1	1	820.632547317	821.032399359	229.3	2436.7	0.400	2207.3	515.6	X
563	Spectrogram 1	1	821.474341089	821.947850086	200.7	2436.7	0.474	2236.0	562.5	X
564	Spectrogram 1	1	822.221433063	822.631807527	430.0	2494.0	0.410	2064.0	1500.0	X
565	Spectrogram 1	1	822.789643859	823.210540745	229.3	2522.7	0.421	2293.3	796.9	X
566	Spectrogram 1	1	823.515690988	823.936587874	430.0	2408.0	0.421	1978.0	1265.6	X
567	Spectrogram 1	1	824.104946629	824.462708982	487.3	2494.0	0.358	2006.7	1312.5	X
568	Spectrogram 1	1	824.694202269	825.178233688	372.7	2494.0	0.484	2121.3	1265.6	X
569	Spectrogram 1	1	825.272935488	825.725399641	315.3	2408.0	0.452	2092.7	515.6	X
570	Spectrogram 1	1	826.924955307	829.545038424	516.0	2522.7	2.620	2006.7	2015.6	Z
571	Spectrogram 1	1	830.187783038	830.713904145	143.3	1519.3	0.526	1376.0	515.6	17
572	Spectrogram 1	1	832.154598058	832.564972522	372.7	2465.3	0.410	2092.7	984.4	X
573	Spectrogram 1	1	832.638629477	833.038481519	372.7	2494.0	0.400	2121.3	2343.8	X
574	Spectrogram 1	1	833.259452384	833.690871693	286.7	2465.3	0.431	2178.7	1312.5	X
575	Spectrogram 1	1	834.153857695	836.100505794	544.7	2494.0	1.947	1949.3	1687.5	Z
576	Spectrogram 1	1	837.079969550	837.227283460	172.0	1490.7	0.147	1318.7	515.6	19
577	Spectrogram 1	1	837.269373149	837.553478547	143.3	1433.3	0.284	1290.0	421.9	17
578	Spectrogram 1	1	838.099765056	838.541706787	229.3	2465.3	0.442	2236.0	656.2	X
579	Spectrogram 1	1	838.699543119	839.078350317	372.7	2522.7	0.379	2150.0	1265.6	X
580	Spectrogram 1	1	839.194096960	839.572904158	315.3	2522.7	0.379	2207.3	1359.4	X
581	Spectrogram 1	1	839.793875023	840.277906442	372.7	2522.7	0.484	2150.0	1406.2	X
582	Spectrogram 1	1	840.351563397	840.740893017	344.0	2465.3	0.389	2121.3	2109.4	X
583	Spectrogram 1	1	840.993431149	841.330148658	286.7	2465.3	0.337	2178.7	1265.6	X
584	Spectrogram 1	1	841.540597101	842.035150942	315.3	2436.7	0.495	2121.3	421.9	X
585	Spectrogram 1	1	842.108807898	842.613884161	258.0	2465.3	0.505	2207.3	1875.0	X
586	Spectrogram 1	1	842.655973850	843.140005269	315.3	2436.7	0.484	2121.3	1078.1	X
587	Spectrogram 1	1	843.287319179	843.708216065	258.0	2494.0	0.421	2236.0	421.9	X
588	Spectrogram 1	1	846.223074130	847.990841052	372.7	2494.0	1.768	2121.3	796.9	Z
589	Spectrogram 1	1	848.381046991	848.517838479	258.0	1519.3	0.137	1261.3	562.5	19
590	Spectrogram 1	1	848.549405746	848.970302632	172.0	1490.7	0.421	1318.7	375.0	17
591	Spectrogram 1	1	851.674565126	851.937625680	172.0	1548.0	0.263	1376.0	328.1	17
592	Spectrogram 1	1	852.925855038	854.420038984	458.7	2494.0	1.494	2035.3	750.0	Z
593	Spectrogram 1	1	854.841814195	855.399502570	172.0	1519.3	0.558	1347.3	375.0	Y
594	Spectrogram 1	1	856.197172493	856.786428134	114.7	1519.3	0.589	1404.7	375.0	Y
595	Spectrogram 1	1	857.682865941	857.798612585	258.0	1548.0	0.116	1290.0	656.2	19
596	Spectrogram 1	1	857.861747118	858.124807672	114.7	1519.3	0.263	1404.7	375.0	17
597	Spectrogram 1	1	859.939214856	860.307499632	143.3	1490.7	0.368	1347.3	609.4	17
598	Spectrogram 1	1	860.964983905	862.743273249	487.3	2436.7	1.778	1949.3	609.4	Z
599	Spectrogram 1	1	863.032806970	863.653629878	114.7	1490.7	0.621	1376.0	375.0	Y
600	Spectrogram 1	1	864.069098125	865.468580272	430.0	2465.3	1.399	2035.3	703.1	Z
601	Spectrogram 1	1	865.743041313	866.416476331	114.7	1519.3	0.673	1404.7	328.1	Y
602	Spectrogram 1	1	869.807100472	870.564714868	114.7	1519.3	0.758	1404.7	234.4	Y
603	Spectrogram 1	1	872.898582773	873.403659036	114.7	1490.7	0.505	1376.0	468.8	Y
604	Spectrogram 1	1	874.591518275	876.264583397	458.7	2465.3	1.673	2006.7	703.1	Z
605	Spectrogram 1	1	876.541448593	877.014957590	172.0	1519.3	0.474	1347.3	515.6	Y
606	Spectrogram 1	1	877.358912810	877.758764852	344.0	2436.7	0.400	2092.7	1078.1	X
607	Spectrogram 1	1	877.948168451	878.284885960	401.3	2465.3	0.337	2064.0	1171.9	X
608	Spectrogram 1	1	878.684738002	879.031977933	344.0	2465.3	0.347	2121.3	562.5	X
609	Spectrogram 1	1	879.231903954	879.621233574	286.7	2436.7	0.389	2150.0	890.6	X
610	Spectrogram 1	1	879.831682017	880.368325547	315.3	2436.7	0.537	2121.3	890.6	X
611	Spectrogram 1	1	880.431460080	880.936536343	401.3	2465.3	0.505	2064.0	796.9	X
612	Spectrogram 1	1	881.052282987	881.504747139	258.0	2494.0	0.452	2236.0	1078.1	X
613	Spectrogram 1	1	881.641538628	882.062435514	401.3	2465.3	0.421	2064.0	1031.2	X
614	Spectrogram 1	1	882.304451223	882.714825687	458.7	2465.3	0.410	2006.7	1031.2	X
615	Spectrogram 1	1	882.967363819	883.409305550	458.7	2465.3	0.442	2006.7	1125.0	X
616	Spectrogram 1	1	883.609231571	884.051173301	487.3	2494.0	0.442	2006.7	1078.1	X
617	Spectrogram 1	1	884.240576900	884.640428942	544.7	2465.3	0.400	1920.7	984.4	X
618	Spectrogram 1	1	884.977146451	885.461177870	258.0	2465.3	0.484	2207.3	515.6	X
619	Spectrogram 1	1	887.271033164	889.428129706	315.3	2494.0	2.157	2178.7	656.2	Z
620	Spectrogram 1	1	890.539689194	891.160512101	114.7	1519.3	0.621	1404.7	375.0	Y
621	Spectrogram 1	1	892.704107589	893.125004475	573.3	2465.3	0.421	1892.0	750.0	X
622	Spectrogram 1	1	893.209183852	893.724782538	487.3	2465.3	0.516	1978.0	1078.1	X
623	Spectrogram 1	1	893.798439493	894.377172711	258.0	2465.3	0.579	2207.3	1078.1	X
624	Spectrogram 1	1	894.398217556	894.934861086	430.0	2408.0	0.537	1978.0	1078.1	X
625	Spectrogram 1	1	894.976950774	895.555683993	229.3	2465.3	0.579	2236.0	984.4	X
626	Spectrogram 1	1	895.608296104	896.134417212	344.0	2465.3	0.526	2121.3	1078.1	X
627	Spectrogram 1	1	896.208074167	896.713150430	344.0	2408.0	0.505	2064.0	2062.5	X
628	Spectrogram 1	1	896.860464340	897.386585448	544.7	2436.7	0.526	1892.0	2296.9	X
629	Spectrogram 1	1	897.460242403	897.933751400	286.7	2465.3	0.474	2178.7	1218.8	X
630	Spectrogram 1	1	898.133677421	898.607186418	344.0	2465.3	0.474	2121.3	937.5	X
631	Spectrogram 1	1	898.754500328	899.238531748	315.3	2465.3	0.484	2150.0	984.4	X
632	Spectrogram 1	1	899.406890502	899.890921921	286.7	2494.0	0.484	2207.3	2109.4	X
633	Spectrogram 1	1	900.101370365	900.553834517	344.0	2465.3	0.452	2121.3	609.4	X
634	Spectrogram 1	1	903.193355926	905.087391914	573.3	2522.7	1.894	1949.3	1359.4	Z
635	Spectrogram 1	1	905.578357231	906.168798732	81.1	1459.5	0.590	1378.4	328.1	17
636	Spectrogram 1	1	909.724191561	910.166133292	202.7	1581.1	0.442	1378.4	515.6	17
637	Spectrogram 1	1	910.969422950	912.989728004	458.7	2494.0	2.020	2035.3	656.2	Z
638	Spectrogram 1	1	913.438606582	914.090996756	162.2	1500.0	0.652	1337.8	328.1	17
639	Spectrogram 1	1	914.768017348	916.830412091	372.7	2436.7	2.062	2064.0	656.2	Z
640	Spectrogram 1	1	917.268767188	917.752798607	162.2	1500.0	0.484	1337.8	281.2	17
641	Spectrogram 1	1	919.299594664	919.888850305	162.2	1621.6	0.589	1459.5	421.9	17
642	Spectrogram 1	1	924.574913278	926.395292311	344.0	2494.0	1.820	2150.0	656.2	Z
643	Spectrogram 1	1	926.749466086	927.391333837	81.1	1500.0	0.642	1418.9	281.2	17
644	Spectrogram 1	1	928.110447122	930.067617643	430.0	2465.3	1.957	2035.3	2109.4	Z
645	Spectrogram 1	1	930.411268996	931.032091904	114.7	1459.5	0.621	1344.8	234.4	17
646	Spectrogram 1	1	932.200080763	932.841948514	143.3	1462.0	0.642	1318.7	234.4	17
647	Spectrogram 1	1	937.980477069	940.821531051	458.7	2436.7	2.841	1978.0	2203.1	Z
648	Spectrogram 1	1	941.775482775	942.322648727	86.0	1490.7	0.547	1404.7	375.0	17
649	Spectrogram 1	1	943.701086029	944.227207137	114.7	1433.3	0.526	1318.7	421.9	17
650	Spectrogram 1	1	948.713345748	950.723128380	344.0	2408.0	2.010	2064.0	2015.6	Z
651	Spectrogram 1	1	951.098347285	951.613945971	57.3	1462.0	0.516	1404.7	375.0	17
652	Spectrogram 1	1	952.227832883	954.427019114	372.7	2436.7	2.199	2064.0	1968.8	Z
653	Spectrogram 1	1	954.665447879	955.328360475	114.7	1462.0	0.663	1347.3	562.5	Y
654	Spectrogram 1	1	956.201721514	956.370080269	200.7	1490.7	0.168	1290.0	421.9	19
655	Spectrogram 1	1	956.391125113	956.990903176	114.7	1433.3	0.600	1318.7	328.1	17
656	Spectrogram 1	1	958.821803915	959.263745645	114.7	1490.7	0.442	1376.0	375.0	17
657	Spectrogram 1	1	960.045992546	962.108387288	401.3	2436.7	2.062	2035.3	1265.6	Z
658	Spectrogram 1	1	962.315247125	962.788756122	114.7	1490.7	0.474	1376.0	421.9	Y
659	Spectrogram 1	1	963.030770828	963.314876226	172.0	1490.7	0.284	1318.7	1265.6	X
660	Spectrogram 1	1	963.746295535	964.114580310	200.7	1490.7	0.368	1290.0	1078.1	X
661	Spectrogram 1	1	964.398685708	964.788015328	229.3	1490.7	0.389	1261.3	1078.1	X
662	Spectrogram 1	1	965.008986193	965.514062457	229.3	1548.0	0.505	1318.7	1125.0	X
663	Spectrogram 1	1	965.598241834	966.124362942	200.7	1433.3	0.526	1232.7	1171.9	X
664	Spectrogram 1	1	966.187497475	966.618916783	229.3	1462.0	0.431	1232.7	984.4	X
665	Spectrogram 1	1	966.818842804	967.302874223	114.7	1462.0	0.484	1347.3	1359.4	X
666	Spectrogram 1	1	967.534367511	967.976309241	172.0	1490.7	0.442	1318.7	1125.0	X
667	Spectrogram 1	1	968.260414640	968.712878792	229.3	1519.3	0.452	1290.0	1312.5	X
668	Spectrogram 1	1	968.881237547	969.396836233	114.7	1433.3	0.516	1318.7	1171.9	X
669	Spectrogram 1	1	970.705204442	972.820211295	487.3	2494.0	2.115	2006.7	2156.2	Z
670	Spectrogram 1	1	977.635891117	978.162012225	172.0	1490.7	0.526	1318.7	421.9	17
671	Spectrogram 1	1	978.860078950	981.332848157	401.3	2436.7	2.473	2035.3	2156.2	Z
672	Spectrogram 1	1	981.739633179	982.360456086	86.0	1519.3	0.621	1433.3	468.8	Y
673	Spectrogram 1	1	984.328149029	985.117330691	143.3	1462.0	0.789	1318.7	421.9	Y
674	Spectrogram 1	1	986.495767993	987.063978790	86.0	1519.3	0.568	1433.3	421.9	Y
675	Spectrogram 1	1	989.391821078	991.906679973	401.3	2522.7	2.515	2121.3	2015.6	Z
676	Spectrogram 1	1	992.356756474	992.977579381	143.3	1462.0	0.621	1318.7	328.1	17
677	Spectrogram 1	1	994.619077238	995.239900145	114.7	1462.0	0.621	1347.3	328.1	17
678	Spectrogram 1	1	997.473039404	999.588046257	344.0	2465.3	2.115	2121.3	1921.9	Z
679	Spectrogram 1	1	999.848720276	1000.059168719	143.3	1433.3	0.210	1290.0	468.8	19
680	Spectrogram 1	1	1000.101258407	1000.606334671	86.0	1462.0	0.505	1376.0	234.4	17
681	Spectrogram 1	1	1001.113796240	1003.102534027	315.3	2465.3	1.989	2150.0	1921.9	Z
682	Spectrogram 1	1	1003.342163543	1003.510522298	172.0	1462.0	0.168	1290.0	1218.8	19
683	Spectrogram 1	1	1003.521044720	1004.036643405	114.7	1548.0	0.516	1433.3	281.2	17
684	Spectrogram 1	1	1005.078363199	1005.267766798	114.7	1490.7	0.189	1376.0	1312.5	19
685	Spectrogram 1	1	1005.299334064	1005.835977594	86.0	1490.7	0.537	1404.7	281.2	17
686	Spectrogram 1	1	1007.098666905	1007.582698324	86.0	1490.7	0.484	1404.7	234.4	Y
687	Spectrogram 1	1	1008.279563866	1010.331436187	258.0	2465.3	2.052	2207.3	1875.0	Z
688	Spectrogram 1	1	1010.655245594	1011.307635767	114.7	1490.7	0.652	1376.0	281.2	17
689	Spectrogram 1	1	1011.762485083	1013.656521072	315.3	2494.0	1.894	2178.7	2015.6	Z
690	Spectrogram 1	1	1013.927718482	1014.548541390	86.0	1490.7	0.621	1404.7	328.1	Y
691	Spectrogram 1	1	1015.933877586	1016.670447137	86.0	1490.7	0.737	1404.7	328.1	Y
692	Spectrogram 1	1	1019.067832788	1020.961868776	315.3	2408.0	1.894	2092.7	1968.8	Z
693	Spectrogram 1	1	1021.265545049	1022.096816400	86.0	1519.3	0.831	1433.3	421.9	Y
694	Spectrogram 1	1	1023.170103460	1023.306894948	114.7	1462.0	0.137	1347.3	1453.1	19
695	Spectrogram 1	1	1023.359507059	1024.138166298	86.0	1490.7	0.779	1404.7	328.1	17
696	Spectrogram 1	1	1025.791660546	1027.759353489	114.7	1490.7	1.968	1376.0	1125.0	Z
697	Spectrogram 1	1	1028.073547293	1028.220861204	200.7	1490.7	0.147	1290.0	468.8	19
698	Spectrogram 1	1	1028.241906048	1029.083699820	114.7	1433.3	0.842	1318.7	234.4	17
699	Spectrogram 1	1	1030.009672970	1030.156986880	57.3	1490.7	0.147	1433.3	421.9	19
700	Spectrogram 1	1	1030.199076569	1031.061915186	86.0	1490.7	0.863	1404.7	234.4	17
701	Spectrogram 1	1	1033.822484397	1035.642863430	143.3	1462.0	1.820	1318.7	1359.4	Z
702	Spectrogram 1	1	1035.967307165	1036.167233186	114.7	1490.7	0.200	1376.0	562.5	18
703	Spectrogram 1	1	1036.188278030	1037.009026959	143.3	1462.0	0.821	1318.7	234.4	17
704	Spectrogram 1	1	1038.040224330	1038.198060662	114.7	1490.7	0.158	1376.0	515.6	19
705	Spectrogram 1	1	1038.250672773	1039.018809590	86.0	1462.0	0.768	1376.0	234.4	17
706	Spectrogram 1	1	1040.209594646	1042.082585790	200.7	1605.3	1.873	1404.7	609.4	Z
707	Spectrogram 1	1	1042.414314824	1042.582673579	114.7	1462.0	0.168	1347.3	421.9	19
708	Spectrogram 1	1	1042.603718423	1043.392900085	114.7	1462.0	0.789	1347.3	234.4	17
709	Spectrogram 1	1	1044.329395657	1044.487231989	86.0	1519.3	0.158	1433.3	234.4	19
710	Spectrogram 1	1	1044.508276833	1045.339548184	114.7	1490.7	0.831	1376.0	234.4	17
711	Spectrogram 1	1	1047.859392608	1049.627159531	114.7	1519.3	1.768	1404.7	609.4	Z
712	Spectrogram 1	1	1050.050356187	1051.134165669	114.7	1490.7	1.084	1376.0	234.4	Y
713	Spectrogram 1	1	1051.923347331	1052.901932591	114.7	1462.0	0.979	1347.3	234.4	Y
714	Spectrogram 1	1	1054.204403735	1055.898513703	172.0	1490.7	1.694	1318.7	656.2	Z
715	Spectrogram 1	1	1056.195445380	1056.416416246	114.7	1462.0	0.221	1347.3	234.4	19
716	Spectrogram 1	1	1056.437461090	1057.131940952	114.7	1490.7	0.694	1376.0	234.4	17
717	Spectrogram 1	1	1057.994779569	1058.910230297	86.0	1548.0	0.915	1462.0	234.4	Y
718	Spectrogram 1	1	1060.275841320	1062.022563398	114.7	1490.7	1.747	1376.0	1218.8	Z
719	Spectrogram 1	1	1062.351062342	1062.550988363	114.7	1519.3	0.200	1404.7	281.2	19
720	Spectrogram 1	1	1062.572032006	1063.203377335	86.0	1462.0	0.631	1376.0	234.4	17
721	Spectrogram 1	1	1063.824200243	1064.034648686	86.0	1490.7	0.210	1404.7	281.2	19
722	Spectrogram 1	1	1064.066215952	1064.939576991	86.0	1433.3	0.873	1347.3	234.4	17
723	Spectrogram 1	1	1065.547570961	1067.125934284	114.7	1548.0	1.578	1433.3	656.2	Z
724	Spectrogram 1	1	1067.349207576	1067.549133597	57.3	1490.7	0.200	1433.3	328.1	19
725	Spectrogram 1	1	1067.580700864	1068.264658304	57.3	1490.7	0.684	1433.3	328.1	17
726	Spectrogram 1	1	1068.948615744	1069.169586609	57.3	1433.3	0.221	1376.0	234.4	19
727	Spectrogram 1	1	1069.201153876	1069.979813115	57.3	1490.7	0.779	1433.3	234.4	17
728	Spectrogram 1	1	1072.747210142	1072.999748274	86.0	1490.7	0.253	1404.7	281.2	19
729	Spectrogram 1	1	1073.031315541	1073.852064469	86.0	1433.3	0.821	1347.3	234.4	17
730	Spectrogram 1	1	1075.354460236	1077.164316847	86.0	1576.7	1.810	1490.7	1500.0	Z
731	Spectrogram 1	1	1077.408634412	1077.619082855	143.3	1462.0	0.210	1318.7	328.1	19
732	Spectrogram 1	1	1077.640127699	1078.534533583	114.7	1433.3	0.894	1318.7	234.4	17
733	Spectrogram 1	1	1079.302670400	1079.471029155	57.3	1462.0	0.168	1404.7	281.2	19
734	Spectrogram 1	1	1079.523641265	1080.365435038	86.0	1490.7	0.842	1404.7	281.2	17
735	Spectrogram 1	1	1081.024255640	1082.592096542	114.7	1490.7	1.568	1376.0	1171.9	Z
736	Spectrogram 1	1	1082.817152083	1083.059167792	114.7	1462.0	0.242	1347.3	281.2	19
737	Spectrogram 1	1	1083.101257481	1083.932528831	57.3	1490.7	0.831	1433.3	328.1	17
738	Spectrogram 1	1	1084.490217205	1084.721710493	86.0	1462.0	0.231	1376.0	281.2	19
739	Spectrogram 1	1	1084.753277759	1085.584549110	57.3	1433.3	0.831	1376.0	234.4	17
740	Spectrogram 1	1	1086.182460562	1087.863830042	114.7	1519.3	1.681	1404.7	1500.0	Z
741	Spectrogram 1	1	1088.215154649	1089.204262331	86.0	1433.3	0.989	1347.3	234.4	Y
742	Spectrogram 1	1	1089.772473128	1089.961876727	86.0	1490.7	0.189	1404.7	281.2	19
743	Spectrogram 1	1	1089.972399149	1090.740535966	86.0	1490.7	0.768	1404.7	281.2	17
744	Spectrogram 1	1	1094.145472920	1095.818538043	143.3	1548.0	1.673	1404.7	1359.4	Z
745	Spectrogram 1	1	1096.170097738	1096.348978914	86.0	1490.7	0.179	1404.7	328.1	19
746	Spectrogram 1	1	1096.359501337	1097.232862376	114.7	1490.7	0.873	1376.0	281.2	17
747	Spectrogram 1	1	1098.306149435	1098.527120301	143.3	1490.7	0.221	1347.3	421.9	19
748	Spectrogram 1	1	1098.558687567	1099.368914073	86.0	1519.3	0.810	1433.3	281.2	17
749	Spectrogram 1	1	1100.764068110	1102.910642230	114.7	1548.0	2.147	1433.3	1171.9	Z
750	Spectrogram 1	1	1103.220120583	1104.318157378	143.3	1548.0	1.098	1404.7	281.2	Y
751	Spectrogram 1	1	1105.044204507	1105.180995995	172.0	1490.7	0.137	1318.7	421.9	19
752	Spectrogram 1	1	1105.254652950	1106.022789767	114.7	1490.7	0.768	1376.0	281.2	17
753	Spectrogram 1	1	1106.688191784	1108.813721059	114.7	1605.3	2.126	1490.7	609.4	Z
754	Spectrogram 1	1	1109.105854513	1110.031827663	143.3	1490.7	0.926	1347.3	281.2	Y
755	Spectrogram 1	1	1110.621083304	1110.736829948	86.0	1519.3	0.116	1433.3	421.9	19
756	Spectrogram 1	1	1110.778919636	1111.704892786	114.7	1519.3	0.926	1404.7	281.2	17
757	Spectrogram 1	1	1112.633354356	1114.611569722	114.7	1519.3	1.978	1404.7	1265.6	Z
758	Spectrogram 1	1	1114.882664277	1115.850727116	143.3	1519.3	0.968	1376.0	328.1	Y
759	Spectrogram 1	1	1119.480956500	1120.280660583	114.7	1548.0	0.800	1433.3	421.9	17
760	Spectrogram 1	1	1121.534778389	1123.660307664	114.7	1519.3	2.126	1404.7	1500.0	Z
761	Spectrogram 1	1	1124.079247578	1124.700070485	114.7	1519.3	0.621	1404.7	234.4	17
762	Spectrogram 1	1	1128.550033398	1130.864966272	172.0	1519.3	2.315	1347.3	1453.1	Z
763	Spectrogram 1	1	1131.276584333	1131.886884818	114.7	1490.7	0.610	1376.0	328.1	17
764	Spectrogram 1	1	1132.812852823	1133.223227287	172.0	1490.7	0.410	1318.7	421.9	17
765	Spectrogram 1	1	1133.654646595	1134.012408949	172.0	1519.3	0.358	1347.3	375.0	17
766	Spectrogram 1	1	1134.338604035	1134.433305835	114.7	1490.7	0.095	1376.0	609.4	19
767	Spectrogram 1	1	1134.464873101	1134.770023344	86.0	1548.0	0.305	1462.0	421.9	17
768	Spectrogram 1	1	1135.450595966	1137.586647663	143.3	1519.3	2.136	1376.0	1453.1	Z
769	Spectrogram 1	1	1137.947794835	1138.484438365	143.3	1462.0	0.537	1318.7	328.1	17
770	Spectrogram 1	1	1139.508888045	1139.835083131	143.3	1519.3	0.326	1376.0	1078.1	X
771	Spectrogram 1	1	1140.035009152	1140.382249084	229.3	1519.3	0.347	1290.0	1078.1	X
772	Spectrogram 1	1	1140.666354482	1141.108296212	114.7	1490.7	0.442	1376.0	468.8	X
773	Spectrogram 1	1	1141.781731230	1142.097403895	229.3	1519.3	0.316	1290.0	1406.2	X
774	Spectrogram 1	1	1142.318374760	1142.644569847	258.0	1462.0	0.326	1204.0	1265.6	X
775	Spectrogram 1	1	1143.086511578	1143.528453308	143.3	1519.3	0.442	1376.0	1500.0	X
776	Spectrogram 1	1	1144.138753793	1146.843016288	143.3	1490.7	2.704	1347.3	750.0	Z
777	Spectrogram 1	1	1147.284951414	1147.821594944	86.0	1548.0	0.537	1462.0	328.1	17
778	Spectrogram 1	1	1150.704738614	1151.230859722	172.0	1519.3	0.526	1347.3	375.0	17
779	Spectrogram 1	1	1151.977951695	1154.187660348	114.7	1548.0	2.210	1433.3	1500.0	Z
780	Spectrogram 1	1	1154.555945124	1155.218857719	114.7	1519.3	0.663	1404.7	328.1	17
781	Spectrogram 1	1	1156.392768025	1156.687395845	172.0	1462.0	0.295	1290.0	468.8	17
782	Spectrogram 1	1	1158.276281591	1158.760313010	86.0	1490.7	0.484	1404.7	468.8	17
783	Spectrogram 1	1	1159.286434118	1161.801293013	86.0	1490.7	2.515	1404.7	1453.1	17
784	Spectrogram 1	1	1162.095916259	1162.748306433	172.0	1519.3	0.652	1347.3	328.1	17
785	Spectrogram 1	1	1164.095176469	1164.652864843	143.3	1548.0	0.558	1404.7	281.2	17
786	Spectrogram 1	1	1165.505181038	1165.610405260	229.3	1462.0	0.105	1232.7	796.9	19
787	Spectrogram 1	1	1165.631450104	1165.999734879	57.3	1548.0	0.368	1490.7	328.1	17
788	Spectrogram 1	1	1166.883618341	1169.114371838	114.7	1519.3	2.231	1404.7	1500.0	Z
789	Spectrogram 1	1	1169.524741470	1170.113997110	143.3	1519.3	0.589	1376.0	281.2	17
790	Spectrogram 1	1	1170.576983685	1172.660423272	143.3	1519.3	2.083	1376.0	750.0	Z
791	Spectrogram 1	1	1172.955051093	1173.049752892	114.7	1519.3	0.095	1404.7	515.6	19
792	Spectrogram 1	1	1173.070797736	1173.660053377	143.3	1462.0	0.589	1318.7	281.2	17
793	Spectrogram 1	1	1175.511999677	1176.164389850	114.7	1519.3	0.652	1404.7	281.2	17
794	Spectrogram 1	1	1177.658570166	1179.847233974	172.0	1462.0	2.189	1290.0	796.9	Z
795	Spectrogram 1	1	1180.162906639	1180.625893214	143.3	1519.3	0.463	1376.0	281.2	17
796	Spectrogram 1	1	1181.088879789	1181.215148854	143.3	1462.0	0.126	1318.7	515.6	19
797	Spectrogram 1	1	1181.267760965	1182.077987471	114.7	1490.7	0.810	1376.0	281.2	17
798	Spectrogram 1	1	1183.561648995	1184.150904636	86.0	1548.0	0.589	1462.0	281.2	17
799	Spectrogram 1	1	1184.698063069	1186.297471237	172.0	1548.0	1.599	1376.0	1546.9	Z
800	Spectrogram 1	1	1186.528964525	1187.265534076	143.3	1519.3	0.737	1376.0	281.2	Y
801	Spectrogram 1	1	1187.686430962	1188.949121621	143.3	1490.7	1.263	1347.3	796.9	Z
802	Spectrogram 1	1	1189.180614908	1189.348973662	114.7	1519.3	0.168	1404.7	328.1	19
803	Spectrogram 1	1	1189.412108195	1190.032931103	114.7	1490.7	0.621	1376.0	281.2	17
804	Spectrogram 1	1	1190.611664321	1190.748455809	114.7	1490.7	0.137	1376.0	421.9	19
805	Spectrogram 1	1	1190.832635187	1191.621816848	86.0	1490.7	0.789	1404.7	281.2	17
806	Spectrogram 1	1	1195.290136887	1196.142453082	143.3	1548.0	0.852	1404.7	281.2	17
807	Spectrogram 1	1	1197.994399382	1199.404403951	143.3	1490.7	1.410	1347.3	750.0	Z
808	Spectrogram 1	1	1199.646419660	1199.867390525	86.0	1490.7	0.221	1404.7	421.9	19
809	Spectrogram 1	1	1199.909480214	1200.730229142	86.0	1490.7	0.821	1404.7	281.2	17
810	Spectrogram 1	1	1201.750904091	1201.866650735	172.0	1490.7	0.116	1318.7	562.5	19
811	Spectrogram 1	1	1201.887693807	1202.750532424	114.7	1519.3	0.863	1404.7	281.2	17
812	Spectrogram 1	1	1203.539711827	1204.686655842	143.3	1519.3	1.147	1376.0	750.0	Z
813	Spectrogram 1	1	1204.844492174	1205.907256812	114.7	1519.3	1.063	1404.7	281.2	Y
814	Spectrogram 1	1	1206.349198542	1206.528079719	114.7	1462.0	0.179	1347.3	281.2	19
815	Spectrogram 1	1	1206.570169408	1207.201514737	114.7	1462.0	0.631	1347.3	281.2	17
816	Spectrogram 1	1	1207.632934045	1208.685176261	172.0	1548.0	1.052	1376.0	703.1	Z
817	Spectrogram 1	1	1208.916664032	1209.158679741	114.7	1462.0	0.242	1347.3	328.1	19
818	Spectrogram 1	1	1209.190247008	1209.821592337	86.0	1490.7	0.631	1404.7	328.1	17
819	Spectrogram 1	1	1210.431892822	1210.621296421	86.0	1548.0	0.189	1462.0	234.4	19
820	Spectrogram 1	1	1210.642341265	1211.273686595	114.7	1462.0	0.631	1347.3	281.2	17
821	Spectrogram 1	1	1214.767130751	1215.871985077	172.0	1490.7	1.105	1318.7	750.0	Z
822	Spectrogram 1	1	1216.166610039	1216.408625748	57.3	1462.0	0.242	1404.7	281.2	19
823	Spectrogram 1	1	1216.471760281	1217.345121320	114.7	1490.7	0.873	1376.0	281.2	17
824	Spectrogram 1	1	1218.502587757	1218.670946512	143.3	1519.3	0.168	1376.0	328.1	19
825	Spectrogram 1	1	1218.702513778	1219.386471219	172.0	1519.3	0.684	1347.3	328.1	17
