Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	UNIT
271	Spectrogram 1	1	391.620113410	392.245113399	34.9	1536.4	0.625	1501.5	468.8	Y
272	Spectrogram 1	1	392.602256250	393.554637186	104.8	1536.4	0.952	1431.7	468.8	Y
273	Spectrogram 1	1	396.452699420	396.958651792	69.8	1536.4	0.506	1466.6	468.8	17
274	Spectrogram 1	1	397.548273372	398.723868590	488.9	2514.2	1.176	2025.3	1593.8	Z
275	Spectrogram 1	1	398.937818425	399.711627935	34.9	1536.4	0.774	1501.5	515.6	Y
276	Spectrogram 1	1	400.098532690	401.140199339	453.9	2479.2	1.042	2025.3	796.9	Z
277	Spectrogram 1	1	401.303889812	402.047937418	0.0	1466.6	0.744	1466.6	515.6	Y
278	Spectrogram 1	1	402.702699312	402.836627881	0.0	1466.6	0.134	1466.6	328.1	19
279	Spectrogram 1	1	402.881270737	403.536032630	0.0	1501.5	0.655	1501.5	328.1	17
280	Spectrogram 1	1	406.282687502	406.431497023	0.0	1501.5	0.149	1501.5	0.0	19
281	Spectrogram 1	1	406.491020832	407.190425582	34.9	1501.5	0.699	1466.6	328.1	17
282	Spectrogram 1	1	408.089745430	409.429031121	523.8	2479.2	1.339	1955.5	703.1	Z
283	Spectrogram 1	1	409.617121337	409.840335619	69.8	1501.5	0.223	1431.7	328.1	19
284	Spectrogram 1	1	409.862657047	410.383490372	34.9	1466.6	0.521	1431.7	281.2	17
285	Spectrogram 1	1	410.874561792	411.008490361	0.0	1466.6	0.134	1466.6	328.1	19
286	Spectrogram 1	1	411.053133217	411.715335587	0.0	1501.5	0.662	1501.5	328.1	17
287	Spectrogram 1	1	412.250489000	413.455846122	453.9	2514.2	1.205	2060.2	1500.0	Z
288	Spectrogram 1	1	413.639084271	413.839977125	104.8	1466.6	0.201	1361.8	281.2	19
289	Spectrogram 1	1	413.854858077	414.442655686	0.0	1466.6	0.588	1466.6	328.1	17
290	Spectrogram 1	1	415.021309190	415.184999663	0.0	1501.5	0.164	1501.5	281.2	19
291	Spectrogram 1	1	415.244523472	415.929047269	0.0	1501.5	0.685	1501.5	328.1	17
292	Spectrogram 1	1	418.942440074	419.068928167	69.8	1501.5	0.126	1431.7	328.1	19
293	Spectrogram 1	1	419.121011500	419.731130537	69.8	1501.5	0.610	1431.7	328.1	17
294	Spectrogram 1	1	421.119536465	422.235607874	349.2	2479.2	1.116	2130.1	1500.0	Z
295	Spectrogram 1	1	422.446903522	422.662677328	0.0	1466.6	0.216	1466.6	0.0	19
296	Spectrogram 1	1	422.744522565	423.406724934	0.0	1501.5	0.662	1501.5	328.1	17
297	Spectrogram 1	1	424.247498729	424.426070155	0.0	1501.5	0.179	1501.5	281.2	19
298	Spectrogram 1	1	424.478153487	425.110593952	34.9	1466.6	0.632	1431.7	328.1	17
299	Spectrogram 1	1	426.234105838	426.397796311	0.0	1536.4	0.164	1536.4	328.1	19
300	Spectrogram 1	1	426.434998691	427.052558204	34.9	1501.5	0.618	1466.6	328.1	17
301	Spectrogram 1	1	427.592753036	428.842753014	558.7	2514.2	1.250	1955.5	609.4	Z
302	Spectrogram 1	1	429.101422421	429.257672419	69.8	1536.4	0.156	1466.6	328.1	19
303	Spectrogram 1	1	429.294874799	429.808267647	0.0	1466.6	0.513	1466.6	328.1	17
304	Spectrogram 1	1	430.425827160	430.567196205	139.7	1501.5	0.141	1361.8	281.2	19
305	Spectrogram 1	1	430.626720014	431.266600955	69.8	1466.6	0.640	1396.8	328.1	17
306	Spectrogram 1	1	433.751719341	433.900528863	34.9	1466.6	0.149	1431.7	281.2	19
307	Spectrogram 1	1	433.974933623	434.696659801	0.0	1466.6	0.722	1466.6	328.1	17
308	Spectrogram 1	1	436.465587706	437.834635301	384.1	2514.2	1.369	2130.1	1125.0	Z
309	Spectrogram 1	1	438.024955451	438.218407828	34.9	1466.6	0.193	1431.7	281.2	19
310	Spectrogram 1	1	438.292812589	438.969895911	0.0	1501.5	0.677	1501.5	281.2	17
311	Spectrogram 1	1	439.780907271	439.959478697	69.8	1501.5	0.179	1431.7	281.2	19
312	Spectrogram 1	1	440.019002505	440.673764398	0.0	1466.6	0.655	1466.6	281.2	17
313	Spectrogram 1	1	441.227492385	442.417968555	384.1	2479.2	1.190	2095.1	796.9	Z
314	Spectrogram 1	1	442.705014134	442.876145084	69.8	1396.8	0.171	1326.9	281.2	19
315	Spectrogram 1	1	442.898466512	443.508585549	0.0	1466.6	0.610	1466.6	328.1	17
316	Spectrogram 1	1	444.148466490	444.297276011	34.9	1466.6	0.149	1431.7	328.1	19
317	Spectrogram 1	1	444.356799820	444.981799809	0.0	1501.5	0.625	1501.5	281.2	17
318	Spectrogram 1	1	445.473131869	447.288608028	384.1	2549.1	1.815	2165.0	796.9	Z
319	Spectrogram 1	1	447.507001461	448.451941921	0.0	1466.6	0.945	1466.6	281.2	Y
320	Spectrogram 1	1	451.286763300	451.465334726	0.0	1501.5	0.179	1501.5	0.0	19
321	Spectrogram 1	1	451.524858534	452.291227569	34.9	1501.5	0.766	1466.6	281.2	17
322	Spectrogram 1	1	454.065364477	455.702269211	349.2	2514.2	1.637	2165.0	796.9	Z
323	Spectrogram 1	1	455.987734512	456.129103557	0.0	1466.6	0.141	1466.6	0.0	19
324	Spectrogram 1	1	456.158865461	456.754103546	0.0	1431.7	0.595	1431.7	281.2	17
325	Spectrogram 1	1	457.423746392	457.602317817	34.9	1466.6	0.179	1431.7	46.9	19
326	Spectrogram 1	1	457.699044006	458.487734469	0.0	1466.6	0.789	1466.6	281.2	17
327	Spectrogram 1	1	461.520721491	463.187388128	453.9	2479.2	1.667	2025.3	750.0	Z
328	Spectrogram 1	1	463.477106276	463.648237225	0.0	1466.6	0.171	1466.6	0.0	19
329	Spectrogram 1	1	463.692880081	464.459249116	34.9	1466.6	0.766	1431.7	281.2	17
330	Spectrogram 1	1	465.456272908	465.590201477	69.8	1501.5	0.134	1431.7	468.8	19
331	Spectrogram 1	1	465.634843777	466.408653287	0.0	1501.5	0.774	1501.5	281.2	17
332	Spectrogram 1	1	469.600617517	470.404188932	0.0	1501.5	0.804	1501.5	281.2	17
333	Spectrogram 1	1	470.896954908	472.790990896	523.8	2479.2	1.894	1955.5	1312.5	Z
334	Spectrogram 1	1	473.082759918	473.737521812	104.8	1466.6	0.655	1361.8	281.2	17
335	Spectrogram 1	1	474.555974178	474.704783700	69.8	1501.5	0.149	1431.7	375.0	19
336	Spectrogram 1	1	474.734545604	475.240497976	34.9	1536.4	0.506	1501.5	328.1	17
337	Spectrogram 1	1	478.346829795	480.914300801	558.7	2479.2	2.567	1920.5	796.9	Z
338	Spectrogram 1	1	481.308231192	481.962993086	34.9	1501.5	0.655	1466.6	328.1	17
339	Spectrogram 1	1	484.998707319	485.757635877	69.8	1501.5	0.759	1431.7	281.2	17
340	Spectrogram 1	1	487.059395340	488.995521017	523.8	2444.3	1.936	1920.5	796.9	Z
341	Spectrogram 1	1	489.329068223	490.043353925	0.0	1501.5	0.714	1501.5	281.2	17
342	Spectrogram 1	1	491.129663429	492.111806270	34.9	1501.5	0.982	1466.6	281.2	Y
343	Spectrogram 1	1	493.691583034	495.711888088	523.8	2514.2	2.020	1990.4	796.9	Z
344	Spectrogram 1	1	495.891568109	496.784425236	69.8	1536.4	0.893	1466.6	328.1	Y
345	Spectrogram 1	1	497.395475633	499.331601309	453.9	2479.2	1.936	2025.3	1500.0	Z
346	Spectrogram 1	1	499.626690640	500.221928725	34.9	1466.6	0.595	1431.7	328.1	17
347	Spectrogram 1	1	501.099904900	501.263595373	139.7	1466.6	0.164	1326.9	609.4	19
348	Spectrogram 1	1	501.308238230	502.022523932	34.9	1536.4	0.714	1501.5	328.1	17
349	Spectrogram 1	1	505.645054603	507.454911214	593.6	2514.2	1.810	1920.5	1453.1	Z
350	Spectrogram 1	1	507.870738116	508.525500009	34.9	1501.5	0.655	1466.6	328.1	17
351	Spectrogram 1	1	509.805263330	510.579072841	0.0	1501.5	0.774	1501.5	328.1	17
352	Spectrogram 1	1	512.211394835	514.189610201	523.8	2514.2	1.978	1990.4	1078.1	Z
353	Spectrogram 1	1	514.463002975	515.162407725	34.9	1466.6	0.699	1431.7	328.1	17
354	Spectrogram 1	1	515.999466812	517.935592488	453.9	2514.2	1.936	2060.2	750.0	Z
355	Spectrogram 1	1	518.198121958	519.046336229	0.0	1466.6	0.848	1466.6	281.2	17
356	Spectrogram 1	1	519.879669548	520.727883819	34.9	1466.6	0.848	1431.7	328.1	17
357	Spectrogram 1	1	523.770285063	525.790590117	384.1	2479.2	2.020	2095.1	1406.2	Z
358	Spectrogram 1	1	526.205014951	527.097872078	0.0	1466.6	0.893	1466.6	281.2	17
359	Spectrogram 1	1	527.901443493	528.050253014	0.0	1501.5	0.149	1501.5	562.5	19
360	Spectrogram 1	1	528.109776823	528.853824429	69.8	1466.6	0.744	1396.8	234.4	17
361	Spectrogram 1	1	529.368213650	531.472698081	488.9	2479.2	2.104	1990.4	1312.5	Z
362	Spectrogram 1	1	531.645392005	532.582891989	0.0	1466.6	0.937	1466.6	234.4	Y
363	Spectrogram 1	1	533.164297497	534.964892704	384.1	2444.3	1.801	2060.2	1968.8	Z
364	Spectrogram 1	1	535.142428086	536.198975687	0.0	1466.6	1.057	1466.6	234.4	Y
365	Spectrogram 1	1	539.290246725	540.123580043	34.9	1466.6	0.833	1431.7	281.2	17
366	Spectrogram 1	1	542.132508580	544.186079973	453.9	2444.3	2.054	1990.4	1875.0	Z
367	Spectrogram 1	1	544.364651398	545.317032334	69.8	1536.4	0.952	1466.6	234.4	Y
368	Spectrogram 1	1	546.239651366	547.028341828	34.9	1501.5	0.789	1466.6	281.2	17
369	Spectrogram 1	1	547.720070203	550.011736830	558.7	2479.2	2.292	1920.5	703.1	Z
370	Spectrogram 1	1	550.236269336	551.054721702	69.8	1501.5	0.818	1431.7	234.4	Y
371	Spectrogram 1	1	551.708165372	553.687332004	453.9	2479.2	1.979	2025.3	1875.0	Z
372	Spectrogram 1	1	553.882102606	554.611269260	69.8	1501.5	0.729	1431.7	281.2	Y
373	Spectrogram 1	1	558.284497835	559.013664489	34.9	1466.6	0.729	1431.7	46.9	17
374	Spectrogram 1	1	560.548027510	562.720646520	419.0	2479.2	2.173	2060.2	1546.9	Z
375	Spectrogram 1	1	563.190172108	563.785410192	0.0	1501.5	0.595	1501.5	0.0	17
376	Spectrogram 1	1	565.050291123	565.928267298	34.9	1501.5	0.878	1466.6	281.2	Y
377	Spectrogram 1	1	567.330056855	568.996723492	419.0	2479.2	1.667	2060.2	2015.6	Z
378	Spectrogram 1	1	569.378281591	570.077686341	34.9	1536.4	0.699	1501.5	46.9	Y
379	Spectrogram 1	1	570.633628226	572.330056768	384.1	2409.4	1.696	2025.3	1453.1	Z
380	Spectrogram 1	1	572.676210566	572.810139135	174.6	1466.6	0.134	1292.0	515.6	19
381	Spectrogram 1	1	572.832460563	573.323531983	34.9	1466.6	0.491	1431.7	281.2	17
382	Spectrogram 1	1	576.011799088	576.368941939	34.9	1431.7	0.357	1396.8	46.9	17
383	Spectrogram 1	1	577.460300427	579.618038485	488.9	2514.2	2.158	2025.3	750.0	Z
384	Spectrogram 1	1	579.962838862	580.558076947	0.0	1571.3	0.595	1571.3	281.2	17
385	Spectrogram 1	1	581.540219787	581.666707880	34.9	1536.4	0.126	1501.5	46.9	19
386	Spectrogram 1	1	581.703910260	582.269386441	34.9	1501.5	0.565	1466.6	281.2	17
387	Spectrogram 1	1	585.165218652	587.471766231	558.7	2549.1	2.307	1990.4	2109.4	Z
388	Spectrogram 1	1	587.822236830	588.320748726	69.8	1501.5	0.499	1431.7	281.2	17
389	Spectrogram 1	1	588.751528113	590.552123320	558.7	2514.2	1.801	1955.5	796.9	Z
390	Spectrogram 1	1	590.828483128	591.475804546	34.9	1431.7	0.647	1396.8	328.1	Y
391	Spectrogram 1	1	592.510030718	592.614197383	104.8	1466.6	0.104	1361.8	562.5	19
392	Spectrogram 1	1	592.688602144	593.358244989	34.9	1431.7	0.670	1396.8	281.2	17
393	Spectrogram 1	1	597.524931714	598.998145974	488.9	2479.2	1.473	1990.4	1359.4	Z
394	Spectrogram 1	1	599.233180432	599.954906610	104.8	1501.5	0.722	1396.8	281.2	Y
395	Spectrogram 1	1	600.425078127	601.761425741	630.7	2465.3	1.336	1834.7	796.9	Z
396	Spectrogram 1	1	602.045900817	602.624634036	81.1	1418.9	0.579	1337.8	281.2	Y
397	Spectrogram 1	1	603.497995075	603.613741718	121.6	1500.0	0.116	1378.4	281.2	19
398	Spectrogram 1	1	603.676876251	604.308221581	86.0	1540.5	0.631	1454.5	328.1	17
399	Spectrogram 1	1	605.465688018	605.570912239	162.2	1540.5	0.105	1378.4	843.8	19
400	Spectrogram 1	1	605.665614039	606.265392102	114.7	1462.0	0.600	1347.3	515.6	17
401	Spectrogram 1	1	606.948979864	608.432641388	487.3	2465.3	1.484	1978.0	796.9	Z
402	Spectrogram 1	1	608.706594042	608.843385530	86.0	1490.7	0.137	1404.7	562.5	19
403	Spectrogram 1	1	608.864430374	609.253759994	114.7	1462.0	0.389	1347.3	281.2	17
404	Spectrogram 1	1	610.277040963	610.424354873	143.3	1462.0	0.147	1318.7	562.5	19
405	Spectrogram 1	1	610.519056672	611.245103801	114.7	1490.7	0.726	1376.0	281.2	17
406	Spectrogram 1	1	614.559666780	615.264669065	86.0	1490.7	0.705	1404.7	281.2	Y
407	Spectrogram 1	1	616.135047746	617.471395360	602.0	2465.3	1.336	1863.3	796.9	Z
408	Spectrogram 1	1	617.760682905	617.950086504	0.0	1490.7	0.189	1490.7	281.2	19
409	Spectrogram 1	1	617.971131348	618.570909411	86.0	1462.0	0.600	1376.0	281.2	17
410	Spectrogram 1	1	619.654718893	619.833600070	143.3	1490.7	0.179	1347.3	562.5	19
411	Spectrogram 1	1	619.865167336	620.380766022	86.0	1462.0	0.516	1376.0	281.2	17
412	Spectrogram 1	1	621.822337857	622.285324432	86.0	1433.3	0.463	1347.3	328.1	17
413	Spectrogram 1	1	622.943051335	624.310966215	602.0	2494.0	1.368	1892.0	843.8	Z
414	Spectrogram 1	1	624.526597577	624.737046020	143.3	1490.7	0.210	1347.3	281.2	19
415	Spectrogram 1	1	624.768613287	625.368391350	86.0	1519.3	0.600	1433.3	281.2	17
416	Spectrogram 1	1	626.252274811	626.389066299	57.3	1462.0	0.137	1404.7	281.2	19
417	Spectrogram 1	1	626.410111143	627.073023739	86.0	1462.0	0.663	1376.0	328.1	17
418	Spectrogram 1	1	630.276666934	631.392043682	458.7	2465.3	1.115	2006.7	1968.8	Z
419	Spectrogram 1	1	631.697933280	631.866292034	57.3	1462.0	0.168	1404.7	281.2	19
420	Spectrogram 1	1	631.929426567	632.592339163	57.3	1490.7	0.663	1433.3	281.2	17
421	Spectrogram 1	1	633.549879579	633.728760756	57.3	1490.7	0.179	1433.3	281.2	19
422	Spectrogram 1	1	633.770850445	634.391673352	86.0	1490.7	0.621	1404.7	281.2	17
423	Spectrogram 1	1	635.779893721	636.916315314	516.0	2465.3	1.136	1949.3	1546.9	Z
424	Spectrogram 1	1	637.222204912	637.390563667	28.7	1519.3	0.168	1490.7	281.2	19
425	Spectrogram 1	1	637.411608511	638.190267750	86.0	1433.3	0.779	1347.3	234.4	17
426	Spectrogram 1	1	638.916307932	639.116233953	143.3	1490.7	0.200	1347.3	234.4	19
427	Spectrogram 1	1	639.126756375	639.737056860	114.7	1462.0	0.610	1347.3	281.2	17
428	Spectrogram 1	1	640.292624092	641.408000840	516.0	2522.7	1.115	2006.7	796.9	Z
429	Spectrogram 1	1	641.662660114	641.894153402	114.7	1490.7	0.231	1376.0	234.4	19
430	Spectrogram 1	1	641.925720668	642.493931465	86.0	1490.7	0.568	1404.7	281.2	17
431	Spectrogram 1	1	643.114754372	643.293635549	114.7	1462.0	0.179	1347.3	234.4	19
432	Spectrogram 1	1	643.325202815	644.051249944	114.7	1490.7	0.726	1376.0	234.4	17
433	Spectrogram 1	1	646.071554998	646.218868908	114.7	1490.7	0.147	1376.0	562.5	19
434	Spectrogram 1	1	646.271481019	646.713422749	114.7	1462.0	0.442	1347.3	234.4	17
435	Spectrogram 1	1	647.258462185	648.447495888	544.7	2494.0	1.189	1949.3	1593.8	Z
436	Spectrogram 1	1	648.712680041	648.954695751	114.7	1490.7	0.242	1376.0	281.2	19
437	Spectrogram 1	1	648.965218173	649.438727170	86.0	1462.0	0.474	1376.0	281.2	17
438	Spectrogram 1	1	650.017460389	650.196341565	114.7	1490.7	0.179	1376.0	234.4	19
439	Spectrogram 1	1	650.206863988	650.606716029	114.7	1490.7	0.400	1376.0	281.2	17
440	Spectrogram 1	1	651.038135338	651.164404404	100.3	1462.0	0.126	1361.7	281.2	19
441	Spectrogram 1	1	651.206494092	651.595823712	143.3	1490.7	0.389	1347.3	234.4	17
442	Spectrogram 1	1	652.151388487	653.656094856	573.3	2494.0	1.505	1920.7	1828.1	Z
443	Spectrogram 1	1	654.015980808	654.152772296	143.3	1462.0	0.137	1318.7	515.6	19
444	Spectrogram 1	1	654.194861985	654.847252158	86.0	1490.7	0.652	1404.7	328.1	17
445	Spectrogram 1	1	658.919425645	659.498158864	114.7	1490.7	0.579	1376.0	281.2	17
446	Spectrogram 1	1	661.155458357	662.533895659	516.0	2494.0	1.378	1978.0	796.9	Z
447	Spectrogram 1	1	662.761800423	662.961726444	86.0	1462.0	0.200	1376.0	234.4	19
448	Spectrogram 1	1	663.024860977	663.561504507	114.7	1490.7	0.537	1376.0	281.2	17
449	Spectrogram 1	1	664.308596480	664.508522501	143.3	1490.7	0.200	1347.3	281.2	19
450	Spectrogram 1	1	664.529567345	664.939941809	114.7	1490.7	0.410	1376.0	281.2	17
451	Spectrogram 1	1	666.476215444	666.791888109	86.0	1462.0	0.316	1376.0	468.8	17
452	Spectrogram 1	1	667.468906275	668.700029667	487.3	2465.3	1.231	1978.0	703.1	Z
453	Spectrogram 1	1	668.970029495	669.191000361	86.0	1462.0	0.221	1376.0	234.4	19
454	Spectrogram 1	1	669.233090049	669.653986936	86.0	1433.3	0.421	1347.3	234.4	17
455	Spectrogram 1	1	670.306377109	670.506303130	86.0	1462.0	0.200	1376.0	234.4	19
456	Spectrogram 1	1	670.527347975	670.885110328	57.3	1490.7	0.358	1433.3	281.2	17
457	Spectrogram 1	1	674.382134972	676.707590268	487.3	2436.7	2.325	1949.3	1546.9	Z
458	Spectrogram 1	1	677.009637952	677.177996707	114.7	1490.7	0.168	1376.0	1218.8	19
459	Spectrogram 1	1	677.220086395	677.819864458	86.0	1462.0	0.600	1376.0	281.2	17
460	Spectrogram 1	1	680.829277195	681.555324324	86.0	1519.3	0.726	1433.3	234.4	Y
461	Spectrogram 1	1	682.779024879	684.473134846	573.3	2494.0	1.694	1920.7	2015.6	Z
462	Spectrogram 1	1	684.817275192	685.327612667	114.7	1462.0	0.510	1347.3	281.2	Y
463	Spectrogram 1	1	685.556432486	685.798448196	831.3	2494.0	0.242	1662.7	1312.5	X
464	Spectrogram 1	1	685.998374217	686.261434771	544.7	2465.3	0.263	1920.7	1078.1	X
465	Spectrogram 1	1	686.713898923	687.166363076	315.3	2494.0	0.452	2178.7	1406.2	X
466	Spectrogram 1	1	687.324199409	687.860842939	544.7	2494.0	0.537	1949.3	1218.8	X
467	Spectrogram 1	1	687.955544738	688.386964046	229.3	2494.0	0.431	2264.7	1031.2	X
468	Spectrogram 1	1	688.576367645	689.102488753	430.0	2465.3	0.526	2035.3	1359.4	X
469	Spectrogram 1	1	689.155100864	689.618087439	372.7	2494.0	0.463	2121.3	1359.4	X
470	Spectrogram 1	1	689.807491037	690.344134567	602.0	2465.3	0.537	1863.3	1171.9	X
471	Spectrogram 1	1	690.386224256	690.817643564	487.3	2494.0	0.431	2006.7	1171.9	X
472	Spectrogram 1	1	690.996524741	691.522645849	544.7	2494.0	0.526	1949.3	1125.0	X
473	Spectrogram 1	1	691.596302804	692.206603289	487.3	2494.0	0.610	2006.7	937.5	X
474	Spectrogram 1	1	692.301305089	692.837948618	344.0	2465.3	0.537	2121.3	1031.2	X
475	Spectrogram 1	1	692.932650418	693.437726681	458.7	2494.0	0.505	2035.3	1031.2	X
476	Spectrogram 1	1	693.627128165	694.205861383	688.0	2465.3	0.579	1777.3	2015.6	X
477	Spectrogram 1	1	696.573403851	698.530574372	544.7	2465.3	1.957	1920.7	750.0	Z
478	Spectrogram 1	1	701.508419843	702.002973684	172.0	1490.7	0.495	1318.7	281.2	17
479	Spectrogram 1	1	703.277020728	704.971130695	487.3	2522.7	1.694	2035.3	1640.6	Z
480	Spectrogram 1	1	705.529188747	705.844861412	172.0	1490.7	0.316	1318.7	468.8	17
481	Spectrogram 1	1	707.685915612	709.432637690	602.0	2465.3	1.747	1863.3	1640.6	Z
482	Spectrogram 1	1	709.862919120	710.279585779	114.7	1576.7	0.417	1462.0	281.2	17
483	Spectrogram 1	1	711.182317188	711.666348607	200.7	1490.7	0.484	1290.0	515.6	17
484	Spectrogram 1	1	714.812552832	715.265016985	172.0	1490.7	0.452	1318.7	515.6	17
485	Spectrogram 1	1	716.218580923	718.091572067	544.7	2522.7	1.873	1978.0	1640.6	Z
486	Spectrogram 1	1	718.526967853	719.053088961	114.7	1490.7	0.526	1376.0	328.1	17
487	Spectrogram 1	1	720.210550564	720.568312918	172.0	1490.7	0.358	1318.7	515.6	17
488	Spectrogram 1	1	723.531662034	725.015323558	516.0	2436.7	1.484	1920.7	750.0	Z
489	Spectrogram 1	1	725.513851331	726.008405173	172.0	1519.3	0.495	1347.3	375.0	17
490	Spectrogram 1	1	726.934378322	727.071169810	200.7	1490.7	0.137	1290.0	515.6	19
491	Spectrogram 1	1	727.092214655	727.618335763	114.7	1519.3	0.526	1404.7	328.1	17
492	Spectrogram 1	1	731.082543803	731.703366710	143.3	1519.3	0.621	1376.0	328.1	17
493	Spectrogram 1	1	733.138628801	734.517066104	544.7	2465.3	1.378	1920.7	796.9	Z
494	Spectrogram 1	1	734.849570935	734.996884845	258.0	1519.3	0.147	1261.3	656.2	19
495	Spectrogram 1	1	735.038974534	735.638752597	143.3	1490.7	0.600	1347.3	328.1	17
496	Spectrogram 1	1	737.059279588	737.806371561	114.7	1433.3	0.747	1318.7	328.1	17
497	Spectrogram 1	1	740.984140961	741.141977293	229.3	1490.7	0.158	1261.3	468.8	19
498	Spectrogram 1	1	741.215634248	741.952203799	114.7	1462.0	0.737	1347.3	328.1	17
499	Spectrogram 1	1	743.345373603	744.965826615	516.0	2465.3	1.620	1949.3	750.0	Z
500	Spectrogram 1	1	745.256244356	746.140127818	172.0	1519.3	0.884	1347.3	234.4	Y
501	Spectrogram 1	1	747.476475431	747.634311764	229.3	1462.0	0.158	1232.7	515.6	19
502	Spectrogram 1	1	747.676401452	748.360358893	143.3	1462.0	0.684	1318.7	234.4	17
503	Spectrogram 1	1	749.753526263	751.026739344	458.7	2436.7	1.273	1978.0	703.1	Z
504	Spectrogram 1	1	751.306634716	751.474993471	114.7	1519.3	0.168	1404.7	328.1	19
505	Spectrogram 1	1	751.548650426	752.337832087	86.0	1490.7	0.789	1404.7	281.2	17
506	Spectrogram 1	1	752.927087728	753.105968905	200.7	1462.0	0.179	1261.3	375.0	19
507	Spectrogram 1	1	753.158581016	753.863583300	86.0	1490.7	0.705	1404.7	328.1	17
508	Spectrogram 1	1	755.530335281	756.645712029	487.3	2465.3	1.115	1978.0	703.1	Z
509	Spectrogram 1	1	756.967697836	757.157101435	143.3	1548.0	0.189	1404.7	234.4	19
510	Spectrogram 1	1	757.178146279	757.883148564	143.3	1490.7	0.705	1347.3	281.2	17
511	Spectrogram 1	1	758.535538738	758.735464759	143.3	1519.3	0.200	1376.0	234.4	19
512	Spectrogram 1	1	758.756509603	759.514123998	143.3	1490.7	0.758	1347.3	281.2	17
513	Spectrogram 1	1	760.139155296	761.422890800	458.7	2465.3	1.284	2006.7	1500.0	Z
514	Spectrogram 1	1	761.772670983	761.962074581	143.3	1548.0	0.189	1404.7	281.2	19
515	Spectrogram 1	1	762.004164270	762.740733821	143.3	1462.0	0.737	1318.7	281.2	17
516	Spectrogram 1	1	763.572005171	763.761408770	143.3	1519.3	0.189	1376.0	234.4	19
517	Spectrogram 1	1	763.792976037	764.487455899	143.3	1519.3	0.694	1376.0	328.1	17
518	Spectrogram 1	1	767.949332788	768.128213965	143.3	1519.3	0.179	1376.0	328.1	19
519	Spectrogram 1	1	768.159781232	768.938440471	143.3	1462.0	0.779	1318.7	234.4	17
520	Spectrogram 1	1	770.766799639	772.208371474	344.0	2465.3	1.442	2121.3	1921.9	Z
521	Spectrogram 1	1	772.558149686	772.789642973	86.0	1490.7	0.231	1404.7	234.4	19
522	Spectrogram 1	1	772.821210239	773.641959168	114.7	1490.7	0.821	1376.0	281.2	17
523	Spectrogram 1	1	774.378528719	774.578454740	114.7	1519.3	0.200	1404.7	234.4	19
524	Spectrogram 1	1	774.662634117	775.451815779	114.7	1519.3	0.789	1404.7	234.4	17
525	Spectrogram 1	1	776.080621796	777.301222766	487.3	2494.0	1.221	2006.7	1406.2	Z
526	Spectrogram 1	1	777.577345054	777.808838342	86.0	1519.3	0.231	1433.3	234.4	19
527	Spectrogram 1	1	777.871972875	778.545407893	172.0	1519.3	0.673	1347.3	328.1	17
528	Spectrogram 1	1	779.418768932	779.566082842	114.7	1490.7	0.147	1376.0	234.4	19
529	Spectrogram 1	1	779.597650108	780.092203950	143.3	1519.3	0.495	1376.0	234.4	17
530	Spectrogram 1	1	783.754005426	783.974976291	114.7	1519.3	0.221	1404.7	234.4	19
531	Spectrogram 1	1	784.038110824	784.837814908	86.0	1519.3	0.800	1433.3	234.4	17
532	Spectrogram 1	1	786.119010840	787.213342745	372.7	2436.7	1.094	2064.0	796.9	Z
533	Spectrogram 1	1	787.436853181	787.689391312	86.0	1490.7	0.253	1404.7	234.4	19
534	Spectrogram 1	1	787.773570690	788.468050552	114.7	1519.3	0.694	1404.7	234.4	17
535	Spectrogram 1	1	789.025738926	789.236187369	86.0	1519.3	0.210	1433.3	234.4	19
536	Spectrogram 1	1	789.309844324	790.004324187	114.7	1519.3	0.694	1404.7	281.2	17
537	Spectrogram 1	1	790.464770216	791.653803920	516.0	2465.3	1.189	1949.3	562.5	Z
538	Spectrogram 1	1	791.866792908	792.087763774	143.3	1519.3	0.221	1376.0	234.4	19
539	Spectrogram 1	1	792.171943151	792.992692079	114.7	1490.7	0.821	1376.0	281.2	17
540	Spectrogram 1	1	793.602991159	793.813439602	86.0	1519.3	0.210	1433.3	234.4	19
541	Spectrogram 1	1	793.866051713	794.528964309	86.0	1519.3	0.663	1433.3	328.1	17
542	Spectrogram 1	1	798.075020575	798.243379330	172.0	1490.7	0.168	1318.7	468.8	19
543	Spectrogram 1	1	798.317036285	799.116740369	114.7	1490.7	0.800	1376.0	234.4	17
544	Spectrogram 1	1	800.726669411	801.179133564	172.0	1462.0	0.452	1290.0	281.2	17
545	Spectrogram 1	1	801.713236952	803.175853632	430.0	2465.3	1.463	2035.3	703.1	Z
546	Spectrogram 1	1	803.462499172	803.630857926	143.3	1490.7	0.168	1347.3	656.2	19
547	Spectrogram 1	1	803.693992459	804.504218965	143.3	1490.7	0.810	1347.3	234.4	17
548	Spectrogram 1	1	805.367057582	805.514371492	172.0	1490.7	0.147	1318.7	421.9	19
549	Spectrogram 1	1	805.577506025	806.303553154	86.0	1490.7	0.726	1404.7	234.4	17
550	Spectrogram 1	1	809.418189452	809.986400249	143.3	1519.3	0.568	1376.0	281.2	17
551	Spectrogram 1	1	810.604681612	812.183044935	516.0	2494.0	1.578	1978.0	1546.9	Z
