Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power (dB)	Category	Comment
1	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	0.137	0.136507015	11.432462531	0.0	2622.6	11.296	2622.6	140.2	Dn141	
2	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	13.275	13.275307237	25.868079398	26.3	2631.4	12.593	2605.1	139.6	Dn141	
3	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	27.063	27.062515782	39.655287943	48.2	2591.9	12.593	2543.7	139.8	Dn141	
4	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	41.044	41.044375883	53.739528305	0.0	2570.0	12.695	2570.0	140.2	Dn141	
5	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	55.105	55.104598458	68.243398680	61.4	2578.8	13.139	2517.4	139.5	Dn141	
6	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	69.236	69.235857879	81.623869517	83.3	2548.1	12.388	2464.8	139.6	Dn131	
7	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	82.750	82.750052393	96.059486384	78.9	2578.8	13.309	2499.8	139.9	Dn141	
8	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	97.196	97.195529837	110.095442782	0.0	2556.9	12.900	2556.9	139.6	Dn131	
9	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	111.017	111.016865136	123.234243004	0.0	2578.8	12.217	2578.8	139.6	Dn151	
10	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	124.984	124.983810176	139.282920028	39.5	2583.2	14.299	2543.7	138.2	Dn123	
11	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	141.615	141.615169257	154.992856756	48.2	2565.6	13.378	2517.4	136.9	Bh13	
12	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	157.367	157.367321354	170.437868068	35.1	2591.9	13.071	2556.9	136.4	Bh13	
13	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	172.335	172.334811641	183.937907941	39.5	2622.6	11.603	2583.2	137.4	Bn12	
14	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	185.883	185.883132909	198.032257270	8.8	2561.2	12.149	2552.5	136.2	Bn12	
15	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	199.691	199.691324944	212.079336582	0.0	2618.3	12.388	2618.3	136.9	Bn12	
16	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	213.308	213.307899719	225.968925388	21.9	2596.3	12.661	2574.4	137.0	Bn12	
17	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	227.492	227.491739574	239.709117442	0.0	2631.4	12.217	2631.4	137.0	Bn12	
18	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	241.006	241.005934088	252.472523372	30.7	2587.6	11.467	2556.9	137.6	Bn12	
19	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	254.362	254.362136014	266.681894145	21.9	2591.9	12.320	2570.0	137.0	Bm13	
20	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	268.363	268.362700753	281.228486945	17.5	2587.6	12.866	2570.0	138.0	Bm13	
21	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	282.648	282.648413814	295.070552205	26.3	2609.5	12.422	2583.2	136.0	Bm13	
22	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	296.824	296.823628505	310.064808988	0.0	2635.8	13.241	2635.8	138.2	Bm13	
23	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	310.916	310.916211176	322.860575014	17.5	2627.0	11.944	2609.5	138.0	Bm13	
24	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	324.055	324.055011398	336.135882251	17.5	2574.4	12.081	2556.9	139.1	Bm13	
25	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	337.491	337.490589910	348.377024379	61.4	2591.9	10.886	2530.5	139.4	Bp111	
26	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	351.210	351.209544946	362.778514493	87.7	2578.8	11.569	2491.1	128.5	Dn141	
27	Spectrogram 1	1	18Out17_Abrolhos_STE-000.wav	365.174	365.173709053	377.288706661	96.5	2605.1	12.115	2508.6	128.9	Dn141	
