Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power (dB)	Category	Comment
1	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	2.798	2.798393814	57.177734605	213.9	3428.7	54.379	3214.8	61.1	Ec84	
2	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	57.477	57.476535979	80.512094810	0.0	3551.0	23.036	3551.0	92.3	Ec24	
3	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	80.925	80.925157044	91.299690206	97.8	3618.2	10.375	3520.4	67.6	Ec21	
4	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	92.198	92.198362247	96.020558675	73.3	3606.0	3.822	3532.6	70.8	Ec11	
5	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	96.362	96.361826213	99.911008611	110.0	3709.9	3.549	3599.9	70.3	Ec11	
6	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	100.252	100.252276149	103.835585300	0.0	3697.7	3.583	3697.7	92.2	Ec11	
7	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	104.245	104.245106346	108.442697066	12.2	3685.4	4.198	3673.2	91.0	Ec11	
8	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	108.716	108.715711097	111.479978157	42.8	3654.9	2.764	3612.1	74.5	Ec11	
9	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	111.719	111.718865433	114.858526785	0.0	3648.8	3.140	3648.8	90.3	Ec11	
10	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	115.102	115.102471114	137.660255391	61.1	3630.4	22.558	3569.3	71.5	Ed61	
11	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	138.356	138.355685342	143.201684385	140.6	3636.5	4.846	3496.0	71.3	Ed11	
12	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	143.952	143.952472969	147.945303166	67.2	3606.0	3.993	3538.8	70.6	Gb11	
13	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	149.208	149.207993058	154.019865347	122.2	3581.5	4.812	3459.3	68.6	Gb11	
14	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	154.907	154.907160946	161.049976634	116.1	3557.1	6.143	3441.0	69.2	Gb11	
15	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	161.801	161.800765218	167.329299338	12.2	3606.0	5.529	3593.8	90.4	Gb11	
16	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	168.153	168.153398482	173.716059355	36.7	3624.3	5.563	3587.6	77.5	Gb11	
17	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	174.535	174.535101447	180.063635566	42.8	3575.4	5.529	3532.6	77.1	Gb11	
18	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	180.576	180.575539278	185.660425598	67.2	3563.2	5.085	3496.0	75.2	Gb11	
19	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	186.309	186.308833920	191.734987778	103.9	3587.6	5.426	3483.7	72.6	Gb11	
20	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	192.179	192.178635578	196.410353052	79.5	3599.9	4.232	3520.4	73.7	Gb11	
21	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	196.649	196.649240329	210.572955889	73.3	3581.5	13.924	3508.2	67.4	Gb13	
22	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	211.031	211.031014427	215.945266977	48.9	3563.2	4.914	3514.3	73.3	Gb11	
23	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	216.628	216.627802054	221.166660312	67.2	3606.0	4.539	3538.8	75.4	Gb11	
24	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	221.933	221.933121971	226.574360490	0.0	3618.2	4.641	3618.2	93.0	Gb11	
25	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	227.120	227.120388552	231.829880579	24.4	3606.0	4.709	3581.5	88.0	Gb11	
26	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	232.239	232.239401625	236.880640145	18.3	3618.2	4.641	3599.9	90.7	Gb11	
29	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	237.145	237.145314601	249.874593777	48.9	3630.4	12.729	3581.5	73.2	Gb13	
30	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	250.455	250.454748592	255.710268681	36.7	3685.4	5.256	3648.8	79.6	Ga11	
31	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	256.188	256.188043234	261.341183062	18.3	3648.8	5.153	3630.4	89.3	Ga11	
32	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	261.751	261.750704107	265.675280797	61.1	3642.7	3.925	3581.5	78.1	Ga11	
33	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	266.264	266.264284811	270.700762808	42.8	3630.4	4.436	3587.6	78.1	Ga11	
34	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	270.940	270.939650085	274.693593006	24.4	3661.0	3.754	3636.5	87.9	Ga11	
35	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	275.308	275.307874575	280.529267909	42.8	3648.8	5.221	3606.0	77.6	Ga11	
36	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	282.877	282.877190048	288.030329875	97.8	3618.2	5.153	3520.4	65.1	Ga11	
37	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	288.713	288.712864952	293.183469703	36.7	3624.3	4.471	3587.6	83.6	Ga11	
38	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	293.798	293.797751272	298.916764345	55.0	3630.4	5.119	3575.4	74.3	Ga11	
39	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	299.547	299.546944936	303.539775133	67.2	3642.7	3.993	3575.4	74.0	Ga11	
40	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	304.120	304.119929948	308.283393915	42.8	3673.2	4.163	3630.4	77.6	Ga11	
41	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	308.795	308.795295222	312.992885942	67.2	3654.9	4.198	3587.6	72.1	Ga11	
42	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	313.164	313.163519711	316.542068340	42.8	3648.8	3.379	3606.0	78.9	Ga11	
43	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	316.781	316.780955617	329.783248823	42.8	3636.5	13.002	3593.8	78.7	Ga13	
44	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	330.305	330.304506385	335.184632182	18.3	3648.8	4.880	3630.4	91.5	Ga11	
45	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	335.662	335.662406736	340.917926824	0.0	3636.5	5.256	3636.5	94.6	Ga11	
46	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	341.157	341.156814101	346.139320159	0.0	3648.8	4.983	3648.8	92.7	Ga11	
47	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	346.549	346.548841205	351.121826217	0.0	3654.9	4.573	3654.9	93.1	Ga11	
48	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	351.600	351.599600771	355.660684476	0.0	3661.0	4.061	3661.0	91.7	Ga11	
49	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	356.002	356.001952014	368.492343913	61.1	3667.1	12.490	3606.0	68.9	Ga13	
50	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	369.162	369.161989090	373.905607871	61.1	3654.9	4.744	3593.8	68.6	Ga11	
51	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	374.518	374.517703375	379.295448910	79.5	3673.2	4.778	3593.8	66.8	Ga11	
52	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	379.603	379.602589694	383.731926907	67.2	3667.1	4.129	3599.9	77.6	Ga11	
53	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	384.210	384.209701461	387.758883858	36.7	3648.8	3.549	3612.1	78.9	Ga11	
54	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	388.476	388.475545689	392.195361855	73.3	3654.9	3.720	3581.5	68.4	Ga11	
55	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	392.537	392.536629393	395.812797761	73.3	3679.3	3.276	3606.0	66.9	Ga11	
56	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	395.983	395.983431530	398.440557805	97.8	3679.3	2.457	3581.5	64.6	Ga11	
57	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	398.850	398.850078851	410.965076458	36.7	3673.2	12.115	3636.5	78.3	Ga13	
58	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	411.443	411.443107108	416.118472382	73.3	3679.3	4.675	3606.0	64.7	Ga11	
59	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	417.142	417.142274997	421.851767024	85.6	3685.4	4.709	3599.9	65.4	Ga11	
60	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	422.568	422.568428855	427.107287113	0.0	3673.2	4.539	3673.2	93.2	Ga11	
61	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	428.370	428.369977005	432.499314217	67.2	3642.7	4.129	3575.4	74.6	Ga11	
62	Spectrogram 1	1	HS130730-1342-ESM-PA.wav	433.421	433.420736570	437.823087814	24.4	3599.9	4.402	3575.4	86.7	Ga11	
