Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	UNIT
315	Spectrogram 1	1	1188.791213699	1190.804017516	0.0	4569.0	4569.0	2.013	21.5	
316	Spectrogram 1	1	1191.679149610	1194.129519474	0.0	4331.6	4331.6	2.450	21.5	
317	Spectrogram 1	1	1198.239613989	1202.177708413	0.0	4450.3	4450.3	3.938	21.5	
318	Spectrogram 1	1	1202.921570693	1204.409295253	0.0	4569.0	4569.0	1.488	21.5	
319	Spectrogram 1	1	1205.609436753	1208.059806617	0.0	4747.0	4747.0	2.450	21.5	
320	Spectrogram 1	1	1211.691604807	1214.273244485	59.3	4213.0	4153.7	2.582	366.1	
321	Spectrogram 1	1	1215.935995464	1218.167582304	118.7	5518.4	5399.7	2.232	172.3	
322	Spectrogram 1	1	1219.305254026	1221.449327657	0.0	4747.0	4747.0	2.144	172.3	
323	Spectrogram 1	1	1222.193189937	1223.943454126	0.0	4509.7	4509.7	1.750	21.5	
324	Spectrogram 1	1	1228.494141015	1229.719325947	0.0	5577.7	5577.7	1.225	366.1	
325	Spectrogram 1	1	1231.513346740	1233.394880742	415.4	5518.4	5103.0	1.882	430.7	
326	Spectrogram 1	1	1234.882605303	1236.764139305	0.0	5577.7	5577.7	1.882	21.5	
327	Spectrogram 1	1	1237.508001585	1238.908212936	0.0	5577.7	5577.7	1.400	21.5	
328	Spectrogram 1	1	1242.802550755	1244.334031919	0.0	5281.0	5281.0	1.531	21.5	
329	Spectrogram 1	1	1247.221967830	1248.840962204	0.0	5637.1	5637.1	1.619	21.5	
330	Spectrogram 1	1	1249.978633927	1251.378845277	0.0	5815.1	5815.1	1.400	21.5	
331	Spectrogram 1	1	1252.035194348	1253.566675513	0.0	5874.4	5874.4	1.531	21.5	
