Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power (dB)	Category	Comment
1	Spectrogram 1	1	HS170725-0956-MUI.wav	848.855	848.854785042	858.785670405	21.8	2622.9	9.931	2601.0	64.9	Ma11	
2	Spectrogram 1	1	HS170725-0956-MUI.wav	859.392	859.391612234	871.131215550	0.0	2592.3	11.740	2592.3	67.2	Ma11	
3	Spectrogram 1	1	HS170725-0956-MUI.wav	871.788	871.788219544	883.971470659	109.1	2570.5	12.183	2461.4	65.6	Ma11	
4	Spectrogram 1	1	HS170725-0956-MUI.wav	885.137	885.137090704	913.462296377	135.3	2553.0	28.325	2417.7	65.3	Ib37	
5	Spectrogram 1	1	HS170725-0956-MUI.wav	914.902	914.901688468	926.743672045	139.7	2561.8	11.842	2422.1	63.8	Ib18	
6	Spectrogram 1	1	HS170725-0956-MUI.wav	928.518	928.517758757	939.370066473	161.5	2636.0	10.852	2474.5	62.9	Ib15	
7	Spectrogram 1	1	HS170725-0956-MUI.wav	940.428	940.427995841	953.669176325	69.8	2566.1	13.241	2496.3	61.8	Ie11	
8	Spectrogram 1	1	HS170725-0956-MUI.wav	955.731	955.730911184	964.740374193	139.7	2478.8	9.009	2339.2	62.2	Ie11	
9	Spectrogram 1	1	HS170725-0956-MUI.wav	966.651	966.651472408	976.479977509	122.2	2465.7	9.829	2343.6	62.0	Ie11	
10	Spectrogram 1	1	HS170725-0956-MUI.wav	978.220	978.220190995	987.536794789	48.0	2334.8	9.317	2286.8	63.6	Ie11	
11	Spectrogram 1	1	HS170725-0956-MUI.wav	989.209	989.209005726	999.754172657	61.1	2317.4	10.545	2256.3	61.5	Ie11	
12	Spectrogram 1	1	HS170725-0956-MUI.wav	1001.495	1001.494637102	1013.609634710	117.8	2356.6	12.115	2238.8	60.6	Ie12	
13	Spectrogram 1	1	HS170725-0956-MUI.wav	1016.039	1016.039209716	1026.652630155	113.5	2378.5	10.613	2265.0	60.7	Ie12	
14	Spectrogram 1	1	HS170725-0956-MUI.wav	1028.939	1028.939122662	1039.279529070	30.5	2269.4	10.340	2238.8	61.2	Ie12	
15	Spectrogram 1	1	HS170725-0956-MUI.wav	1041.452	1041.452267443	1053.328377773	61.1	2256.3	11.876	2195.2	61.8	Ie12	
16	Spectrogram 1	1	HS170725-0956-MUI.wav	1054.864	1054.864081695	1065.204488104	82.9	2265.0	10.340	2182.1	61.8	Ie12	
17	Spectrogram 1	1	HS170725-0956-MUI.wav	1066.644	1066.644387085	1077.701455324	69.8	2260.6	11.057	2190.8	63.0	Ie12	
18	Spectrogram 1	1	HS170725-0956-MUI.wav	1080.670	1080.670482907	1090.260100731	48.0	2334.8	9.590	2286.8	62.5	Ie12	
19	Spectrogram 1	1	HS170725-0956-MUI.wav	1091.031	1091.031114955	1102.907225286	56.7	2548.7	11.876	2491.9	65.0	Ie12	
20	Spectrogram 1	1	HS170725-0956-MUI.wav	1104.716	1104.715943238	1116.421419800	0.0	2505.0	11.705	2505.0	65.4	Ie12	
21	Spectrogram 1	1	HS170725-0956-MUI.wav	1118.136	1118.135595313	1137.758478761	26.2	2465.7	19.623	2439.6	64.0	Ih125	
22	Spectrogram 1	1	HS170725-0956-MUI.wav	1139.274	1139.273708489	1153.231550802	30.5	2574.9	13.958	2544.3	62.9	Ih122	
23	Spectrogram 1	1	HS170725-0956-MUI.wav	1154.187	1154.187099909	1168.213195731	30.5	2513.8	14.026	2483.2	63.5	Ig12	
24	Spectrogram 1	1	HS170725-0956-MUI.wav	1170.168	1170.167523426	1183.613464432	96.0	2570.5	13.446	2474.5	63.4	Ig12	
25	Spectrogram 1	1	HS170725-0956-MUI.wav	1185.922	1185.921698442	1199.777160495	21.8	2544.3	13.855	2522.5	64.6	Ig12	
26	Spectrogram 1	1	HS170725-0956-MUI.wav	1201.418	1201.417774489	1214.761335234	48.0	2478.8	13.344	2430.8	62.2	Ig12	
27	Spectrogram 1	1	HS170725-0956-MUI.wav	1216.434	1216.433546171	1229.947740685	17.5	2413.4	13.514	2395.9	62.4	Ig12	
28	Spectrogram 1	1	HS170725-0956-MUI.wav	1231.024	1231.024350174	1244.504417934	78.6	2513.8	13.480	2435.2	63.7	Ig12	
