Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power (dB)	Category	Comment
1	Spectrogram 1	1	2018_10_01_09_01_11.wav	980.020	980.020332797	996.844822432	121.2	2592.9	16.824	2471.7	52.9	Dj1213	
2	Spectrogram 1	1	2018_10_01_09_01_11.wav	998.462	998.461670754	1015.525047666	86.6	2579.9	17.063	2493.4	49.2	Dj1115	
3	Spectrogram 1	1	2018_10_01_09_01_11.wav	1016.851	1016.850682059	1037.565621629	103.9	2554.0	20.715	2450.1	47.9	Dj1117	
4	Spectrogram 1	1	2018_10_01_09_01_11.wav	1037.951	1037.951126259	1045.493138854	207.8	2597.2	7.542	2389.5	44.5	Db11	
5	Spectrogram 1	1	2018_10_01_09_01_11.wav	1046.722	1046.721701992	1053.001024696	220.8	2515.0	6.279	2294.2	41.9	Db12	
6	Spectrogram 1	1	2018_10_01_09_01_11.wav	1053.411	1053.410545741	1061.737473674	129.9	2467.4	8.327	2337.5	44.1	Db11	
7	Spectrogram 1	1	2018_10_01_09_01_11.wav	1062.530	1062.529718631	1070.105857980	272.7	2458.7	7.576	2186.0	39.0	Db11	
8	Spectrogram 1	1	2018_10_01_09_01_11.wav	1070.515	1070.515379026	1077.681997329	259.7	2406.8	7.167	2147.1	39.8	Db11	
9	Spectrogram 1	1	2018_10_01_09_01_11.wav	1078.262	1078.262152144	1084.200207309	134.2	2450.1	5.938	2315.9	38.9	Db12	
10	Spectrogram 1	1	2018_10_01_09_01_11.wav	1085.218	1085.218194730	1091.872911726	108.2	2372.1	6.655	2263.9	45.0	Db11	
11	Spectrogram 1	1	2018_10_01_09_01_11.wav	1092.465	1092.464695440	1100.109088296	138.5	2341.8	7.644	2203.3	45.3	Db12	
12	Spectrogram 1	1	2018_10_01_09_01_11.wav	1101.293	1101.293158934	1107.743115407	151.5	2285.6	6.450	2134.1	44.5	Db12	
13	Spectrogram 1	1	2018_10_01_09_01_11.wav	1108.289	1108.289143468	1114.670846433	142.8	2441.4	6.382	2298.6	48.9	Db12	
14	Spectrogram 1	1	2018_10_01_09_01_11.wav	1114.987	1114.986581642	1123.518270098	181.8	2320.2	8.532	2138.4	51.1	Db12	
15	Spectrogram 1	1	2018_10_01_09_01_11.wav	1124.447	1124.446517206	1130.282192110	207.8	2519.3	5.836	2311.5	53.8	Db12	
16	Spectrogram 1	1	2018_10_01_09_01_11.wav	1131.135	1131.135360956	1136.595641568	56.3	2445.7	5.460	2389.5	57.2	Db13	
17	Spectrogram 1	1	2018_10_01_09_01_11.wav	1137.039	1137.039289367	1145.639231331	90.9	2363.5	8.600	2272.6	53.2	Db12	
18	Spectrogram 1	1	2018_10_01_09_01_11.wav	1146.553	1146.553068822	1152.593504249	155.8	2346.2	6.040	2190.3	53.1	Db12	
19	Spectrogram 1	1	2018_10_01_09_01_11.wav	1153.481	1153.480799848	1161.568840504	116.9	2324.5	8.088	2207.7	46.7	Db12	
20	Spectrogram 1	1	2018_10_01_09_01_11.wav	1162.068	1162.067595511	1168.278664707	129.9	2376.5	6.211	2246.6	51.4	Db12	
21	Spectrogram 1	1	2018_10_01_09_01_11.wav	1168.791	1168.790566015	1173.636565057	47.6	2294.2	4.846	2246.6	56.6	Db12	
22	Spectrogram 1	1	2018_10_01_09_01_11.wav	1174.080	1174.080212857	1182.100000006	212.1	2315.9	8.020	2103.8	56.5	Db12	
23	Spectrogram 1	1	2018_10_01_09_01_11.wav	1182.919	1182.919042097	1189.915026631	60.6	2302.9	6.996	2242.3	50.9	Db12	
24	Spectrogram 1	1	2018_10_01_09_01_11.wav	1190.608	1190.607931570	1195.761071397	147.2	2311.5	5.153	2164.4	57.4	Db12	
25	Spectrogram 1	1	2018_10_01_09_01_11.wav	1196.409	1196.409479720	1204.804661161	86.6	2250.9	8.395	2164.4	52.5	Db12	
26	Spectrogram 1	1	2018_10_01_09_01_11.wav	1205.487	1205.487196237	1211.868899202	194.8	2432.7	6.382	2238.0	56.5	Db12	
27	Spectrogram 1	1	2018_10_01_09_01_11.wav	1212.210	1212.210166740	1218.318855674	95.2	2471.7	6.109	2376.5	57.1	Db12	
28	Spectrogram 1	1	2018_10_01_09_01_11.wav	1219.434	1219.433661919	1228.135984144	147.2	2445.7	8.702	2298.6	56.7	Db12	
29	Spectrogram 1	1	2018_10_01_09_01_11.wav	1228.648	1228.647885452	1234.039912556	82.2	2484.7	5.392	2402.4	56.6	Db12	
30	Spectrogram 1	1	2018_10_01_09_01_11.wav	1234.906	1234.905719698	1241.833450724	95.2	2497.7	6.928	2402.4	51.1	At11	
31	Spectrogram 1	1	2018_10_01_09_01_11.wav	1242.652	1242.652492816	1250.228632164	86.6	2285.6	7.576	2199.0	52.6	At12	
32	Spectrogram 1	1	2018_10_01_09_01_11.wav	1250.802	1250.801960736	1259.947930761	95.2	2281.2	9.146	2186.0	50.9	At12	
33	Spectrogram 1	1	2018_10_01_09_01_11.wav	1260.801	1260.801099606	1269.093900785	21.6	2337.5	8.293	2315.9	51.6	At12	
