Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power (dB)	Category	Comment
1	Spectrogram 1	1	2019_09_02_11_27_54.wav	1393.986	1393.985780642	1402.449215590	0.0	2588.6	8.463	2588.6	49.4	Df12	
2	Spectrogram 1	1	2019_09_02_11_27_54.wav	1403.541	1403.541271712	1414.052311890	51.9	2519.3	10.511	2467.4	48.1	Df12	
3	Spectrogram 1	1	2019_09_02_11_27_54.wav	1415.082	1415.082180477	1423.409108410	56.4	2520.7	8.327	2464.3	48.6	Df12	
4	Spectrogram 1	1	2019_09_02_11_27_54.wav	1424.296	1424.296404009	1434.363796387	98.8	2530.1	10.067	2431.4	44.3	Df12	
5	Spectrogram 1	1	2019_09_02_11_27_54.wav	1435.626	1435.626486279	1445.011343580	79.9	2483.1	9.385	2403.1	44.3	Df12	
6	Spectrogram 1	1	2019_09_02_11_27_54.wav	1446.419	1446.418628560	1456.417767430	9.4	2478.4	9.999	2469.0	43.8	Df12	
7	Spectrogram 1	1	2019_09_02_11_27_54.wav	1457.373	1457.373316537	1465.905004993	61.1	2501.9	8.532	2440.8	43.9	Df12	
8	Spectrogram 1	1	2019_09_02_11_27_54.wav	1466.780	1466.780165507	1477.018191654	56.4	2469.0	10.238	2412.5	43.6	Df12	
9	Spectrogram 1	1	2019_09_02_11_27_54.wav	1477.837	1477.837233746	1486.744316494	47.0	2501.9	8.907	2454.9	45.4	Df12	
10	Spectrogram 1	1	2019_09_02_11_27_54.wav	1487.563	1487.563358585	1497.255356671	47.0	2459.6	9.692	2412.5	44.3	Df12	
11	Spectrogram 1	1	2019_09_02_11_27_54.wav	1498.821	1498.820887903	1507.045435574	37.6	2450.2	8.225	2412.5	45.0	Df12	
12	Spectrogram 1	1	2019_09_02_11_27_54.wav	1508.308	1508.308125466	1515.816011307	79.9	2454.9	7.508	2374.9	46.9	Df12	
13	Spectrogram 1	1	2019_09_02_11_27_54.wav	1517.079	1517.078701198	1526.429431746	117.6	2436.1	9.351	2318.5	46.7	Df12	
14	Spectrogram 1	1	2019_09_02_11_27_54.wav	1527.936	1527.936064001	1536.706639734	56.4	2454.9	8.771	2398.4	46.8	Df12	
15	Spectrogram 1	1	2019_09_02_11_27_54.wav	1537.833	1537.832822610	1545.272454943	42.3	2483.1	7.440	2440.8	47.6	Df12	
16	Spectrogram 1	1	2019_09_02_11_27_54.wav	1546.615	1546.615278020	1555.931881814	65.8	2501.9	9.317	2436.1	46.1	Ar12	
17	Spectrogram 1	1	2019_09_02_11_27_54.wav	1557.468	1557.467585736	1565.487372885	56.4	2492.5	8.020	2436.1	46.4	Ar12	
