Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	UNIT
553	Spectrogram 1	1	834.185296136	834.551476412	386.4	2113.6	0.366	1727.2	1171.9	X
554	Spectrogram 1	1	834.892402876	835.208075528	477.3	2136.4	0.316	1659.1	1218.8	X
555	Spectrogram 1	1	835.586882711	835.927809175	340.9	2068.2	0.341	1727.3	1218.8	X
556	Spectrogram 1	1	836.306616357	836.660169727	250.0	2090.9	0.354	1840.9	1359.4	X
557	Spectrogram 1	1	836.937961661	837.342022655	340.9	2045.5	0.404	1704.6	1171.9	X
558	Spectrogram 1	1	840.347698817	842.772064783	369.2	2076.9	2.424	1707.7	937.5	Z
559	Spectrogram 1	1	845.133296220	845.688880087	323.1	1661.5	0.556	1338.4	609.4	17
560	Spectrogram 1	1	847.949096275	850.184058650	438.5	2030.8	2.235	1592.3	890.6	Z
561	Spectrogram 1	1	851.136136986	851.641213229	300.0	1453.8	0.505	1153.8	703.1	17
562	Spectrogram 1	1	853.358472455	853.863548698	253.8	1430.8	0.505	1177.0	703.1	17
563	Spectrogram 1	1	855.741757652	857.837824060	461.5	2030.8	2.096	1569.3	937.5	Z
564	Spectrogram 1	1	858.229258149	858.847976546	230.8	1569.2	0.619	1338.4	656.2	17
565	Spectrogram 1	1	861.215840855	861.683036380	207.7	1546.2	0.467	1338.5	609.4	17
566	Spectrogram 1	1	862.630054336	865.193316269	438.5	2030.8	2.563	1592.3	937.5	Z
567	Spectrogram 1	1	865.943382464	866.751504452	253.8	1569.2	0.808	1315.4	656.2	17
568	Spectrogram 1	1	870.539576275	871.398205889	300.0	1684.6	0.859	1384.6	609.4	17
569	Spectrogram 1	1	873.871248884	875.777911702	392.3	2076.9	1.907	1684.6	890.6	Z
570	Spectrogram 1	1	876.144091978	876.964840873	230.8	1500.0	0.821	1269.2	562.5	17
571	Spectrogram 1	1	878.353800542	878.959892033	253.8	1592.3	0.606	1338.5	609.4	17
572	Spectrogram 1	1	880.386732420	882.002976398	369.2	2053.8	1.616	1684.6	843.8	Z
573	Spectrogram 1	1	882.381783580	883.088890320	184.6	1500.0	0.707	1315.4	609.4	17
574	Spectrogram 1	1	884.667929130	885.349782059	184.6	1546.2	0.682	1361.6	562.5	17
575	Spectrogram 1	1	886.327132562	888.259049192	438.5	1984.6	1.932	1546.1	937.5	Z
576	Spectrogram 1	1	888.688363998	889.799531733	184.6	1476.9	1.111	1292.3	375.0	17
577	Spectrogram 1	1	893.135098301	894.094743163	115.4	1500.0	0.960	1384.6	375.0	17
578	Spectrogram 1	1	896.586573422	898.707893643	415.4	2446.2	2.121	2030.8	2156.2	Z
579	Spectrogram 1	1	899.162462262	900.286256903	184.6	1407.7	1.124	1223.1	468.8	17
580	Spectrogram 1	1	901.363031806	902.158526889	161.5	1430.8	0.795	1269.3	375.0	17
581	Spectrogram 1	1	904.469250701	905.933971806	484.6	2192.3	1.465	1707.7	750.0	Z
582	Spectrogram 1	1	906.335729690	907.169105491	138.5	1407.7	0.833	1269.2	328.1	17
583	Spectrogram 1	1	907.661554828	907.876212231	23.1	1500.0	0.215	1476.9	46.9	19
584	Spectrogram 1	1	907.914092950	908.217138696	69.2	1523.1	0.303	1453.9	328.1	18
585	Spectrogram 1	1	908.570692066	908.785349469	92.3	1569.2	0.215	1476.9	328.1	19
586	Spectrogram 1	1	908.810603281	909.479829303	92.3	1500.0	0.669	1407.7	328.1	17
587	Spectrogram 1	1	910.212189856	912.687063447	300.0	2146.2	2.475	1846.2	750.0	Z
588	Spectrogram 1	1	913.399212211	914.548260664	92.3	1361.5	1.149	1269.2	328.1	17
589	Spectrogram 1	1	917.869136962	918.992931603	92.3	1315.4	1.124	1223.1	328.1	17
590	Spectrogram 1	1	921.136999490	923.144677556	461.5	1984.6	2.008	1523.1	656.2	Z
591	Spectrogram 1	1	923.788649766	923.978053357	46.2	1430.8	0.189	1384.6	46.9	19
592	Spectrogram 1	1	924.015934076	924.937698219	92.3	1500.0	0.922	1407.7	328.1	17
593	Spectrogram 1	1	925.619551147	925.808954738	69.2	1476.9	0.189	1407.7	93.8	19
594	Spectrogram 1	1	925.872089269	926.225642639	138.5	1523.1	0.354	1384.6	328.1	18
595	Spectrogram 1	1	926.553942197	926.768599600	69.2	1523.1	0.215	1453.9	93.8	19
596	Spectrogram 1	1	926.806480319	927.627229213	92.3	1546.2	0.821	1453.9	328.1	17
597	Spectrogram 1	1	928.910923544	930.741824925	173.1	2457.7	1.831	2284.6	703.1	Z
598	Spectrogram 1	1	931.240587715	931.429991306	23.1	1338.5	0.189	1315.4	46.9	19
599	Spectrogram 1	1	931.467872024	932.263367107	115.4	1407.7	0.795	1292.3	328.1	17
600	Spectrogram 1	1	932.755816444	932.945220035	23.1	1315.4	0.189	1292.3	46.9	19
601	Spectrogram 1	1	932.995727659	933.462923184	46.2	1315.4	0.467	1269.2	46.9	17
602	Spectrogram 1	1	933.677580588	933.879611085	0.0	1176.9	0.202	1176.9	46.9	19
603	Spectrogram 1	1	933.917491803	934.599344731	69.2	1269.2	0.682	1200.0	328.1	17
604	Spectrogram 1	1	935.531192924	937.703020769	507.7	2215.4	2.172	1707.7	656.2	Z
605	Spectrogram 1	1	938.422754415	939.546549056	0.0	1223.1	1.124	1223.1	328.1	17
606	Spectrogram 1	1	942.463364360	943.561905188	115.4	1361.5	1.099	1246.1	281.2	17
607	Spectrogram 1	1	945.657971597	947.791918724	415.4	2123.1	2.134	1707.7	1312.5	Z
608	Spectrogram 1	1	948.244017908	948.471302217	23.1	1361.5	0.227	1338.4	46.9	19
609	Spectrogram 1	1	948.496556029	949.386752908	0.0	1315.4	0.890	1315.4	187.5	17
610	Spectrogram 1	1	950.030725118	950.207501803	92.3	1384.6	0.177	1292.3	281.2	19
611	Spectrogram 1	1	950.291341730	950.505999134	23.1	1430.8	0.215	1407.7	328.1	18
612	Spectrogram 1	1	951.023702283	951.187852062	23.1	1407.7	0.164	1384.6	187.5	19
613	Spectrogram 1	1	951.276240404	952.052795128	0.0	1430.8	0.777	1430.8	328.1	17
614	Spectrogram 1	1	953.809672242	955.451170032	346.2	2053.8	1.641	1707.6	468.8	Z
615	Spectrogram 1	1	956.145649866	956.303486192	46.2	1315.4	0.158	1269.2	187.5	19
616	Spectrogram 1	1	956.417128347	957.395713568	46.2	1407.7	0.979	1361.5	187.5	17
617	Spectrogram 1	1	959.968170195	960.946755416	92.3	1315.4	0.979	1223.1	187.5	17
618	Spectrogram 1	1	963.526879345	965.616632301	484.6	2076.9	2.090	1592.3	750.0	Z
619	Spectrogram 1	1	966.235350699	966.487888820	69.2	1361.5	0.253	1292.3	562.5	19
620	Spectrogram 1	1	966.538396445	967.876848489	92.3	1384.6	1.338	1292.3	187.5	17
621	Spectrogram 1	1	968.994329676	969.840332383	23.1	1315.4	0.846	1292.3	187.5	17
622	Spectrogram 1	1	971.020948102	973.028626168	207.7	2007.7	2.008	1800.0	234.4	Z
623	Spectrogram 1	1	973.474160118	973.676190616	46.2	1384.6	0.202	1338.4	46.9	19
624	Spectrogram 1	1	973.714071334	974.534820229	46.2	1338.5	0.821	1292.3	187.5	17
625	Spectrogram 1	1	975.077777190	975.292434593	0.0	1315.4	0.215	1315.4	234.4	19
626	Spectrogram 1	1	975.330315312	975.683868682	46.2	1361.5	0.354	1315.3	46.9	18
627	Spectrogram 1	1	975.961660615	976.176318019	69.2	1315.4	0.215	1246.2	93.8	19
628	Spectrogram 1	1	976.226825643	976.858170947	46.2	1338.5	0.631	1292.3	46.9	17
629	Spectrogram 1	1	977.868323433	980.002270560	484.6	2100.0	2.134	1615.4	796.9	Z
630	Spectrogram 1	1	980.860900173	981.845798847	46.2	1246.2	0.985	1200.0	187.5	17
631	Spectrogram 1	1	985.053505505	986.215180864	0.0	1269.2	1.162	1269.2	187.5	17
632	Spectrogram 1	1	988.645860284	990.299984980	357.7	1765.4	1.654	1407.7	750.0	Z
633	Spectrogram 1	1	990.786120864	991.013405173	92.3	1153.8	0.227	1061.5	187.5	19
634	Spectrogram 1	1	991.076539704	991.947796223	69.2	1176.9	0.871	1107.7	187.5	17
635	Spectrogram 1	1	993.496336161	993.723620470	0.0	1223.1	0.227	1223.1	187.5	19
636	Spectrogram 1	1	993.799381907	994.506488647	69.2	1223.1	0.707	1153.9	328.1	17
637	Spectrogram 1	1	995.771242618	997.071813944	230.8	2007.7	1.301	1776.9	703.1	Z
638	Spectrogram 1	1	997.526382563	997.829428309	0.0	1269.2	0.303	1269.2	93.8	19
639	Spectrogram 1	1	997.879935933	998.511281237	46.2	1200.0	0.631	1153.8	187.5	17
640	Spectrogram 1	1	999.092118916	999.306776320	0.0	1292.3	0.215	1292.3	93.8	19
641	Spectrogram 1	1	999.395164662	999.685583502	46.2	1338.5	0.290	1292.3	46.9	18
642	Spectrogram 1	1	1000.039136872	1000.266421181	46.2	1315.4	0.227	1269.2	187.5	19
643	Spectrogram 1	1	1000.342182618	1001.049289358	46.2	1338.5	0.707	1292.3	328.1	17
644	Spectrogram 1	1	1002.223591623	1003.776701071	507.7	2053.8	1.553	1546.1	796.9	19
645	Spectrogram 1	1	1004.430081779	1004.669992994	0.0	1315.4	0.240	1315.4	187.5	19
646	Spectrogram 1	1	1004.720500619	1005.579130232	69.2	1315.4	0.859	1246.2	328.1	17
647	Spectrogram 1	1	1008.647468408	1009.569232552	0.0	1338.5	0.922	1338.5	187.5	17
648	Spectrogram 1	1	1012.034254862	1013.372706906	300.0	2146.2	1.338	1846.2	1546.9	Z
649	Spectrogram 1	1	1013.903036961	1014.130321271	0.0	1338.5	0.227	1338.5	187.5	19
650	Spectrogram 1	1	1014.168201989	1014.887935635	69.2	1223.1	0.720	1153.9	187.5	17
651	Spectrogram 1	1	1015.557161657	1015.771819061	23.1	1246.2	0.215	1223.1	93.8	19
652	Spectrogram 1	1	1015.860207403	1016.137999337	0.0	1223.1	0.278	1223.1	328.1	18
653	Spectrogram 1	1	1016.529433425	1016.769344641	23.1	1315.4	0.240	1292.3	93.8	19
654	Spectrogram 1	1	1016.807225359	1017.425943757	0.0	1315.4	0.619	1315.4	187.5	17
655	Spectrogram 1	1	1018.903291768	1020.140728563	392.3	2076.9	1.237	1684.6	796.9	Z
656	Spectrogram 1	1	1020.612290562	1020.864828683	0.0	1315.4	0.253	1315.4	93.8	19
657	Spectrogram 1	1	1020.940590120	1021.508800893	46.2	1315.4	0.568	1269.2	328.1	17
658	Spectrogram 1	1	1022.114892385	1022.354803600	23.1	1269.2	0.240	1246.1	93.8	19
659	Spectrogram 1	1	1022.430565037	1022.758864595	46.2	1338.5	0.328	1292.3	328.1	18
660	Spectrogram 1	1	1023.087164153	1023.314448462	0.0	1384.6	0.227	1384.6	93.8	19
661	Spectrogram 1	1	1023.352329180	1024.046809014	46.2	1292.3	0.694	1246.1	281.2	17
662	Spectrogram 1	1	1025.516572144	1026.968666343	392.3	1938.5	1.452	1546.2	843.8	Z
663	Spectrogram 1	1	1027.511623304	1027.713653801	0.0	1246.2	0.202	1246.2	93.8	19
664	Spectrogram 1	1	1027.789415238	1028.711179381	0.0	1246.2	0.922	1246.2	328.1	17
665	Spectrogram 1	1	1031.389471282	1032.399623768	46.2	1292.3	1.010	1246.1	328.1	17
666	Spectrogram 1	1	1034.826765360	1036.165217404	484.6	2100.0	1.338	1615.4	796.9	Z
667	Spectrogram 1	1	1036.758681990	1036.960712487	0.0	1407.7	0.202	1407.7	93.8	19
668	Spectrogram 1	1	1037.011220111	1037.806715194	0.0	1430.8	0.795	1430.8	328.1	17
669	Spectrogram 1	1	1038.463314310	1038.677971713	23.1	1315.4	0.215	1292.3	93.8	19
670	Spectrogram 1	1	1038.728479338	1039.069405802	23.1	1315.4	0.341	1292.3	46.9	18
671	Spectrogram 1	1	1039.460839890	1039.650243481	23.1	1338.5	0.189	1315.4	140.6	19
672	Spectrogram 1	1	1039.688124200	1040.357350222	23.1	1269.2	0.669	1246.1	234.4	17
673	Spectrogram 1	1	1041.786929523	1043.276904440	249.1	1969.8	1.490	1720.7	937.5	Z
674	Spectrogram 1	1	1043.655711622	1043.870369025	22.6	1426.4	0.215	1403.8	140.6	19
675	Spectrogram 1	1	1043.908249743	1044.564848859	67.9	1471.7	0.657	1403.8	234.4	17
676	Spectrogram 1	1	1045.019417478	1045.208821069	0.0	1403.8	0.189	1403.8	93.8	19
677	Spectrogram 1	1	1045.271153403	1045.870931441	0.0	1290.6	0.600	1290.6	421.9	17
678	Spectrogram 1	1	1049.230963170	1051.794225103	339.6	2015.1	2.563	1675.5	843.8	Z
679	Spectrogram 1	1	1052.179345739	1052.709675794	135.8	1494.3	0.530	1358.5	421.9	17
680	Spectrogram 1	1	1055.752760158	1056.485120711	135.8	1290.6	0.732	1154.8	375.0	17
681	Spectrogram 1	1	1058.844761298	1060.865066271	317.0	2015.1	2.020	1698.1	937.5	Z
682	Spectrogram 1	1	1061.685815166	1062.531817873	90.6	1426.4	0.846	1335.8	375.0	17
683	Spectrogram 1	1	1063.180156556	1063.546336833	362.3	2173.6	0.366	1811.3	468.8	X
684	Spectrogram 1	1	1063.697859706	1064.076666888	249.1	2128.3	0.379	1879.2	1031.2	X
685	Spectrogram 1	1	1064.493354788	1064.859535065	113.2	2083.0	0.366	1969.8	234.4	X
686	Spectrogram 1	1	1065.238342247	1065.604522523	67.9	2060.4	0.366	1992.5	890.6	X
687	Spectrogram 1	1	1065.793926114	1066.109598766	135.8	2060.4	0.316	1924.6	937.5	X
688	Spectrogram 1	1	1066.400017606	1066.766197882	113.2	2037.7	0.366	1924.5	1078.1	X
689	Spectrogram 1	1	1067.069243628	1067.359662468	113.2	2015.1	0.290	1901.9	1078.1	X
690	Spectrogram 1	1	1067.637454401	1067.898688759	135.8	1992.5	0.261	1856.7	1078.1	X
691	Spectrogram 1	1	1068.290122848	1068.618422406	113.2	1969.8	0.328	1856.6	1078.1	X
692	Spectrogram 1	1	1068.934095058	1069.325529146	113.2	1969.8	0.391	1856.6	1031.2	X
693	Spectrogram 1	1	1069.615947986	1069.918993731	181.1	2037.7	0.303	1856.6	1078.1	X
694	Spectrogram 1	1	1070.247293289	1070.550339035	181.1	2015.1	0.303	1834.0	1078.1	X
695	Spectrogram 1	1	1070.903892405	1071.219565057	181.1	1992.5	0.316	1811.4	1125.0	X
696	Spectrogram 1	1	1073.845082935	1076.559867741	407.5	2015.1	2.715	1607.6	703.1	Z
697	Spectrogram 1	1	1080.264593246	1081.110595953	181.1	1426.4	0.846	1245.3	468.8	17
698	Spectrogram 1	1	1082.638451588	1083.029885677	249.1	1924.5	0.391	1675.4	281.2	X
699	Spectrogram 1	1	1083.181408550	1083.560215732	181.1	2037.7	0.379	1856.6	984.4	X
700	Spectrogram 1	1	1083.964276726	1084.317830097	226.4	1924.5	0.354	1698.1	1125.0	X
701	Spectrogram 1	1	1084.646129654	1084.987056119	181.1	1947.2	0.341	1766.1	1171.9	X
702	Spectrogram 1	1	1085.353236395	1085.643655235	226.4	1969.8	0.290	1743.4	1171.9	X
703	Spectrogram 1	1	1085.971954792	1086.325508163	135.8	1969.8	0.354	1834.0	328.1	X
704	Spectrogram 1	1	1086.602384799	1086.968565075	317.0	2015.1	0.366	1698.1	375.0	X
705	Spectrogram 1	1	1087.221103197	1087.549402755	181.1	2083.0	0.328	1901.9	281.2	X
706	Spectrogram 1	1	1087.928209937	1088.256509495	135.8	1947.2	0.328	1811.4	375.0	X
707	Spectrogram 1	1	1088.559555241	1088.837347174	181.1	1992.5	0.278	1811.4	375.0	17
708	Spectrogram 1	1	1089.178273638	1089.506573196	181.1	2015.1	0.328	1834.0	328.1	17
709	Spectrogram 1	1	1089.860126566	1090.163172312	158.5	2060.4	0.303	1901.9	281.2	17
710	Spectrogram 1	1	1090.529352589	1090.819771428	249.1	2060.4	0.290	1811.3	1265.6	17
711	Spectrogram 1	1	1093.723756790	1096.249138005	305.7	2003.8	2.525	1698.1	328.1	Z
712	Spectrogram 1	1	1097.991651044	1098.660877066	90.6	1381.1	0.669	1290.5	375.0	17
713	Spectrogram 1	1	1101.893365022	1102.499456513	203.8	1426.4	0.606	1222.6	609.4	17
714	Spectrogram 1	1	1104.008488174	1104.311533919	158.5	1947.2	0.303	1788.7	375.0	X
715	Spectrogram 1	1	1104.690341102	1104.980759941	67.9	1969.8	0.290	1901.9	375.0	X
716	Spectrogram 1	1	1105.245924969	1105.561597621	181.1	1947.2	0.316	1766.1	328.1	X
717	Spectrogram 1	1	1105.940404803	1106.230823643	45.3	1947.2	0.290	1901.9	234.4	X
718	Spectrogram 1	1	1106.533869389	1106.849542041	158.5	1924.5	0.316	1766.0	375.0	X
719	Spectrogram 1	1	1107.177841599	1107.480887345	135.8	1924.5	0.303	1788.7	281.2	X
720	Spectrogram 1	1	1107.783933090	1108.099605742	158.5	2015.1	0.316	1856.6	375.0	X
721	Spectrogram 1	1	1108.415278394	1108.718324140	181.1	2015.1	0.303	1834.0	1125.0	X
722	Spectrogram 1	1	1109.033996792	1109.362296350	135.8	2015.1	0.328	1879.3	375.0	X
723	Spectrogram 1	1	1109.665342096	1110.018895466	135.8	2037.7	0.354	1901.9	328.1	X
724	Spectrogram 1	1	1110.321941212	1110.637613864	158.5	2015.1	0.316	1856.6	1218.8	X
725	Spectrogram 1	1	1113.460838727	1115.796816351	192.5	1981.1	2.336	1788.6	281.2	Z
726	Spectrogram 1	1	1116.548117262	1117.255224002	135.8	1539.6	0.707	1403.8	421.9	17
727	Spectrogram 1	1	1121.093803450	1121.800910190	203.8	1494.3	0.707	1290.5	421.9	17
728	Spectrogram 1	1	1123.665835042	1126.052320290	339.6	1992.5	2.386	1652.9	515.6	Z
729	Spectrogram 1	1	1126.797307749	1127.504414489	181.1	1539.6	0.707	1358.5	468.8	17
730	Spectrogram 1	1	1128.969135594	1129.537346367	135.8	1426.4	0.568	1290.6	375.0	17
731	Spectrogram 1	1	1131.566384287	1133.712958320	339.6	2015.1	2.147	1675.5	750.0	Z
732	Spectrogram 1	1	1134.385036289	1135.205785184	135.8	1471.7	0.821	1335.9	421.9	17
733	Spectrogram 1	1	1136.304326013	1136.834656068	135.8	1403.8	0.530	1268.0	375.0	17
734	Spectrogram 1	1	1138.930722477	1140.837385294	249.1	1947.2	1.907	1698.1	281.2	Z
735	Spectrogram 1	1	1141.153057946	1141.923299217	90.6	1449.1	0.770	1358.5	468.8	17
736	Spectrogram 1	1	1142.921292723	1143.792549242	90.6	1471.7	0.871	1381.1	421.9	17
737	Spectrogram 1	1	1147.126052446	1148.060443496	101.9	1392.5	0.934	1290.6	375.0	17
738	Spectrogram 1	1	1150.308032778	1152.441979905	407.5	2037.7	2.134	1630.2	609.4	Z
739	Spectrogram 1	1	1153.032235260	1154.181283713	90.6	1494.3	1.149	1403.7	375.0	17
740	Spectrogram 1	1	1155.406093603	1156.176334873	135.8	1358.5	0.770	1222.7	328.1	17
741	Spectrogram 1	1	1157.388517856	1159.585599514	181.1	1969.8	2.197	1788.7	281.2	Z
742	Spectrogram 1	1	1160.254825536	1161.100828243	67.9	1358.5	0.846	1290.6	328.1	17
743	Spectrogram 1	1	1162.755762274	1163.614391888	113.2	1652.8	0.859	1539.6	375.0	17
744	Spectrogram 1	1	1164.719246169	1167.055223793	158.5	1924.5	2.336	1766.0	234.4	Z
745	Spectrogram 1	1	1167.724449815	1168.999767329	90.6	1403.8	1.275	1313.2	328.1	17
746	Spectrogram 1	1	1171.929209539	1172.964615837	0.0	1335.8	1.035	1335.8	281.2	17
747	Spectrogram 1	1	1175.032220159	1177.380824689	135.8	1947.2	2.349	1811.4	281.2	Z
748	Spectrogram 1	1	1178.138439053	1179.135964633	0.0	1335.8	0.998	1335.8	328.1	17
749	Spectrogram 1	1	1180.815343142	1181.749734191	45.3	1267.9	0.934	1222.6	328.1	17
750	Spectrogram 1	1	1182.879967847	1185.013914974	135.8	2015.1	2.134	1879.3	281.2	Z
751	Spectrogram 1	1	1185.493737405	1185.683140996	45.3	1335.8	0.189	1290.5	46.9	19
752	Spectrogram 1	1	1185.733648620	1186.541770609	67.9	1358.5	0.808	1290.6	328.1	17
753	Spectrogram 1	1	1187.034219946	1187.274131162	0.0	1335.8	0.240	1335.8	0.0	19
754	Spectrogram 1	1	1187.337265692	1187.615057626	22.6	1313.2	0.278	1290.6	328.1	18
755	Spectrogram 1	1	1188.019118620	1188.271656742	0.0	1290.6	0.253	1290.6	0.0	19
756	Spectrogram 1	1	1188.309537460	1189.092405637	0.0	1347.2	0.783	1347.2	328.1	17
757	Spectrogram 1	1	1190.007981889	1192.495482386	192.5	1890.6	2.488	1698.1	609.4	Z
758	Spectrogram 1	1	1193.227842939	1194.263249237	56.6	1483.0	1.035	1426.4	328.1	17
759	Spectrogram 1	1	1197.255825977	1198.265978463	79.2	1505.7	1.010	1426.5	281.2	17
760	Spectrogram 1	1	1200.339539152	1202.220948157	249.1	1947.2	1.881	1698.1	656.2	Z
761	Spectrogram 1	1	1202.915427991	1203.117458488	90.6	1290.6	0.202	1200.0	375.0	19
762	Spectrogram 1	1	1203.155339207	1204.026595726	45.3	1245.3	0.871	1200.0	328.1	17
763	Spectrogram 1	1	1204.758956278	1204.986240588	22.6	1267.9	0.227	1245.3	46.9	19
764	Spectrogram 1	1	1205.011494400	1205.289286334	45.3	1290.6	0.278	1245.3	46.9	18
765	Spectrogram 1	1	1205.794362577	1205.983766168	22.6	1267.9	0.189	1245.3	187.5	19
766	Spectrogram 1	1	1206.034273792	1206.829768875	22.6	1222.6	0.795	1200.0	328.1	17
767	Spectrogram 1	1	1207.966190422	1209.759211084	203.8	1924.5	1.793	1720.7	281.2	Z
768	Spectrogram 1	1	1210.264759843	1210.479417246	22.6	1403.8	0.215	1381.2	140.6	19
769	Spectrogram 1	1	1210.542551776	1211.300166141	22.6	1449.1	0.758	1426.5	328.1	17
770	Spectrogram 1	1	1211.868376914	1212.095661224	90.6	1471.7	0.227	1381.1	140.6	19
771	Spectrogram 1	1	1212.146168848	1212.360826251	22.6	1471.7	0.215	1449.1	375.0	18
772	Spectrogram 1	1	1212.891156307	1213.118440616	0.0	1607.5	0.227	1607.5	140.6	19
773	Spectrogram 1	1	1213.168948240	1213.850801168	45.3	1630.2	0.682	1584.9	328.1	17
774	Spectrogram 1	1	1214.898834373	1216.944393157	249.1	1992.5	2.046	1743.4	281.2	Z
775	Spectrogram 1	1	1217.588365367	1217.815649676	22.6	1471.7	0.227	1449.1	140.6	19
776	Spectrogram 1	1	1217.877184181	1218.710559982	22.6	1426.4	0.833	1403.8	328.1	17
777	Spectrogram 1	1	1221.538986943	1222.561766335	90.6	1426.4	1.023	1335.8	328.1	17
778	Spectrogram 1	1	1224.903479890	1226.507096962	339.6	2173.6	1.604	1834.0	750.0	Z
779	Spectrogram 1	1	1227.315218951	1227.517249448	0.0	1471.7	0.202	1471.7	93.8	19
780	Spectrogram 1	1	1227.567757072	1228.312744531	45.3	1539.6	0.745	1494.3	187.5	17
781	Spectrogram 1	1	1229.285016298	1229.524927514	22.6	1449.1	0.240	1426.5	140.6	19
782	Spectrogram 1	1	1229.550181326	1229.853227072	67.9	1449.1	0.303	1381.2	187.5	18
783	Spectrogram 1	1	1230.434893817	1230.611951546	113.2	1426.4	0.177	1313.2	140.6	19
784	Spectrogram 1	1	1230.687833430	1231.370770385	67.9	1381.1	0.683	1313.2	328.1	17
785	Spectrogram 1	1	1232.787232218	1234.330163857	271.7	2105.7	1.543	1834.0	281.2	Z
786	Spectrogram 1	1	1235.038394773	1235.215452502	0.0	1381.1	0.177	1381.1	140.6	19
787	Spectrogram 1	1	1235.303981367	1236.088094167	22.6	1403.8	0.784	1381.2	187.5	17
788	Spectrogram 1	1	1236.745737161	1236.960735832	22.6	1313.2	0.215	1290.6	140.6	19
789	Spectrogram 1	1	1237.021120770	1237.280383874	0.0	1267.9	0.259	1267.9	0.0	18
790	Spectrogram 1	1	1237.798910080	1237.938026867	0.0	1313.2	0.139	1313.2	140.6	19
791	Spectrogram 1	1	1238.013908751	1238.753757119	22.6	1381.1	0.740	1358.5	187.5	17
792	Spectrogram 1	1	1240.365558292	1242.098194641	475.5	2105.7	1.733	1630.2	796.9	Z
793	Spectrogram 1	1	1242.778021558	1242.993020229	0.0	1449.1	0.215	1449.1	140.6	19
794	Spectrogram 1	1	1243.018314190	1243.935220287	45.3	1449.1	0.917	1403.8	328.1	17
795	Spectrogram 1	1	1247.014760075	1247.975930604	0.0	1539.6	0.961	1539.6	0.0	17
796	Spectrogram 1	1	1250.344795975	1251.957286073	249.1	2083.0	1.612	1833.9	703.1	Z
797	Spectrogram 1	1	1252.558017678	1252.768800698	22.6	1449.1	0.211	1426.5	140.6	19
798	Spectrogram 1	1	1252.832035603	1253.506541265	45.3	1449.1	0.675	1403.8	328.1	17
799	Spectrogram 1	1	1254.802856834	1255.024179005	22.6	1267.9	0.221	1245.3	140.6	19
800	Spectrogram 1	1	1255.076874759	1255.793537025	45.3	1313.2	0.717	1267.9	328.1	17
801	Spectrogram 1	1	1257.604364998	1258.879602265	317.0	2037.7	1.275	1720.7	796.9	Z
802	Spectrogram 1	1	1259.480333870	1259.712195191	0.0	1449.1	0.232	1449.1	140.6	19
803	Spectrogram 1	1	1259.743812644	1260.344544249	0.0	1426.4	0.601	1426.4	328.1	17
804	Spectrogram 1	1	1261.113902270	1261.324685289	0.0	1335.8	0.211	1335.8	140.6	19
805	Spectrogram 1	1	1261.356302742	1261.683016422	22.6	1335.8	0.327	1313.2	375.0	18
806	Spectrogram 1	1	1262.252130574	1262.452374443	45.3	1381.1	0.200	1335.8	140.6	19
807	Spectrogram 1	1	1262.505070198	1263.105801803	22.6	1358.5	0.601	1335.9	328.1	17
808	Spectrogram 1	1	1264.089084623	1265.965053495	339.6	2060.4	1.876	1720.8	703.1	Z
809	Spectrogram 1	1	1266.702794062	1266.913577082	22.6	1449.1	0.211	1426.5	187.5	19
810	Spectrogram 1	1	1266.966272837	1267.746170008	67.9	1426.4	0.780	1358.5	328.1	17
811	Spectrogram 1	1	1270.662278021	1271.558105853	22.6	1494.3	0.896	1471.7	187.5	17
812	Spectrogram 1	1	1273.929414821	1275.584061523	67.9	2060.4	1.655	1992.5	93.8	Z
813	Spectrogram 1	1	1276.304771052	1276.536632374	22.6	1403.8	0.232	1381.2	140.6	19
814	Spectrogram 1	1	1276.589328129	1277.390303602	22.6	1381.1	0.801	1358.5	328.1	17
815	Spectrogram 1	1	1278.549610209	1278.781471530	22.6	1313.2	0.232	1290.6	140.6	19
816	Spectrogram 1	1	1278.834167285	1279.487594645	22.6	1313.2	0.653	1290.6	328.1	17
817	Spectrogram 1	1	1281.216015403	1282.680957388	226.4	2037.7	1.465	1811.3	750.0	Z
818	Spectrogram 1	1	1283.261342571	1283.501253787	90.6	1403.8	0.240	1313.2	140.6	19
819	Spectrogram 1	1	1283.577015223	1284.599794615	45.3	1358.5	1.023	1313.2	328.1	17
820	Spectrogram 1	1	1284.965974892	1285.155378483	22.6	1313.2	0.189	1290.6	140.6	19
821	Spectrogram 1	1	1285.193259201	1285.597320195	45.3	1267.9	0.404	1222.6	187.5	18
822	Spectrogram 1	1	1286.127650251	1286.317053842	45.3	1245.3	0.189	1200.0	140.6	19
823	Spectrogram 1	1	1286.354934560	1287.024160582	0.0	1222.6	0.669	1222.6	328.1	17
824	Spectrogram 1	1	1288.383913204	1289.798126684	181.1	2196.2	1.414	2015.1	1078.1	Z
825	Spectrogram 1	1	1290.328456739	1290.467352706	22.6	1222.6	0.139	1200.0	140.6	19
826	Spectrogram 1	1	1290.543114143	1291.300728507	45.3	1245.3	0.758	1200.0	328.1	17
