Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	UNIT
271	Spectrogram 1	1	421.491889429	422.474032230	45.3	1245.3	0.982	1200.0	281.2	17
272	Spectrogram 1	1	424.696863954	426.732578122	317.0	1947.2	2.036	1630.2	1406.2	Z
273	Spectrogram 1	1	427.554006646	428.571863730	22.6	1177.4	1.018	1154.8	281.2	17
274	Spectrogram 1	1	430.625435039	431.607577840	45.3	1154.7	0.982	1109.4	281.2	17
275	Spectrogram 1	1	432.839720625	435.018291928	249.1	1992.5	2.179	1743.4	656.2	Z
276	Spectrogram 1	1	435.559186353	435.782400626	0.0	1267.9	0.223	1267.9	0.0	19
277	Spectrogram 1	1	435.809186338	436.612757720	0.0	1267.9	0.804	1267.9	187.5	17
278	Spectrogram 1	1	437.175257688	437.362757677	45.3	1200.0	0.187	1154.7	46.9	19
279	Spectrogram 1	1	437.407400531	437.719900513	45.3	1200.0	0.312	1154.7	46.9	18
280	Spectrogram 1	1	438.143477615	439.125620415	45.3	1245.3	0.982	1200.0	234.4	17
281	Spectrogram 1	1	440.296509106	442.198294710	203.8	2037.7	1.902	1833.9	656.2	Z
282	Spectrogram 1	1	442.930437525	443.930437467	22.6	1177.4	1.000	1154.8	281.2	17
283	Spectrogram 1	1	447.117518417	448.242518352	22.6	1290.6	1.125	1268.0	234.4	17
284	Spectrogram 1	1	450.430204093	452.287346842	362.3	1969.8	1.857	1607.5	656.2	Z
285	Spectrogram 1	1	452.876632523	453.046275370	22.6	1449.1	0.170	1426.5	46.9	19
286	Spectrogram 1	1	453.117703937	454.028418170	90.6	1449.1	0.911	1358.5	187.5	17
287	Spectrogram 1	1	454.590918138	454.769489556	45.3	1335.8	0.179	1290.5	46.9	19
288	Spectrogram 1	1	454.823060981	455.108775251	0.0	1313.2	0.286	1313.2	0.0	18
289	Spectrogram 1	1	455.555203796	455.733775214	22.6	1200.0	0.179	1177.4	46.9	19
290	Spectrogram 1	1	455.760560927	456.465918029	45.3	1245.3	0.705	1200.0	234.4	17
291	Spectrogram 1	1	457.658634564	459.631848735	271.7	1947.2	1.973	1675.5	656.2	Z
292	Spectrogram 1	1	460.212205845	460.363991550	22.6	1290.6	0.152	1268.0	234.4	19
293	Spectrogram 1	1	460.435420117	461.203277216	67.9	1267.9	0.768	1200.0	281.2	17
294	Spectrogram 1	1	461.783634325	461.962205743	0.0	1267.9	0.179	1267.9	0.0	17
295	Spectrogram 1	1	462.078277165	462.310420009	0.0	1245.3	0.232	1245.3	0.0	18
296	Spectrogram 1	1	462.738991413	462.926491402	22.6	1222.6	0.187	1200.0	187.5	19
297	Spectrogram 1	1	462.988991398	463.810419922	0.0	1245.3	0.821	1245.3	281.2	17
298	Spectrogram 1	1	464.913814314	467.038814191	384.9	2060.4	2.125	1675.5	1125.0	Z
299	Spectrogram 1	1	467.628099872	467.806671290	0.0	1313.2	0.179	1313.2	140.6	19
300	Spectrogram 1	1	467.887028428	468.735242665	0.0	1267.9	0.848	1267.9	328.1	17
301	Spectrogram 1	1	471.503099647	472.181671037	0.0	1267.9	0.679	1267.9	281.2	17
302	Spectrogram 1	1	474.514559623	476.699014374	384.9	1947.2	2.184	1562.3	1125.0	Z
303	Spectrogram 1	1	477.298759399	477.526043708	0.0	1200.0	0.227	1200.0	46.9	19
304	Spectrogram 1	1	477.576551332	478.372046415	67.9	1222.6	0.795	1154.7	281.2	17
305	Spectrogram 1	1	479.117033873	479.306437465	0.0	1222.6	0.189	1222.6	187.5	19
306	Spectrogram 1	1	479.445333431	479.811513708	0.0	1177.4	0.366	1177.4	0.0	18
307	Spectrogram 1	1	480.114559453	480.354470669	0.0	1177.4	0.240	1177.4	93.8	19
308	Spectrogram 1	1	480.442859011	481.187846470	22.6	1109.4	0.745	1086.8	281.2	17
309	Spectrogram 1	1	482.905105696	484.685499453	362.3	1969.8	1.780	1607.5	1265.6	Z
310	Spectrogram 1	1	485.259464513	485.423614292	0.0	1177.4	0.164	1177.4	93.8	19
311	Spectrogram 1	1	485.499375728	486.395886060	22.6	1154.7	0.897	1132.1	328.1	17
312	Spectrogram 1	1	488.580340811	488.769744402	22.6	1064.2	0.189	1041.6	140.6	19
313	Spectrogram 1	1	488.820252026	489.742016170	22.6	1086.8	0.922	1064.2	328.1	17
314	Spectrogram 1	1	491.258632712	494.516374480	475.5	2060.4	3.258	1584.9	609.4	Z
315	Spectrogram 1	1	494.996196910	495.261361938	22.6	1154.7	0.265	1132.1	93.8	19
316	Spectrogram 1	1	495.286615750	496.195752988	45.3	1109.4	0.909	1064.1	281.2	17
317	Spectrogram 1	1	497.704109097	497.956647219	0.0	1267.9	0.253	1267.9	93.8	19
318	Spectrogram 1	1	497.994527937	498.827903738	22.6	1222.6	0.833	1200.0	281.2	17
319	Spectrogram 1	1	500.557789871	502.868513682	271.7	2083.0	2.311	1811.3	281.2	Z
320	Spectrogram 1	1	503.259947771	503.525112798	0.0	1313.2	0.265	1313.2	0.0	19
321	Spectrogram 1	1	503.575620423	504.535265285	0.0	1290.6	0.960	1290.6	234.4	17
322	Spectrogram 1	1	506.200389327	507.084272753	45.3	1290.6	0.884	1245.3	234.4	17
323	Spectrogram 1	1	510.589946421	511.511710565	113.2	1245.3	0.922	1132.1	234.4	17
324	Spectrogram 1	1	513.681272011	515.638442453	407.5	1992.5	1.957	1585.0	1031.2	Z
325	Spectrogram 1	1	516.509698972	517.481970740	45.3	1109.4	0.972	1064.1	234.4	17
326	Spectrogram 1	1	519.318626407	520.202509833	67.9	1200.0	0.884	1132.1	281.2	17
327	Spectrogram 1	1	521.312050008	523.433370229	203.8	1969.8	2.121	1766.0	234.4	Z
328	Spectrogram 1	1	523.938446472	524.115223157	45.3	1132.1	0.177	1086.8	234.4	19
329	Spectrogram 1	1	524.190984593	525.087494925	0.0	1086.8	0.897	1086.8	234.4	17
330	Spectrogram 1	1	528.117952383	528.307355974	45.3	1177.4	0.189	1132.1	46.9	19
331	Spectrogram 1	1	528.383117411	529.330135366	67.9	1154.7	0.947	1086.8	281.2	17
332	Spectrogram 1	1	531.384427098	533.682524004	362.3	1969.8	2.298	1607.5	375.0	Z
333	Spectrogram 1	1	534.339123120	535.425037043	67.9	1245.3	1.086	1177.4	281.2	17
334	Spectrogram 1	1	536.917075323	537.712570406	22.6	1200.0	0.795	1177.4	281.2	19
335	Spectrogram 1	1	539.189918417	541.462761511	452.8	2015.1	2.273	1562.3	984.4	Z
336	Spectrogram 1	1	542.143699141	542.333102732	22.6	1403.8	0.189	1381.2	46.9	19
337	Spectrogram 1	1	542.408864169	543.469524279	22.6	1335.8	1.061	1313.2	281.2	17
338	Spectrogram 1	1	546.689385329	547.623776378	0.0	1335.8	0.934	1335.8	0.0	17
339	Spectrogram 1	1	549.810970044	552.033305513	328.3	1958.5	2.222	1630.2	562.5	Z
340	Spectrogram 1	1	552.822843274	553.795115042	79.2	1369.8	0.972	1290.6	281.2	17
341	Spectrogram 1	1	555.487120456	556.396257693	56.6	1392.5	0.909	1335.9	281.2	17
342	Spectrogram 1	1	557.626146319	559.684332009	328.3	2071.7	2.058	1743.4	562.5	Z
343	Spectrogram 1	1	560.126273722	560.303050407	34.0	1211.3	0.177	1177.3	46.9	19
344	Spectrogram 1	1	560.353558031	561.161680020	34.0	1234.0	0.808	1200.0	281.2	17
345	Spectrogram 1	1	562.702162561	563.586045987	11.3	1166.0	0.884	1154.7	281.2	17
346	Spectrogram 1	1	564.807281337	565.956329790	192.5	2003.8	1.149	1811.3	703.1	Z
347	Spectrogram 1	1	566.316196613	566.492973298	56.6	1256.6	0.177	1200.0	328.1	19
348	Spectrogram 1	1	566.606615453	567.338976006	34.0	1279.2	0.732	1245.2	281.2	17
349	Spectrogram 1	1	569.879047490	570.712423291	34.0	1460.4	0.833	1426.4	421.9	17
350	Spectrogram 1	1	573.734657029	576.411561117	373.6	2049.1	2.677	1675.5	750.0	Z
351	Spectrogram 1	1	576.979771890	577.143921669	11.3	1437.7	0.164	1426.4	46.9	19
352	Spectrogram 1	1	577.219683106	577.989924376	11.3	1437.7	0.770	1426.4	328.1	17
353	Spectrogram 1	1	579.265241890	579.467272387	11.3	1392.5	0.202	1381.2	46.9	19
354	Spectrogram 1	1	579.530406917	580.262767470	34.0	1369.8	0.732	1335.8	375.0	17
355	Spectrogram 1	1	581.996068068	583.460789172	305.7	2003.8	1.465	1698.1	796.9	Z
356	Spectrogram 1	1	583.965865415	584.155269007	11.3	1505.7	0.189	1494.4	46.9	19
357	Spectrogram 1	1	584.218403537	584.849748841	56.6	1483.0	0.631	1426.4	328.1	17
358	Spectrogram 1	1	585.733632266	585.872528233	11.3	1505.7	0.139	1494.4	46.9	19
359	Spectrogram 1	1	585.973543482	586.200827791	56.6	1505.7	0.227	1449.1	328.1	18
360	Spectrogram 1	1	586.781665470	586.933188343	56.6	1460.4	0.152	1403.8	93.8	19
361	Spectrogram 1	1	586.996322874	587.627668178	11.3	1460.4	0.631	1449.1	375.0	17
362	Spectrogram 1	1	589.155523813	590.721260166	396.2	2026.4	1.566	1630.2	796.9	Z
363	Spectrogram 1	1	591.235781619	591.475692834	0.0	1437.7	0.240	1437.7	140.6	19
364	Spectrogram 1	1	591.526200458	592.157545762	45.3	1426.4	0.631	1381.1	281.2	17
365	Spectrogram 1	1	593.256086591	593.508624712	22.6	1539.6	0.253	1517.0	140.6	19
366	Spectrogram 1	1	593.533878525	594.228358359	22.6	1403.8	0.694	1381.2	281.2	17
367	Spectrogram 1	1	597.132546756	598.635148579	452.8	2037.7	1.503	1584.9	796.9	Z
368	Spectrogram 1	1	599.342255320	599.582166535	22.6	1517.0	0.240	1494.4	140.6	19
369	Spectrogram 1	1	599.645301065	600.289151151	22.6	1539.6	0.644	1517.0	375.0	17
370	Spectrogram 1	1	601.791752974	601.993783471	0.0	1494.3	0.202	1494.3	140.6	19
371	Spectrogram 1	1	602.069544907	602.764024741	45.3	1449.1	0.694	1403.8	375.0	17
372	Spectrogram 1	1	604.853898670	606.343873587	407.5	2060.4	1.490	1652.9	750.0	Z
373	Spectrogram 1	1	607.013099609	607.215130106	45.3	1426.4	0.202	1381.1	140.6	19
374	Spectrogram 1	1	607.278264637	607.934863753	22.6	1403.8	0.657	1381.2	328.1	17
375	Spectrogram 1	1	608.629343587	608.831374084	0.0	1426.4	0.202	1426.4	140.6	19
376	Spectrogram 1	1	608.894508615	609.147046736	45.3	1403.8	0.253	1358.5	46.9	18
377	Spectrogram 1	1	609.601615355	609.828899664	0.0	1403.8	0.227	1403.8	140.6	19
378	Spectrogram 1	1	609.904661101	610.472871874	22.6	1381.1	0.568	1358.5	375.0	17
379	Spectrogram 1	1	611.584039609	613.301298835	226.4	1901.9	1.717	1675.5	890.6	Z
380	Spectrogram 1	1	613.755867454	613.945271045	22.6	1358.5	0.189	1335.9	140.6	19
381	Spectrogram 1	1	614.021032482	614.665004691	90.6	1381.1	0.644	1290.5	328.1	17
382	Spectrogram 1	1	615.334230713	615.523634305	0.0	1358.5	0.189	1358.5	140.6	19
383	Spectrogram 1	1	615.612022647	615.889814581	22.6	1381.1	0.278	1358.5	328.1	18
384	Spectrogram 1	1	616.402014568	616.629298877	45.3	1290.6	0.227	1245.3	140.6	19
385	Spectrogram 1	1	616.679806501	617.424793960	45.3	1335.8	0.745	1290.5	328.1	17
386	Spectrogram 1	1	620.455251418	621.313881031	45.3	1381.1	0.859	1335.8	328.1	17
387	Spectrogram 1	1	623.649858655	625.013564512	294.3	1969.8	1.364	1675.5	750.0	Z
388	Spectrogram 1	1	625.565934560	625.755338151	0.0	1381.1	0.189	1381.1	140.6	19
389	Spectrogram 1	1	625.843726494	626.613967764	0.0	1335.8	0.770	1335.8	328.1	17
390	Spectrogram 1	1	627.497851190	627.699881687	0.0	1267.9	0.202	1267.9	140.6	19
391	Spectrogram 1	1	627.775643123	628.053435057	22.6	1222.6	0.278	1200.0	281.2	18
392	Spectrogram 1	1	628.836303234	629.013079919	0.0	1245.3	0.177	1245.3	187.5	19
393	Spectrogram 1	1	629.050960637	629.669679035	0.0	1245.3	0.619	1245.3	328.1	17
394	Spectrogram 1	1	630.995504173	632.498105996	317.0	1992.5	1.503	1675.5	750.0	Z
395	Spectrogram 1	1	633.041062957	633.230466548	22.6	1335.8	0.189	1313.2	187.5	19
396	Spectrogram 1	1	633.268347267	633.899692570	45.3	1335.8	0.631	1290.5	281.2	17
397	Spectrogram 1	1	634.722523184	634.886672963	22.6	1245.3	0.164	1222.7	46.9	19
398	Spectrogram 1	1	634.975061306	635.290733958	22.6	1245.3	0.316	1222.7	281.2	18
399	Spectrogram 1	1	635.947333074	636.111482853	22.6	1245.3	0.164	1222.7	187.5	19
400	Spectrogram 1	1	636.161990477	636.944858654	45.3	1290.6	0.783	1245.3	281.2	17
401	Spectrogram 1	1	637.563577052	638.914656002	294.3	1992.5	1.351	1698.2	703.1	Z
402	Spectrogram 1	1	639.369224620	639.571255118	22.6	1313.2	0.202	1290.6	187.5	19
403	Spectrogram 1	1	639.609135836	640.227854234	67.9	1290.6	0.619	1222.7	328.1	17
404	Spectrogram 1	1	643.501674084	644.347676791	45.3	1403.8	0.846	1358.5	281.2	17
405	Spectrogram 1	1	646.784669663	648.236763862	362.3	2037.7	1.452	1675.4	750.0	Z
406	Spectrogram 1	1	648.842855354	649.019632039	22.6	1222.6	0.177	1200.0	140.6	19
407	Spectrogram 1	1	649.057512757	649.853007840	45.3	1200.0	0.795	1154.7	375.0	17
408	Spectrogram 1	1	650.951548669	651.115698448	45.3	1132.1	0.164	1086.8	140.6	19
409	Spectrogram 1	1	651.166206072	651.835432094	90.6	1154.7	0.669	1064.1	328.1	17
410	Spectrogram 1	1	653.294650036	654.633102080	362.3	1924.5	1.338	1562.2	750.0	Z
411	Spectrogram 1	1	655.087670699	655.302328103	45.3	1381.1	0.215	1335.8	140.6	19
412	Spectrogram 1	1	655.340208821	656.135703904	67.9	1381.1	0.795	1313.2	281.2	17
413	Spectrogram 1	1	656.817556832	657.019587329	0.0	1381.1	0.202	1381.1	140.6	19
414	Spectrogram 1	1	657.070094953	657.411021417	113.2	1335.8	0.341	1222.6	328.1	18
415	Spectrogram 1	1	657.889919373	658.104576776	0.0	1471.7	0.215	1471.7	140.6	19
416	Spectrogram 1	1	658.142457494	658.723295174	22.6	1471.7	0.581	1449.1	281.2	17
417	Spectrogram 1	1	659.367267384	660.831988489	339.6	1901.9	1.465	1562.3	750.0	Z
418	Spectrogram 1	1	661.286557107	661.475960699	0.0	1358.5	0.189	1358.5	140.6	19
419	Spectrogram 1	1	661.513841417	662.284082687	22.6	1358.5	0.770	1335.9	375.0	17
420	Spectrogram 1	1	663.079577770	663.306862080	45.3	1358.5	0.227	1313.2	140.6	19
421	Spectrogram 1	1	663.332115892	664.089730256	0.0	1313.2	0.758	1313.2	375.0	17
422	Spectrogram 1	1	667.132814621	668.054578764	45.3	1267.9	0.922	1222.6	281.2	17
423	Spectrogram 1	1	670.229857786	671.820847951	271.7	2083.0	1.591	1811.3	750.0	Z
424	Spectrogram 1	1	672.426939443	672.628969940	0.0	1381.1	0.202	1381.1	140.6	19
425	Spectrogram 1	1	672.666850658	673.348703586	45.3	1335.8	0.682	1290.5	375.0	17
426	Spectrogram 1	1	674.535632758	674.699782537	0.0	1335.8	0.164	1335.8	187.5	19
427	Spectrogram 1	1	674.750290161	675.432143089	22.6	1313.2	0.682	1290.6	328.1	17
428	Spectrogram 1	1	676.720087509	678.273196956	384.9	1947.2	1.553	1562.3	750.0	Z
429	Spectrogram 1	1	678.765646293	678.967676790	0.0	1222.6	0.202	1222.6	140.6	19
430	Spectrogram 1	1	679.005557509	679.750544967	22.6	1245.3	0.745	1222.7	281.2	17
431	Spectrogram 1	1	680.437458275	680.614234960	0.0	1222.6	0.177	1222.6	140.6	19
432	Spectrogram 1	1	680.677369491	680.967788330	45.3	1222.6	0.290	1177.3	187.5	18
433	Spectrogram 1	1	681.422356949	681.624387446	0.0	1245.3	0.202	1245.3	187.5	19
434	Spectrogram 1	1	681.662268165	682.356747999	45.3	1222.6	0.694	1177.3	375.0	17
435	Spectrogram 1	1	683.089108551	684.579083468	520.8	1992.5	1.490	1471.7	796.9	Z
436	Spectrogram 1	1	685.133752038	685.323155629	0.0	1245.3	0.189	1245.3	140.6	19
437	Spectrogram 1	1	685.373663254	686.333308115	45.3	1200.0	0.960	1154.7	328.1	17
438	Spectrogram 1	1	689.757272203	690.754797783	67.9	1313.2	0.998	1245.3	281.2	17
439	Spectrogram 1	1	692.939252535	694.479735076	362.3	1969.8	1.540	1607.5	750.0	Z
440	Spectrogram 1	1	694.921676789	695.161588004	45.3	1381.1	0.240	1335.8	140.6	19
441	Spectrogram 1	1	695.224722534	695.969709993	45.3	1335.8	0.745	1290.5	328.1	17
442	Spectrogram 1	1	696.825130376	697.027160873	22.6	1313.2	0.202	1290.6	140.6	19
443	Spectrogram 1	1	697.077668498	697.405968056	113.2	1313.2	0.328	1200.0	328.1	18
444	Spectrogram 1	1	697.961551923	698.176209326	22.6	1245.3	0.215	1222.7	187.5	19
445	Spectrogram 1	1	698.214090044	698.895942973	0.0	1177.4	0.682	1177.4	281.2	17
446	Spectrogram 1	1	700.183887392	701.838012088	362.3	1924.5	1.654	1562.2	703.1	Z
447	Spectrogram 1	1	702.494611204	702.684014795	22.6	1290.6	0.189	1268.0	140.6	19
448	Spectrogram 1	1	702.747149326	703.504763690	90.6	1313.2	0.758	1222.6	375.0	17
449	Spectrogram 1	1	705.196769105	705.424053414	22.6	1245.3	0.227	1222.7	140.6	19
450	Spectrogram 1	1	705.486272647	706.218633199	22.6	1290.6	0.732	1268.0	375.0	17
451	Spectrogram 1	1	708.377834138	710.322377674	339.6	1992.5	1.945	1652.9	703.1	Z
452	Spectrogram 1	1	711.042111320	711.282022536	0.0	1403.8	0.240	1403.8	140.6	19
453	Spectrogram 1	1	711.319903254	712.128025243	22.6	1381.1	0.808	1358.5	281.2	17
454	Spectrogram 1	1	714.359787566	714.612325688	22.6	1358.5	0.253	1335.9	140.6	19
455	Spectrogram 1	1	714.637579500	715.534089831	22.6	1335.8	0.897	1313.2	375.0	17
456	Spectrogram 1	1	717.832186737	720.067149113	362.3	2105.7	2.235	1743.4	703.1	Z
457	Spectrogram 1	1	720.881584555	721.134122676	22.6	1449.1	0.253	1426.5	140.6	19
458	Spectrogram 1	1	721.172003394	721.929617759	0.0	1449.1	0.758	1449.1	281.2	17
459	Spectrogram 1	1	723.646876985	723.848907483	22.6	1335.8	0.202	1313.2	140.6	19
460	Spectrogram 1	1	723.899415107	724.758044720	22.6	1290.6	0.859	1268.0	281.2	17
461	Spectrogram 1	1	726.305988780	728.237905410	339.6	2037.7	1.932	1698.1	1406.2	Z
462	Spectrogram 1	1	728.907131432	729.096535023	0.0	1426.4	0.189	1426.4	140.6	19
463	Spectrogram 1	1	729.159669554	729.841522482	90.6	1381.1	0.682	1290.5	281.2	17
464	Spectrogram 1	1	730.712779001	730.914809498	45.3	1381.1	0.202	1335.8	140.6	19
465	Spectrogram 1	1	730.990570935	731.205228338	0.0	1358.5	0.215	1358.5	328.1	18
466	Spectrogram 1	1	731.697677675	731.912335078	45.3	1381.1	0.215	1335.8	140.6	19
467	Spectrogram 1	1	731.950215796	732.770964691	45.3	1335.8	0.821	1290.5	281.2	17
468	Spectrogram 1	1	733.629594305	735.889810492	475.5	1969.8	2.260	1494.3	750.0	Z
469	Spectrogram 1	1	736.430261308	736.695426335	0.0	1471.7	0.265	1471.7	0.0	19
470	Spectrogram 1	1	736.745933960	737.566682855	22.6	1426.4	0.821	1403.8	281.2	17
471	Spectrogram 1	1	740.407736722	741.417889208	22.6	1607.5	1.010	1584.9	281.2	17
472	Spectrogram 1	1	743.450821086	745.269095561	271.7	1992.5	1.818	1720.8	281.2	Z
473	Spectrogram 1	1	745.774171804	745.988829207	45.3	1245.3	0.215	1200.0	140.6	19
474	Spectrogram 1	1	746.026709926	746.683309042	0.0	1245.3	0.657	1245.3	281.2	17
475	Spectrogram 1	1	748.034842151	748.249499555	22.6	1335.8	0.215	1313.2	140.6	19
476	Spectrogram 1	1	748.300007179	749.057621544	90.6	1313.2	0.758	1222.6	281.2	17
477	Spectrogram 1	1	750.522342648	752.151213532	384.9	1969.8	1.629	1584.9	750.0	Z
478	Spectrogram 1	1	752.458625752	752.736417686	0.0	1477.3	0.278	1477.3	0.0	19
479	Spectrogram 1	1	752.812179122	753.430897520	22.7	1454.5	0.619	1431.8	281.2	17
480	Spectrogram 1	1	753.923346857	754.163258072	22.7	1477.3	0.240	1454.6	187.5	19
481	Spectrogram 1	1	754.239019509	754.466303818	0.0	1431.8	0.227	1431.8	328.1	18
482	Spectrogram 1	1	754.895618625	755.097649122	22.7	1454.5	0.202	1431.8	140.6	19
483	Spectrogram 1	1	755.148156746	755.830009674	0.0	1431.8	0.682	1431.8	328.1	17
484	Spectrogram 1	1	756.335085917	756.549743321	0.0	1431.8	0.215	1431.8	187.5	19
485	Spectrogram 1	1	756.625504757	756.928550503	22.7	1409.1	0.303	1386.4	234.4	18
486	Spectrogram 1	1	757.218969343	757.433626746	0.0	1295.5	0.215	1295.5	0.0	19
487	Spectrogram 1	1	757.458880558	758.052345144	45.5	1295.5	0.593	1250.0	281.2	17
488	Spectrogram 1	1	758.840967607	760.836018767	363.6	2000.0	1.995	1636.4	796.9	Z
489	Spectrogram 1	1	761.378975728	761.593633132	45.5	1386.4	0.215	1340.9	187.5	19
490	Spectrogram 1	1	761.631513850	762.528024181	90.9	1363.6	0.897	1272.7	375.0	17
491	Spectrogram 1	1	765.522664285	766.356040086	113.6	1500.0	0.833	1386.4	281.2	17
492	Spectrogram 1	1	768.362802854	770.383107827	409.1	1931.8	2.020	1522.7	843.8	Z
493	Spectrogram 1	1	770.724034291	770.963945506	22.7	1409.1	0.240	1386.4	46.9	19
494	Spectrogram 1	1	771.042010053	771.319801986	22.7	1409.1	0.278	1386.4	375.0	18
495	Spectrogram 1	1	771.690330381	771.892360878	22.7	1409.1	0.202	1386.4	187.5	19
496	Spectrogram 1	1	771.955495409	772.662602149	90.9	1454.5	0.707	1363.6	328.1	19
497	Spectrogram 1	1	773.054036237	773.293947453	22.7	1431.8	0.240	1409.1	46.9	19
498	Spectrogram 1	1	773.344455077	773.571739386	22.7	1431.8	0.227	1409.1	515.6	18
499	Spectrogram 1	1	773.874785132	774.038934911	68.2	1409.1	0.164	1340.9	281.2	19
500	Spectrogram 1	1	774.102069441	774.695534027	22.7	1363.6	0.593	1340.9	281.2	17
501	Spectrogram 1	1	775.023833585	775.225864082	45.5	1363.6	0.202	1318.1	46.9	19
502	Spectrogram 1	1	775.301625519	775.730940325	22.7	1340.9	0.429	1318.2	281.2	17
503	Spectrogram 1	1	775.945597729	776.488554690	568.2	2250.0	0.543	1681.8	984.4	X
504	Spectrogram 1	1	776.943123309	777.296676679	431.8	2318.2	0.354	1886.4	984.4	X
505	Spectrogram 1	1	777.473453364	777.814379828	409.1	2363.6	0.341	1954.5	1734.4	X
506	Spectrogram 1	1	778.205813916	778.546740380	363.6	2295.5	0.341	1931.9	984.4	X
507	Spectrogram 1	1	778.837159220	779.165458778	227.3	2136.4	0.328	1909.1	1031.2	X
508	Spectrogram 1	1	779.582146679	779.923073143	681.8	2204.5	0.341	1522.7	1078.1	X
509	Spectrogram 1	1	780.137730546	780.466030104	363.6	2113.6	0.328	1750.0	1031.2	X
510	Spectrogram 1	1	780.794329662	781.072121596	363.6	2159.1	0.278	1795.5	1125.0	X
511	Spectrogram 1	1	781.387794247	781.716093805	568.2	2159.1	0.328	1590.9	1218.8	X
512	Spectrogram 1	1	784.551662866	786.963401926	454.5	2068.2	2.412	1613.7	796.9	Z
513	Spectrogram 1	1	789.395113028	790.064339050	90.9	1409.1	0.669	1318.2	421.9	17
514	Spectrogram 1	1	791.428044906	791.857359713	272.7	2090.9	0.429	1818.2	1078.1	X
515	Spectrogram 1	1	792.274047613	792.614974077	204.5	2113.6	0.341	1909.1	234.4	X
516	Spectrogram 1	1	793.044288884	793.359961536	113.6	2113.6	0.316	2000.0	1171.9	X
517	Spectrogram 1	1	793.637753469	793.915545403	159.1	2113.6	0.278	1954.5	1125.0	X
518	Spectrogram 1	1	794.280116475	794.595789127	136.4	2136.4	0.316	2000.0	1078.1	X
519	Spectrogram 1	1	794.961969403	795.252388243	159.1	2136.4	0.290	1977.3	1125.0	X
520	Spectrogram 1	1	795.555433989	795.833225923	204.5	2136.4	0.278	1931.9	1171.9	X
521	Spectrogram 1	1	796.199406199	796.502451945	159.1	2113.6	0.303	1954.5	1125.0	X
522	Spectrogram 1	1	796.830751503	797.133797249	136.4	2068.2	0.303	1931.8	1125.0	X
523	Spectrogram 1	1	797.411589182	797.739888740	250.0	2113.6	0.328	1863.6	1218.8	X
524	Spectrogram 1	1	798.030307580	798.371234044	340.9	2136.4	0.341	1795.5	1171.9	X
525	Spectrogram 1	1	798.674279790	798.952071724	227.3	2045.5	0.278	1818.2	1078.1	X
526	Spectrogram 1	1	799.255117469	799.545536309	204.5	2181.8	0.290	1977.3	1171.9	X
527	Spectrogram 1	1	799.949597304	800.252643049	204.5	2068.2	0.303	1863.7	1125.0	X
528	Spectrogram 1	1	800.618823326	800.947122884	136.4	2113.6	0.328	1977.2	234.4	X
529	Spectrogram 1	1	803.877731515	806.238962951	363.6	2045.5	2.361	1681.9	890.6	Z
530	Spectrogram 1	1	808.890613227	809.597719967	250.0	1568.2	0.707	1318.2	609.4	17
531	Spectrogram 1	1	810.907699792	811.261253162	477.3	2090.9	0.354	1613.6	1125.0	X
532	Spectrogram 1	1	811.614806532	811.892598466	181.8	2068.2	0.278	1886.4	1125.0	X
533	Spectrogram 1	1	812.258778742	812.549197582	250.0	2068.2	0.290	1818.2	1171.9	X
534	Spectrogram 1	1	812.991139294	813.281558134	159.1	2113.6	0.290	1954.5	1265.6	X
535	Spectrogram 1	1	813.597230786	813.824515095	204.5	2068.2	0.227	1863.7	1359.4	X
536	Spectrogram 1	1	814.203322277	814.518994929	250.0	2068.2	0.316	1818.2	1171.9	X
537	Spectrogram 1	1	814.822040675	815.125086421	227.3	2181.8	0.303	1954.5	1171.9	X
538	Spectrogram 1	1	815.453385979	815.756431725	250.0	2068.2	0.303	1818.2	1171.9	X
539	Spectrogram 1	1	816.109985095	816.413030841	272.7	2045.5	0.303	1772.8	1265.6	X
540	Spectrogram 1	1	816.753957305	817.057003051	250.0	2090.9	0.303	1840.9	1171.9	X
541	Spectrogram 1	1	817.360048797	817.637840730	227.3	2045.5	0.278	1818.2	1265.6	X
542	Spectrogram 1	1	817.953513382	818.307066752	227.3	2068.2	0.354	1840.9	1453.1	X
543	Spectrogram 1	1	818.647993216	818.913158244	204.5	2068.2	0.265	1863.7	1218.8	X
544	Spectrogram 1	1	822.091920167	824.415270885	386.4	2045.5	2.323	1659.1	843.8	Z
545	Spectrogram 1	1	827.155309504	827.799281714	181.8	1522.7	0.644	1340.9	609.4	17
546	Spectrogram 1	1	829.374444921	829.727998291	113.6	2090.9	0.354	1977.3	1125.0	X
547	Spectrogram 1	1	830.056297849	830.359343595	159.1	2045.5	0.303	1886.4	1171.9	X
548	Spectrogram 1	1	830.687643153	830.978061993	272.7	2068.2	0.290	1795.5	1171.9	X
549	Spectrogram 1	1	831.432630612	831.723049451	181.8	2068.2	0.290	1886.4	703.1	X
550	Spectrogram 1	1	832.190244976	832.505917628	318.2	2068.2	0.316	1750.0	1171.9	X
551	Spectrogram 1	1	832.846844092	833.149889838	272.7	2022.7	0.303	1750.0	1312.5	X
552	Spectrogram 1	1	833.528697020	833.831742766	272.7	2045.5	0.303	1772.8	1171.9	X
