Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power (dB)	Category	Comment
1	Spectrogram 1	1	HS150625-1158-MUI.wav	0.149	0.149052770	2.951244839	0.0	3703.1	2.802	3703.1	77.3	Fc11	
2	Spectrogram 1	1	HS150625-1158-MUI.wav	5.604	5.604384139	8.615250086	0.0	3672.3	3.011	3672.3	77.8	Fc11	
3	Spectrogram 1	1	HS150625-1158-MUI.wav	8.973	8.972976733	11.268389386	0.0	3641.4	2.295	3641.4	80.9	Fc11	
4	Spectrogram 1	1	HS150625-1158-MUI.wav	14.041	14.040770901	16.842962970	0.0	3678.4	2.802	3678.4	82.0	Fc11	
5	Spectrogram 1	1	HS150625-1158-MUI.wav	19.615	19.615344486	22.029999354	0.0	3659.9	2.415	3659.9	81.8	Fc11	
6	Spectrogram 1	1	HS150625-1158-MUI.wav	22.477	22.477157663	25.219728625	0.0	3641.4	2.743	3641.4	78.8	Fc11	
7	Spectrogram 1	1	HS150625-1158-MUI.wav	27.306	27.306467400	29.780743376	0.0	3647.6	2.474	3647.6	81.3	Fc11	
8	Spectrogram 1	1	HS150625-1158-MUI.wav	30.079	30.078848915	32.582935445	0.0	3641.4	2.504	3641.4	78.9	Fc11	
9	Spectrogram 1	1	HS150625-1158-MUI.wav	34.789	34.788916436	37.769971829	0.0	3666.1	2.981	3666.1	79.3	Fc11	
10	Spectrogram 1	1	HS150625-1158-MUI.wav	38.008	38.008456261	40.601974453	0.0	3672.3	2.594	3672.3	81.5	Fc11	
11	Spectrogram 1	1	HS150625-1158-MUI.wav	42.307	42.307080147	51.041572449	0.0	3629.0	8.734	3629.0	74.0	Jb21	
12	Spectrogram 1	1	HS150625-1158-MUI.wav	52.413	52.412857930	56.705577696	0.0	3659.9	4.293	3659.9	77.8	Jb11	
13	Spectrogram 1	1	HS150625-1158-MUI.wav	58.852	58.851937578	63.293710114	0.0	3666.1	4.442	3666.1	80.7	Jb11	
14	Spectrogram 1	1	HS150625-1158-MUI.wav	65.530	65.529501659	69.464494777	0.0	3666.1	3.935	3666.1	78.5	Jb11	
15	Spectrogram 1	1	HS150625-1158-MUI.wav	71.313	71.312749121	74.890015593	0.0	3678.4	3.577	3678.4	77.1	Jb11	
16	Spectrogram 1	1	HS150625-1158-MUI.wav	75.129	75.128500024	77.811449878	0.0	3647.6	2.683	3647.6	82.1	Jb11	
17	Spectrogram 1	1	HS150625-1158-MUI.wav	79.887	79.887246498	92.765405796	0.0	3635.2	12.878	3635.2	76.3	Jb31	
18	Spectrogram 1	1	HS150625-1158-MUI.wav	94.643	94.643470693	98.638084920	24.7	3703.1	3.995	3678.4	75.0	Jb11	
19	Spectrogram 1	1	HS150625-1158-MUI.wav	100.546	100.545960371	104.451142936	0.0	3629.0	3.905	3629.0	79.7	Jb11	
20	Spectrogram 1	1	HS150625-1158-MUI.wav	104.513	104.512651797	107.314843867	0.0	3604.4	2.802	3604.4	76.9	Jb11	
21	Spectrogram 1	1	HS150625-1158-MUI.wav	109.074	109.073666549	112.084532496	0.0	3561.2	3.011	3561.2	75.1	Jb11	
22	Spectrogram 1	1	HS150625-1158-MUI.wav	112.293	112.293206373	115.453125090	0.0	3542.6	3.160	3542.6	80.9	Jb11	
23	Spectrogram 1	1	HS150625-1158-MUI.wav	116.646	116.645547247	119.716034302	0.0	3579.7	3.070	3579.7	78.1	Jb11	
24	Spectrogram 1	1	HS150625-1158-MUI.wav	120.576	120.576148110	160.134753175	216.0	3734.0	39.559	3518.0	67.9	Id61	
25	Spectrogram 1	1	HS150625-1158-MUI.wav	160.978	160.978020872	166.254488918	172.8	3678.4	5.276	3505.6	69.3	Id11	
26	Spectrogram 1	1	HS150625-1158-MUI.wav	167.000	166.999752766	174.422580694	135.8	3666.1	7.423	3530.3	61.9	Id11	
