Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power (dB)	Category	Comment
1	Spectrogram 1	1	HS190718-1150-ESM-PA.wav	8.702	8.702322225	18.257813295	24.7	1842.3	9.555	1817.6	72.4	Lc1113	
2	Spectrogram 1	1	HS190718-1150-ESM-PA.wav	19.282	19.281615910	29.792656088	21.6	1814.5	10.511	1792.9	73.2	Lc1113	
3	Spectrogram 1	1	HS190718-1150-ESM-PA.wav	30.509	30.509317918	40.098935742	0.0	1808.4	9.590	1808.4	73.9	Lc1112	
4	Spectrogram 1	1	HS190718-1150-ESM-PA.wav	40.508	40.507701507	50.643347393	0.0	1830.0	10.136	1830.0	73.0	Lc1112	
5	Spectrogram 1	1	HS190718-1150-ESM-PA.wav	51.053	51.052868439	59.925824433	0.0	1836.1	8.873	1836.1	75.1	Lc1112	
6	Spectrogram 1	1	HS190718-1150-ESM-PA.wav	60.267	60.267091971	73.644779470	0.0	1833.0	13.378	1833.0	64.8	Ld111111	
7	Spectrogram 1	1	HS190718-1150-ESM-PA.wav	73.886	73.886196557	92.997178698	0.0	1830.0	19.111	1830.0	69.5	Dl111111	
8	Spectrogram 1	1	HS190718-1150-ESM-PA.wav	93.496	93.495936742	109.876778577	0.0	1817.6	16.381	1817.6	69.7	Dl1211	
9	Spectrogram 1	1	HS190718-1150-ESM-PA.wav	110.494	110.493589956	127.795854145	15.4	1830.0	17.302	1814.5	66.0	Dl1211	
10	Spectrogram 1	1	HS190718-1150-ESM-PA.wav	128.291	128.290566514	146.787267086	3.1	1833.0	18.497	1830.0	64.9	Dl111111	
11	Spectrogram 1	1	HS190718-1150-ESM-PA.wav	147.201	147.201087334	169.349350565	24.7	1833.0	22.148	1808.4	68.8	Dl121111	
12	Spectrogram 1	1	HS190718-1150-ESM-PA.wav	169.762	169.762412799	190.374972109	30.9	1823.8	20.613	1792.9	69.7	Dl12111	
13	Spectrogram 1	1	HS190718-1150-ESM-PA.wav	192.922	192.922093067	201.351401261	6.2	1830.0	8.429	1823.8	63.1	Ib23	
14	Spectrogram 1	1	HS190718-1150-ESM-PA.wav	201.624	201.624415292	211.043399347	77.1	1857.7	9.419	1780.6	67.2	Ib24	
15	Spectrogram 1	1	HS190718-1150-ESM-PA.wav	211.510	211.509546337	221.815825991	80.2	1817.6	10.306	1737.4	67.8	Ib25	
16	Spectrogram 1	1	HS190718-1150-ESM-PA.wav	222.173	222.172515645	231.932767239	64.8	1820.7	9.760	1755.9	67.1	Ib25	
17	Spectrogram 1	1	HS190718-1150-ESM-PA.wav	232.274	232.274034777	241.795399094	24.7	1820.7	9.521	1796.0	68.2	Ib23	
18	Spectrogram 1	1	HS190718-1150-ESM-PA.wav	242.591	242.590932858	252.317057698	40.1	1820.7	9.726	1780.6	68.3	Ib22	
