Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power (dB)	Category	Comment
1	Spectrogram 1	1	HS120813-1053-ESM.wav	989.944	989.944100232	1001.240055748	129.7	2593.0	11.296	2463.4	68.6	Ic21	
2	Spectrogram 1	1	HS120813-1053-ESM.wav	1002.101	1002.100557600	1039.503479790	0.0	2567.1	37.403	2567.1	71.8	Ia14	
3	Spectrogram 1	1	HS120813-1053-ESM.wav	1040.455	1040.455239319	1048.816294006	38.9	2528.2	8.361	2489.3	71.9	Cg21	
4	Spectrogram 1	1	HS120813-1053-ESM.wav	1049.362	1049.362322067	1059.839235491	64.8	2433.1	10.477	2368.3	73.3	Cg22	
5	Spectrogram 1	1	HS120813-1053-ESM.wav	1060.185	1060.184802067	1073.733123335	47.5	2433.1	13.548	2385.6	74.2	Cg13	
6	Spectrogram 1	1	HS120813-1053-ESM.wav	1074.836	1074.835797884	1082.446063986	64.8	2407.2	7.610	2342.4	73.9	Ar21	
7	Spectrogram 1	1	HS120813-1053-ESM.wav	1083.163	1083.162725817	1088.111105121	56.2	2411.5	4.948	2355.3	74.9	Ar11	
8	Spectrogram 1	1	HS120813-1053-ESM.wav	1088.862	1088.861893705	1093.639639240	17.3	2411.5	4.778	2394.2	76.0	Ar11	
9	Spectrogram 1	1	HS120813-1053-ESM.wav	1094.196	1094.196285564	1099.793073191	21.6	2415.8	5.597	2394.2	74.7	Ar11	
10	Spectrogram 1	1	HS120813-1053-ESM.wav	1100.777	1100.777440876	1109.548016609	34.6	2450.4	8.771	2415.8	71.1	Ar21	
11	Spectrogram 1	1	HS120813-1053-ESM.wav	1109.923	1109.923410901	1115.281311251	34.6	2472.0	5.358	2437.4	73.5	Ar11	
12	Spectrogram 1	1	HS120813-1053-ESM.wav	1115.896	1115.895592820	1120.639211601	69.1	2467.7	4.744	2398.6	73.9	Ar11	
13	Spectrogram 1	1	HS120813-1053-ESM.wav	1121.049	1121.048732647	1126.406632997	34.6	2467.7	5.358	2433.1	69.3	Ar11	
14	Spectrogram 1	1	HS120813-1053-ESM.wav	1126.866	1126.866460598	1139.561613021	0.0	2472.0	12.695	2472.0	71.6	Ar31	
15	Spectrogram 1	1	HS120813-1053-ESM.wav	1139.920	1139.920071902	1145.277972252	51.9	2472.0	5.358	2420.2	69.6	Ar11	
16	Spectrogram 1	1	HS120813-1053-ESM.wav	1145.585	1145.585113037	1150.772379618	34.6	2476.3	5.187	2441.8	69.4	Ar11	
17	Spectrogram 1	1	HS120813-1053-ESM.wav	1151.288	1151.287568421	1169.169987424	34.6	2433.1	17.882	2398.6	64.1	As41	
18	Spectrogram 1	1	HS120813-1053-ESM.wav	1169.911	1169.910917672	1175.610085560	8.6	2446.1	5.699	2437.4	68.0	As11	
19	Spectrogram 1	1	HS120813-1053-ESM.wav	1176.190	1176.190240375	1181.821154756	21.6	2441.8	5.631	2420.2	68.8	As11	
20	Spectrogram 1	1	HS120813-1053-ESM.wav	1182.462	1182.461727826	1199.183837200	34.6	2424.5	16.722	2389.9	64.6	As41	
21	Spectrogram 1	1	HS120813-1053-ESM.wav	1199.472	1199.472273346	1205.171441234	17.3	2415.8	5.699	2398.6	68.1	As11	
22	Spectrogram 1	1	HS120813-1053-ESM.wav	1205.615	1205.615089034	1211.211876661	25.9	2411.5	5.597	2385.6	68.1	As11	
23	Spectrogram 1	1	HS120813-1053-ESM.wav	1211.485	1211.484890692	1217.218185334	25.9	2402.9	5.733	2376.9	68.3	As11	
24	Spectrogram 1	1	HS120813-1053-ESM.wav	1217.698	1217.698489534	1234.693612938	38.9	2446.1	16.995	2407.2	66.6	As41	
25	Spectrogram 1	1	HS120813-1053-ESM.wav	1235.069	1235.069007230	1240.358654072	30.3	2450.4	5.290	2420.2	68.7	As11	
31	Spectrogram 1	1	HS120813-1053-ESM.wav	1240.595	1240.595267635	1257.249123501	0.0	2472.0	16.654	2472.0	70.8	Au1212	
32	Spectrogram 1	1	HS120813-1053-ESM.wav	1258.007	1258.007470771	1293.874689040	8.6	2523.9	35.867	2515.2	73.1	Dj11111111111113	
33	Spectrogram 1	1	HS120813-1053-ESM.wav	1294.239	1294.239216515	1322.462041927	47.5	2541.2	28.223	2493.6	72.8	Dj111111111112	
34	Spectrogram 1	1	HS120813-1053-ESM.wav	1322.904	1322.903923068	1363.719520641	60.5	2536.8	40.816	2476.3	76.3	Dj1111111111111113	
35	Spectrogram 1	1	HS120813-1053-ESM.wav	1364.043	1364.043348446	1398.067722008	21.6	2536.8	34.024	2515.2	76.5	Dj11111111111112	
36	Spectrogram 1	1	HS120813-1053-ESM.wav	1398.827	1398.826855141	1402.000643246	34.6	2580.1	3.174	2545.5	77.1	Ja11	
37	Spectrogram 1	1	HS120813-1053-ESM.wav	1402.615	1402.614924815	1405.652205905	38.9	2567.1	3.037	2528.2	80.0	Ja11	
38	Spectrogram 1	1	HS120813-1053-ESM.wav	1406.403	1406.402994489	1409.167261549	43.2	2558.5	2.764	2515.2	81.1	Ja11	
39	Spectrogram 1	1	HS120813-1053-ESM.wav	1409.713	1409.713289610	1412.682317193	21.6	2575.7	2.969	2554.1	78.9	Ja11	
40	Spectrogram 1	1	HS120813-1053-ESM.wav	1413.194	1413.194218500	1415.856105298	38.9	2558.5	2.662	2519.6	81.0	Ja11	
41	Spectrogram 1	1	HS120813-1053-ESM.wav	1416.470	1416.470386867	1419.644174973	21.6	2567.1	3.174	2545.5	81.1	Ja11	
42	Spectrogram 1	1	HS120813-1053-ESM.wav	1421.077	1421.077498633	1432.032186611	34.6	2510.9	10.955	2476.3	79.3	Ja31	
43	Spectrogram 1	1	HS120813-1053-ESM.wav	1432.512	1432.511733125	1435.651394477	30.3	2510.9	3.140	2480.7	82.6	Ja11	
44	Spectrogram 1	1	HS120813-1053-ESM.wav	1436.232	1436.231549292	1438.791055828	13.0	2515.2	2.560	2502.3	83.1	Ja11	
45	Spectrogram 1	1	HS120813-1053-ESM.wav	1439.508	1439.507717659	1442.306111472	25.9	2506.6	2.798	2480.7	82.7	Ja11	
46	Spectrogram 1	1	HS120813-1053-ESM.wav	1442.784	1442.783886026	1445.275139055	34.6	2493.6	2.491	2459.1	82.5	Ja11	
47	Spectrogram 1	1	HS120813-1053-ESM.wav	1445.821	1445.821167116	1448.858448206	8.6	2493.6	3.037	2485.0	80.6	Ja11	
48	Spectrogram 1	1	HS120813-1053-ESM.wav	1449.200	1449.199715744	1452.134616573	34.6	2485.0	2.935	2450.4	81.8	Ja11	
49	Spectrogram 1	1	HS120813-1053-ESM.wav	1452.861	1452.860885453	1459.481475694	0.0	2493.6	6.621	2493.6	74.2	?	
50	Spectrogram 1	1	HS120813-1053-ESM.wav	1460.830	1460.829863800	1476.971818358	289.6	2610.3	16.142	2320.8	71.1	Ia4	
51	Spectrogram 1	1	HS120813-1053-ESM.wav	1487.743	1487.743487152	1517.809157271	250.7	2619.0	30.066	2368.3	72.1	Ic54	
52	Spectrogram 1	1	HS120813-1053-ESM.wav	1518.402	1518.401926509	1547.341413751	56.2	2562.8	28.939	2506.6	72.5	Ic45	
53	Spectrogram 1	1	HS120813-1053-ESM.wav	1549.122	1549.122327237	1560.247648983	43.2	2584.4	11.125	2541.2	73.9	Ic21	
54	Spectrogram 1	1	HS120813-1053-ESM.wav	1560.740	1560.739834110	1577.905591283	155.6	2601.7	17.166	2446.1	76.2	Ia7	
55	Spectrogram 1	1	HS120813-1053-ESM.wav	1580.146	1580.146329472	1599.905719935	108.0	2549.8	19.759	2441.8	79.9	Ia7	
56	Spectrogram 1	1	HS120813-1053-ESM.wav	1600.320	1600.319793218	1629.771181768	34.6	2562.8	29.451	2528.2	77.4	Ia10	
57	Spectrogram 1	1	HS120813-1053-ESM.wav	1630.885	1630.885232922	1636.243133272	30.3	2567.1	5.358	2536.8	75.9	Cg11	
58	Spectrogram 1	1	HS120813-1053-ESM.wav	1636.892	1636.891541595	1642.522455976	82.1	2575.7	5.631	2493.6	76.9	Cg11	
59	Spectrogram 1	1	HS120813-1053-ESM.wav	1643.341	1643.341498067	1648.119243603	34.6	2588.7	4.778	2554.1	78.5	Cg11	
60	Spectrogram 1	1	HS120813-1053-ESM.wav	1648.836	1648.835905433	1654.296186045	99.4	2571.4	5.460	2472.0	77.9	Cg11	
61	Spectrogram 1	1	HS120813-1053-ESM.wav	1654.842	1654.842214106	1666.308803390	60.5	2567.1	11.467	2506.6	75.2	Cg13	
62	Spectrogram 1	1	HS120813-1053-ESM.wav	1666.871	1666.871264780	1672.604559423	51.9	2549.8	5.733	2498.0	69.4	Ar11	
63	Spectrogram 1	1	HS120813-1053-ESM.wav	1673.116	1673.116460730	1678.576741342	38.9	2575.7	5.460	2536.8	70.1	Ar11	
64	Spectrogram 1	1	HS120813-1053-ESM.wav	1678.850	1678.849755372	1683.183853108	56.2	2606.0	4.334	2549.8	70.0	Ar11	
65	Spectrogram 1	1	HS120813-1053-ESM.wav	1683.764	1683.764007923	1689.019528012	69.1	2597.4	5.256	2528.2	70.0	Ar11	
66	Spectrogram 1	1	HS120813-1053-ESM.wav	1689.395	1689.394922304	1694.479808623	60.5	2614.6	5.085	2554.1	69.8	Ar11	
67	Spectrogram 1	1	HS120813-1053-ESM.wav	1695.150	1695.150211814	1703.613646762	77.8	2610.3	8.463	2532.5	63.6	Ar21	
68	Spectrogram 1	1	HS120813-1053-ESM.wav	1703.955	1703.954914300	1708.903293604	90.8	2610.3	4.948	2519.6	67.1	Ar11	
69	Spectrogram 1	1	HS120813-1053-ESM.wav	1709.381	1709.381068158	1714.431827724	30.3	2606.0	5.051	2575.7	68.3	Ar11	
70	Spectrogram 1	1	HS120813-1053-ESM.wav	1714.803	1714.803178746	1719.103149728	47.5	2601.7	4.300	2554.1	68.5	Ar11	
71	Spectrogram 1	1	HS120813-1053-ESM.wav	1719.479	1719.478544020	1723.778515001	60.5	2606.0	4.300	2545.5	64.9	Ar11	
72	Spectrogram 1	1	HS120813-1053-ESM.wav	1725.860	1725.860246985	1731.559414873	25.9	2532.5	5.699	2506.6	68.3	Ar11	
73	Spectrogram 1	1	HS120813-1053-ESM.wav	1731.950	1731.950231116	1736.386709113	56.2	2545.5	4.436	2489.3	69.3	Ar11	
74	Spectrogram 1	1	HS120813-1053-ESM.wav	1736.762	1736.762103405	1742.256510771	4.3	2554.1	5.494	2549.8	68.6	Ar11	
75	Spectrogram 1	1	HS120813-1053-ESM.wav	1742.579	1742.578566616	1747.561072674	38.9	2545.5	4.983	2506.6	64.8	Ar11	
76	Spectrogram 1	1	HS120813-1053-ESM.wav	1748.005	1748.004720473	1755.137212022	30.3	2541.2	7.132	2510.9	69.9	Ar21	
77	Spectrogram 1	1	HS120813-1053-ESM.wav	1755.649	1755.649113330	1760.768126403	43.2	2549.8	5.119	2506.6	73.7	Ar11	
78	Spectrogram 1	1	HS120813-1053-ESM.wav	1761.124	1761.123804515	1766.174564081	77.8	2562.8	5.051	2485.0	73.1	Ar11	
79	Spectrogram 1	1	HS120813-1053-ESM.wav	1766.516	1766.515831619	1771.293577155	43.2	2575.7	4.778	2532.5	73.6	Ar11	
80	Spectrogram 1	1	HS120813-1053-ESM.wav	1771.669	1771.668971447	1776.583223997	56.2	2575.7	4.914	2519.6	73.9	Ar11	
81	Spectrogram 1	1	HS120813-1053-ESM.wav	1777.421	1777.421226659	1790.491773374	60.5	2558.5	13.071	2498.0	74.2	Ar31	
82	Spectrogram 1	1	HS120813-1053-ESM.wav	1790.715	1790.715240939	1795.766000505	60.5	2558.5	5.051	2498.0	75.1	Ar11	
83	Spectrogram 1	1	HS120813-1053-ESM.wav	1796.244	1796.243775059	1801.806435932	60.5	2562.8	5.563	2502.3	76.0	Ar11	
84	Spectrogram 1	1	HS120813-1053-ESM.wav	1802.182	1802.181830224	1806.618308221	60.5	2562.8	4.436	2502.3	77.6	Ar11	
85	Spectrogram 1	1	HS120813-1053-ESM.wav	1807.111	1807.110718535	1812.468618885	51.9	2588.7	5.358	2536.8	75.4	Ar11	
86	Spectrogram 1	1	HS120813-1053-ESM.wav	1813.185	1813.185280716	1827.074869522	43.2	2588.7	13.890	2545.5	74.1	As31	
87	Spectrogram 1	1	HS120813-1053-ESM.wav	1827.890	1827.890375563	1833.316529421	30.3	2588.7	5.426	2558.5	73.4	As11	
88	Spectrogram 1	1	HS120813-1053-ESM.wav	1833.726	1833.726050467	1838.845063540	34.6	2593.0	5.119	2558.5	73.9	As11	
89	Spectrogram 1	1	HS120813-1053-ESM.wav	1839.425	1839.425218355	1844.953752475	25.9	2588.7	5.529	2562.8	73.2	As11	
90	Spectrogram 1	1	HS120813-1053-ESM.wav	1845.261	1845.260893259	1860.822693003	25.9	2588.7	15.562	2562.8	71.1	As41	
91	Spectrogram 1	1	HS120813-1053-ESM.wav	1861.574	1861.573737683	1866.999891541	43.2	2601.7	5.426	2558.5	71.9	As11	
92	Spectrogram 1	1	HS120813-1053-ESM.wav	1867.580	1867.580046356	1872.869693199	38.9	2584.4	5.290	2545.5	72.5	As11	
93	Spectrogram 1	1	HS120813-1053-ESM.wav	1873.245	1873.245087491	1890.274337649	38.9	2575.7	17.029	2536.8	70.0	Au1212	
94	Spectrogram 1	1	HS120813-1053-ESM.wav	1890.874	1890.873706726	1925.921882903	30.3	2567.1	35.048	2536.8	73.5	Dj11111111111113	
95	Spectrogram 1	1	HS120813-1053-ESM.wav	1926.121	1926.121084456	1956.562148866	38.9	2580.1	30.441	2541.2	74.8	Dj111111111113	
96	Spectrogram 1	1	HS120813-1053-ESM.wav	1956.844	1956.843755639	1988.957030987	30.3	2567.1	32.113	2536.8	74.9	Dj11111111111112	
97	Spectrogram 1	1	HS120813-1053-ESM.wav	1989.428	1989.428488557	2020.859228828	25.9	2575.7	31.431	2549.8	74.5	Dj11111111111112	
98	Spectrogram 1	1	HS120813-1053-ESM.wav	2021.053	2021.052869007	2049.992356249	13.0	2593.0	28.939	2580.1	74.6	Dj111111111112	
99	Spectrogram 1	1	HS120813-1053-ESM.wav	2050.797	2050.797497062	2084.173462302	25.9	2588.7	33.376	2562.8	75.3	Dj11111111111112	
