Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power (dB)	Category	Comment
1	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	10.340	10.340406408	19.418122925	21.8	2583.6	9.078	2561.8	65.7	Lb11	
2	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	23.274	23.274446107	31.840261317	122.2	2535.6	8.566	2413.4	64.0	Lb11	
3	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	37.028	37.027527898	45.832230385	117.8	2461.4	8.805	2343.6	67.4	Lb11	
4	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	49.775	49.774759001	58.920729025	26.2	2478.8	9.146	2452.7	63.6	Lb11	
5	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	65.678	65.677826282	74.653162538	91.6	2583.6	8.975	2491.9	72.4	Lb11	
6	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	78.271	78.270598443	88.201483806	8.7	2522.5	9.931	2513.8	68.7	Lb11	
7	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	91.513	91.512792873	100.965903682	21.8	2435.2	9.453	2413.4	68.8	Lb11	
8	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	104.856	104.856353618	113.558675843	30.5	2526.8	8.702	2496.3	70.4	Lb11	
9	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	117.680	117.680431330	126.212119786	130.9	2487.6	8.532	2356.6	73.2	Lb11	
10	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	131.058	131.058118829	140.408849377	126.6	2496.3	9.351	2369.7	73.3	Lb11	
11	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	144.182	144.182006560	154.010511661	130.9	2365.4	9.829	2234.4	75.5	Lb11	
12	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	158.140	158.139848874	167.354072406	139.7	2435.2	9.214	2295.5	75.3	Lb11	
13	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	172.189	172.188951105	181.403174637	152.7	2483.2	9.214	2330.5	77.9	Lb11	
14	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	182.247	182.247496852	190.233157247	8.7	2478.8	7.986	2470.1	76.0	Ma11	
15	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	191.223	191.222833108	200.334676378	0.0	2500.7	9.112	2500.7	74.2	Ma11	
16	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	201.290	201.290225485	210.026674464	4.4	2522.5	8.736	2518.1	77.3	Ma11	
17	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	210.619	210.618712776	215.259951296	26.2	2531.2	4.641	2505.0	75.5	Ma11	
18	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	215.806	215.805979357	224.917822628	4.4	2587.9	9.112	2583.6	73.3	Ma11	
19	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	225.881	225.881209556	229.908166507	0.0	2618.5	4.027	2618.5	78.7	Ma11	
20	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	230.659	230.658955092	238.712868994	0.0	2583.6	8.054	2583.6	73.9	Ma11	
21	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	239.817	239.817312935	243.946650147	0.0	2583.6	4.129	2583.6	77.8	Ma11	
22	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	244.629	244.629185224	252.512465357	0.0	2596.7	7.883	2596.7	78.8	Ma11	
23	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	254.048	254.048169279	258.040999476	0.0	2614.1	3.993	2614.1	80.5	Ma11	
24	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	258.724	258.723534553	268.415532639	4.4	2587.9	9.692	2583.6	77.8	Ma11	
25	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	268.616	268.615715494	353.064518806	56.7	2640.3	84.449	2583.6	73.9	Ia10	
26	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	354.047	354.046615421	366.332246797	52.4	2531.2	12.286	2478.8	70.9	Ar11	
27	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	368.482	368.482232288	379.641680788	87.3	2553.0	11.159	2465.7	71.1	Ar11	
28	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	381.591	381.590951431	390.225020148	0.0	2553.0	8.634	2553.0	71.4	Ar11	
29	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	392.416	392.416212200	401.152661179	0.0	2570.5	8.736	2570.5	72.9	Ar11	
30	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	403.098	403.097886147	411.322433818	48.0	2548.7	8.225	2500.7	74.0	Ar11	
31	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	414.559	414.559420948	421.589532236	96.0	2579.2	7.030	2483.2	72.5	Ar11	
32	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	424.889	424.889464862	432.977505518	0.0	2544.3	8.088	2544.3	72.2	Ar11	
33	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	435.912	435.912406347	444.512348310	78.6	2535.6	8.600	2457.0	72.3	Ar11	
34	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	446.593	446.593322115	455.705165386	52.4	2605.4	9.112	2553.0	70.8	Ar11	
35	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	457.361	457.361419723	466.951037547	113.5	2553.0	9.590	2439.6	71.5	Ar11	
36	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	468.726	468.725628746	478.485880339	52.4	2435.2	9.760	2382.8	70.4	Ar11	
37	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	480.022	480.021584262	488.553272717	113.5	2531.2	8.532	2417.7	70.4	Ar11	
38	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	490.942	490.942145485	499.985735248	34.9	2518.1	9.044	2483.2	70.7	Ar11	
39	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	502.020	502.019946255	511.746071095	96.0	2583.6	9.726	2487.6	71.2	Ar11	
40	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	513.145	513.145268001	522.632505564	65.5	2583.6	9.487	2518.1	70.8	Ar11	
41	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	523.963	523.963448963	532.802278204	34.9	2539.9	8.839	2505.0	71.8	Ar11	
42	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	535.021	535.020517202	543.825219688	113.5	2509.4	8.805	2395.9	71.8	Ar11	
43	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	545.484	545.483529348	554.219978327	43.6	2579.2	8.736	2535.6	71.1	Ar11	
44	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	555.483	555.482668218	564.628638243	104.7	2548.7	9.146	2443.9	69.6	Ar11	
45	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	566.562	566.561985017	575.264307241	48.0	2605.4	8.702	2557.4	69.1	Ar11	
46	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	577.278	577.277785717	586.287248726	65.5	2570.5	9.009	2505.0	68.4	Ar11	
47	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	587.686	587.686445633	597.378443719	135.3	2570.5	9.692	2435.2	69.1	Ar11	
48	Spectrogram 1	1	HS160721-1133-MUI-PA.wav	598.980	598.980380798	607.273181977	65.5	2592.3	8.293	2526.8	69.6	Ar11	
