Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power (dB)	Category	Comment
1	Spectrogram 1	1	2018_10_17_09_03_41.wav	9:16:16.940	2555.940148064	2561.980583490	74.4	2473.8	6.040	2399.4	46.1	Db12	
2	Spectrogram 1	1	2018_10_17_09_03_41.wav	9:16:22.912	2561.912329983	2567.577371118	91.9	2399.4	5.665	2307.5	47.2	Db13	
3	Spectrogram 1	1	2018_10_17_09_03_41.wav	9:16:28.816	2567.816258394	2575.938425804	61.3	2386.3	8.122	2325.0	46.9	Db12	
4	Spectrogram 1	1	2018_10_17_09_03_41.wav	9:16:38.303	2577.303495957	2584.231226983	70.1	2425.7	6.928	2355.6	46.1	Db12	
5	Spectrogram 1	1	2018_10_17_09_03_41.wav	9:16:45.504	2584.504241014	2592.558154916	21.9	2522.0	8.054	2500.1	44.7	Db12	
6	Spectrogram 1	1	2018_10_17_09_03_41.wav	9:16:53.648	2592.648400092	2601.316595563	74.4	2557.0	8.668	2482.6	44.1	Db12	
7	Spectrogram 1	1	2018_10_17_09_03_41.wav	9:17:03.955	2602.954679747	2609.029241927	52.5	2438.8	6.075	2386.3	45.9	Db12	
8	Spectrogram 1	1	2018_10_17_09_03_41.wav	9:17:10.521	2609.520665992	2616.823791310	74.4	2215.5	7.303	2141.1	47.4	Db12	
9	Spectrogram 1	1	2018_10_17_09_03_41.wav	9:17:18.472	2617.472199633	2626.038014842	35.0	2522.0	8.566	2487.0	48.2	At12	
10	Spectrogram 1	1	2018_10_17_09_03_41.wav	9:17:28.164	2627.164197719	2635.866519944	52.5	2495.7	8.702	2443.2	47.6	At13	
11	Spectrogram 1	1	2018_10_17_09_03_41.wav	9:17:37.719	2636.718934789	2644.124440369	21.9	2198.0	7.406	2176.1	52.0	At13	
12	Spectrogram 1	1	2018_10_17_09_03_41.wav	9:17:46.080	2645.079989476	2652.587875317	48.2	2158.6	7.508	2110.4	53.6	At13	
13	Spectrogram 1	1	2018_10_17_09_03_41.wav	9:17:54.339	2653.338663901	2662.006859372	21.9	2281.2	8.668	2259.3	56.0	At12	
14	Spectrogram 1	1	2018_10_17_09_03_41.wav	9:18:04.007	2663.007421098	2671.231968769	39.4	2543.9	8.225	2504.5	54.4	At13	
15	Spectrogram 1	1	2018_10_17_09_03_41.wav	9:18:12.744	2671.743870077	2678.876361626	39.4	2491.4	7.132	2452.0	54.6	At13	
16	Spectrogram 1	1	2018_10_17_09_03_41.wav	9:18:20.900	2679.900164240	2688.158838666	0.0	2132.3	8.259	2132.3	52.8	At12	
17	Spectrogram 1	1	2018_10_17_09_03_41.wav	9:18:30.337	2689.337095927	2697.049742291	0.0	2456.3	7.713	2456.3	49.5	At12	
18	Spectrogram 1	1	2018_10_17_09_03_41.wav	9:18:38.903	2697.902911137	2706.502853100	21.9	2395.0	8.600	2373.1	50.4	At12	
19	Spectrogram 1	1	2018_10_17_09_18_41.wav	9:18:49.968	2708.968067778	2727.191754319	35.0	2338.1	18.224	2303.1	45.1	Dj1112	
20	Spectrogram 1	1	2018_10_17_09_18_41.wav	9:19:08.429	2727.429376955	2748.724471341	74.4	2517.6	21.295	2443.2	44.9	Dj1116	
21	Spectrogram 1	1	2018_10_17_09_18_41.wav	9:19:31.812	2750.811510842	2771.014549106	35.0	2614.0	20.203	2578.9	47.1	Dj1116	
22	Spectrogram 1	1	2018_10_17_09_18_41.wav	9:19:53.966	2772.965840232	2790.848259235	78.9	2613.9	17.882	2534.9	43.0	Dj1115	
23	Spectrogram 1	1	2018_10_17_09_18_41.wav	9:20:13.657	2792.656977188	2811.631452313	0.0	2600.7	18.974	2600.7	45.0	Dj1115	
24	Spectrogram 1	1	2018_10_17_09_18_41.wav	9:20:33.443	2812.443414242	2830.735354291	48.2	2618.3	18.292	2570.0	47.3	Dj1115	
25	Spectrogram 1	1	2018_10_17_09_18_41.wav	9:20:52.803	2831.803141566	2838.935633115	100.9	2556.9	7.132	2456.0	45.8	Db11	
26	Spectrogram 1	1	2018_10_17_09_18_41.wav	9:21:01.062	2840.061815991	2846.272885187	144.7	2578.8	6.211	2434.1	45.0	Db12	
27	Spectrogram 1	1	2018_10_17_09_18_41.wav	9:21:07.682	2846.682406233	2853.064109198	118.4	2605.1	6.382	2486.7	50.4	Db13	
28	Spectrogram 1	1	2018_10_17_09_18_41.wav	9:21:14.986	2853.985531551	2861.732304669	43.9	2530.5	7.747	2486.7	48.5	Db12	
29	Spectrogram 1	1	2018_10_17_09_18_41.wav	9:21:23.956	2862.956063664	2870.668710028	0.0	2556.9	7.713	2556.9	47.7	Db13	
30	Spectrogram 1	1	2018_10_17_09_18_41.wav	9:21:31.942	2870.941724058	2878.961511207	48.2	2534.9	8.020	2486.7	50.5	Db12	
31	Spectrogram 1	1	2018_10_17_09_18_41.wav	9:21:41.345	2880.344528827	2887.954794930	100.9	2600.7	7.610	2499.8	49.6	Db13	
32	Spectrogram 1	1	2018_10_17_09_18_41.wav	9:21:49.842	2888.842090529	2895.974582078	43.9	2622.6	7.132	2578.8	47.4	Db13	
33	Spectrogram 1	1	2018_10_17_09_18_41.wav	9:21:57.652	2896.652313012	2904.842733929	21.9	2605.1	8.190	2583.2	46.4	At12	
