Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	UNIT
284	Spectrogram 1	1	505.962956005	508.048321596	478.6	1772.5	2.085	1293.9	1031.2	Z
285	Spectrogram 1	1	508.487345931	509.475150685	0.0	1453.5	0.988	1453.5	0.0	Y
286	Spectrogram 1	1	510.512605464	510.776348357	0.0	1423.4	0.264	1423.4	0.0	19
287	Spectrogram 1	1	510.821821270	511.670272359	0.0	1418.0	0.848	1418.0	328.1	Y
288	Spectrogram 1	1	513.133686809	514.926369510	407.7	1719.3	1.793	1311.6	703.1	Z
289	Spectrogram 1	1	515.145881678	516.280027876	17.7	1524.4	1.134	1506.7	46.9	Y
290	Spectrogram 1	1	516.539106858	518.185448114	673.6	1949.8	1.646	1276.2	703.1	Z
291	Spectrogram 1	1	519.173252868	520.417155150	0.0	1488.9	1.244	1488.9	328.1	Y
292	Spectrogram 1	1	521.624472071	522.978130437	584.9	1896.6	1.354	1311.7	750.0	Z
293	Spectrogram 1	1	523.600081579	524.697642416	0.0	1488.9	1.098	1488.9	328.1	Y
294	Spectrogram 1	1	526.234227588	528.648861430	514.0	1843.4	2.415	1329.4	1828.1	Z
295	Spectrogram 1	1	528.904958959	529.929349074	0.0	1488.9	1.024	1488.9	328.1	Y
296	Spectrogram 1	1	531.180805275	531.380886090	0.0	1449.3	0.200	1449.3	0.0	19
297	Spectrogram 1	1	531.399075255	532.197641471	0.0	1488.9	0.799	1488.9	328.1	17
298	Spectrogram 1	1	534.209836340	536.185445847	549.5	1932.0	1.976	1382.5	703.1	Z
299	Spectrogram 1	1	536.551299459	537.356177407	0.0	1488.9	0.805	1488.9	0.0	Y
300	Spectrogram 1	1	538.270811438	539.258616191	0.0	1471.2	0.988	1471.2	0.0	Y
301	Spectrogram 1	1	541.386758769	542.959929303	478.6	1914.3	1.573	1435.7	1781.2	Z
302	Spectrogram 1	1	543.325782915	544.277002308	0.0	1488.9	0.951	1488.9	0.0	Y
303	Spectrogram 1	1	545.301392423	546.179441093	0.0	1471.2	0.878	1471.2	328.1	20
304	Spectrogram 1	1	548.557489573	550.496513719	531.8	1843.4	1.939	1311.6	1359.4	Z
305	Spectrogram 1	1	550.862367332	551.667245279	0.0	1506.6	0.805	1506.6	0.0	Y
306	Spectrogram 1	1	552.947732923	553.606269425	0.0	1488.9	0.659	1488.9	328.1	17
307	Spectrogram 1	1	555.801391100	556.496512964	0.0	1453.5	0.695	1453.5	0.0	20
308	Spectrogram 1	1	557.615297530	559.737248483	531.8	1825.7	2.122	1293.9	1359.4	Z
309	Spectrogram 1	1	560.139687456	560.760295130	0.0	1488.9	0.621	1488.9	0.0	Y
310	Spectrogram 1	1	561.932370157	562.664077382	0.0	1506.6	0.732	1506.6	328.1	Y
311	Spectrogram 1	1	567.947051860	570.142173535	584.9	1843.4	2.195	1258.5	1828.1	Z
312	Spectrogram 1	1	570.434856425	571.203149011	0.0	1488.9	0.768	1488.9	328.1	Y
313	Spectrogram 1	1	572.059070771	572.222773257	0.0	1422.6	0.164	1422.6	0.0	19
314	Spectrogram 1	1	572.295529917	572.959246351	0.0	1471.2	0.664	1471.2	0.0	17
315	Spectrogram 1	1	579.457900952	581.031071485	584.9	2002.9	1.573	1418.0	703.1	Z
316	Spectrogram 1	1	581.104242208	581.945705517	0.0	1488.9	0.841	1488.9	0.0	Y
317	Spectrogram 1	1	586.437872635	588.341401563	508.1	1956.0	1.904	1447.9	1406.2	Z
318	Spectrogram 1	1	588.650081930	589.576123031	0.0	1168.5	0.926	1168.5	0.0	20
319	Spectrogram 1	1	590.039143581	591.273865048	0.0	1295.6	1.235	1295.6	0.0	Z
320	Spectrogram 1	1	591.597224317	592.233845094	0.0	1397.2	0.637	1397.2	0.0	20
321	Spectrogram 1	1	592.652195890	593.070546686	0.0	1448.0	0.418	1448.0	0.0	20
322	Spectrogram 1	1	593.579843307	593.961815773	0.0	1473.4	0.382	1473.4	0.0	20
323	Spectrogram 1	1	597.721732786	599.649784281	406.5	1829.0	1.928	1422.5	1406.2	Z
324	Spectrogram 1	1	599.844637014	600.390311965	0.0	1448.0	0.546	1448.0	0.0	Y
325	Spectrogram 1	1	603.872675309	604.363782765	0.0	1473.4	0.491	1473.4	0.0	20
326	Spectrogram 1	1	605.837292992	607.656209497	533.5	1829.0	1.819	1295.5	1406.2	Z
327	Spectrogram 1	1	608.001803633	608.565667749	0.0	1422.6	0.564	1422.6	46.9	Y
328	Spectrogram 1	1	609.711585147	610.257260099	0.0	1422.6	0.546	1422.6	328.1	20
329	Spectrogram 1	1	614.284698611	616.121804280	508.1	1803.6	1.837	1295.5	1453.1	Z
330	Spectrogram 1	1	616.612911737	617.085830028	0.0	1422.6	0.473	1422.6	328.1	20
331	Spectrogram 1	1	618.322693251	618.904746533	0.0	1422.6	0.582	1422.6	328.1	20
332	Spectrogram 1	1	620.450825562	620.850987193	0.0	1371.8	0.400	1371.8	0.0	20
333	Spectrogram 1	1	622.241172561	623.878197415	406.5	1930.6	1.637	1524.1	1921.9	Z
334	Spectrogram 1	1	624.296548211	624.896790658	0.0	1422.6	0.600	1422.6	328.1	20
335	Spectrogram 1	1	625.660735590	627.261382114	406.5	1397.2	1.601	990.7	1359.4	Z
336	Spectrogram 1	1	627.479652095	627.679732910	0.0	1422.6	0.200	1422.6	0.0	19
337	Spectrogram 1	1	627.716111240	628.698326153	0.0	1397.2	0.982	1397.2	0.0	20
