Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Category	Comment
240	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:22:13.8193	3112.819317104	3118.514294239	61.400	2618.300	5.6950	2556.900	-59.67	Ar11	
241	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:22:20.9042	3119.904188293	3125.406115356	30.700	2609.500	5.5019	2578.800	-60.40	Ar11	
243	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:22:27.2266	3126.226578163	3131.535455154	87.700	2578.800	5.3089	2491.100	-58.33	Ar11	
244	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:22:33.1629	3132.162867889	3137.230432289	43.900	2578.800	5.0676	2534.900	-59.05	Ar11	
245	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:22:38.9061	3137.906107543	3143.263247051	39.500	2570.000	5.3571	2530.500	-65.61	Ar11	
246	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:22:46.3039	3145.303865273	3150.564479746	52.600	2561.200	5.2606	2508.600	-69.03	Ar11	
247	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:22:52.1919	3151.191892481	3155.873356736	48.200	2565.600	4.6815	2517.400	-69.70	Ar11	
248	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:22:57.6456	3156.645557026	3161.471808835	52.600	2447.200	4.8263	2394.600	-68.67	Ar11	
249	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:23:03.3888	3162.388796679	3168.083773815	61.400	2491.100	5.6950	2429.700	-75.42	Ar11	
250	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:23:10.5799	3169.579911876	3175.033576421	21.900	2521.800	5.4537	2499.900	-72.63	Ar11	
251	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:23:16.4679	3175.467939083	3180.004615785	26.300	2517.400	4.5367	2491.100	-66.32	Ar11	
252	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:23:21.4872	3180.487240966	3186.182218101	26.300	2526.200	5.6950	2499.900	-64.05	Ar11	
253	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:23:27.6976	3186.697588585	3192.778665865	17.500	2521.800	6.0811	2504.300	-63.31	Ar11	
254	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:23:34.7177	3193.717656042	3199.088376851	39.500	2554.359	5.3707	2514.859	-63.26	Ar11	
255	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:23:41.2291	3200.229060917	3205.409667716	43.889	2668.471	5.1806	2624.582	-63.63	Ar11	
256	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:23:47.5979	3206.597880284	3211.683430078	35.111	2668.471	5.0855	2633.360	-63.67	Ar11	
257	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:23:54.1093	3213.109285160	3218.955290997	26.334	2681.638	5.8460	2655.305	-62.39	Ar11	
258	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:24:00.4781	3219.478104527	3224.943882342	21.945	2681.638	5.4658	2659.693	-59.96	Ar11	
259	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:24:06.8945	3225.894452397	3231.597872726	57.056	2672.860	5.7034	2615.804	-61.31	Ar11	
260	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:24:13.6435	3232.643499786	3237.871635087	35.111	2668.471	5.2281	2633.360	-60.49	Ar11	
261	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:24:20.1695	3239.169528515	3244.920477347	21.945	2677.249	5.7509	2655.305	-61.40	Ar11	
262	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:24:27.1562	3246.156218418	3251.289296714	39.500	2668.471	5.1331	2628.971	-62.34	Ar11	
263	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:24:32.5745	3251.574467731	3256.232260999	13.167	2681.638	4.6578	2668.471	-61.15	Ar11	
264	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:24:38.7532	3257.753173087	3263.361536410	26.334	2655.305	5.6084	2628.971	-62.35	Ar11	
265	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:24:45.7913	3264.791345901	3270.162066711	39.500	2646.527	5.3707	2607.026	-62.85	Ar11	
266	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:24:53.0157	3272.015678318	3277.148756614	48.278	2650.916	5.1331	2602.637	-61.78	Ar11	
267	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:24:58.6240	3277.624041641	3282.947233948	83.390	2668.471	5.3232	2585.082	-62.41	Ar11	
268	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:25:05.0879	3284.087918014	3289.743809840	8.778	2602.637	5.6559	2593.859	-62.63	Ar11	
269	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:25:11.8370	3290.836965403	3296.540385732	43.889	2571.915	5.7034	2528.025	-62.29	Ar11	
270	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:25:18.3825	3297.382468184	3302.420489475	30.723	2607.026	5.0380	2576.304	-62.75	Ar11	
271	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:25:24.1809	3303.180945519	3309.074479859	35.111	2611.415	5.8935	2576.304	-62.86	Ar11	
272	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:25:31.2627	3310.262692427	3316.156226767	48.278	2580.693	5.8935	2532.414	-60.89	Ar11	
273	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:25:38.0117	3317.011739816	3322.762688648	30.723	2624.582	5.7509	2593.859	-61.88	Ar11	
274	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:25:44.6182	3323.618201697	3328.988922507	39.500	2642.138	5.3707	2602.637	-60.11	Ar11	
275	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:25:50.9870	3329.987021064	3335.500327382	48.278	2655.305	5.5133	2607.026	-61.65	Ar11	
276	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:25:57.2590	3336.259045119	3341.344594912	30.723	2589.471	5.0855	2558.748	-63.64	Ar11	
277	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:26:03.8655	3342.865507000	3348.616455831	43.889	2659.693	5.7509	2615.804	-62.38	Ar11	
278	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:26:10.3769	3349.376911875	3354.462461668	21.945	2668.471	5.0855	2646.527	-60.19	Ar11	
279	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:26:16.2704	3355.270446215	3360.451053014	35.111	2589.471	5.1806	2554.359	-59.68	Ar11	
280	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:26:22.2115	3361.211509057	3367.485271419	26.334	2589.471	6.2738	2563.137	-67.19	As11	
281	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:26:29.3618	3368.361750608	3373.922585428	21.945	2247.134	5.5608	2225.189	-66.41	As11	
282	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:26:36.1583	3375.158326499	3380.814218326	4.389	2269.078	5.6559	2264.689	-64.93	As11	
283	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:26:42.5271	3381.527145867	3386.897866676	17.556	2326.135	5.3707	2308.579	-63.89	As11	
284	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:26:49.3713	3388.371250261	3394.359841607	26.334	2304.190	5.9886	2277.856	-64.74	As11	
285	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:26:55.9302	3394.930183639	3400.538546963	30.723	2396.357	5.6084	2365.635	-65.69	As11	
286	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:27:02.2990	3401.299003007	3407.002423335	8.778	2365.635	5.7034	2356.857	-64.31	As11	
287	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:27:09.6999	3408.699869772	3414.450818604	21.945	2400.746	5.7509	2378.802	-65.34	As11	
288	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:27:16.2113	3415.211274647	3421.247394496	17.556	2370.024	6.0361	2352.468	-66.06	As11	
289	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:27:22.8177	3421.817736528	3426.998343327	21.945	2440.247	5.1806	2418.302	-65.95	As11	
290	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:27:28.9489	3427.948913382	3433.272105689	26.334	2409.524	5.3232	2383.191	-65.84	As11	
291	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:27:35.3653	3434.365261252	3440.448909603	17.556	2422.691	6.0836	2405.135	-65.42	As11	
292	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:27:41.9717	3440.971723133	3447.340542500	21.945	2475.358	6.3688	2453.414	-66.15	As11	
293	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:27:49.0059	3448.005941538	3453.424190851	30.723	2444.636	5.4182	2413.913	-64.44	As11	
294	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:27:54.9163	3453.916263574	3458.431471334	17.556	2457.803	4.5152	2440.247	-66.36	Jb11	
295	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:27:59.8592	3458.859227859	3463.326907116	30.723	2435.858	4.4677	2405.135	-62.69	Jb11	
296	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:28:06.1330	3465.132990220	3469.695726484	8.778	2492.914	4.5627	2484.136	-60.22	Jb11	
297	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:28:11.6938	3470.693825041	3474.638690769	39.500	2479.747	3.9449	2440.247	-63.41	Jb11	
298	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:28:16.2090	3475.209032801	3478.916256015	0.000	2536.803	3.7072	2536.803	-55.85	Jb11	
299	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:28:20.3440	3479.344012540	3483.288878267	8.778	2484.136	3.9449	2475.358	-58.84	Jb11	
300	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:28:24.9818	3483.981809241	3486.785990903	35.111	2492.914	2.8042	2457.803	-61.25	Ja11	
301	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:28:29.8297	3488.829716521	3491.253670160	17.556	2519.248	2.4240	2501.692	-61.41	Ja11	
302	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:28:33.6320	3492.631996740	3495.483706904	21.945	2514.859	2.8517	2492.914	-60.56	Ja11	
303	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:28:36.8164	3495.816406423	3497.860132041	21.945	2497.303	2.0437	2475.358	-58.93	Ja11	
304	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:28:40.5236	3499.523629637	3501.995111780	26.334	2383.191	2.4715	2356.857	-57.71	Ja11	
305	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:28:44.2784	3503.278381354	3506.272677026	48.278	2273.467	2.9943	2225.189	-59.90	Ja11	
306	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:28:48.2232	3507.223247081	3509.457086710	43.889	2391.969	2.2338	2348.079	-58.82	Ja11	
307	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:28:52.0731	3511.073055803	3513.544537945	26.334	2391.969	2.4715	2365.635	-57.89	Ja11	
308	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:28:56.3506	3515.350621050	3518.012217203	4.389	2462.191	2.6616	2457.803	-59.39	Ja11	
309	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:29:00.2955	3519.295486777	3522.432367958	4.389	2475.358	3.1369	2470.969	-60.74	Ja11	
310	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:29:03.9552	3522.955181488	3524.903850100	4.389	2396.357	1.9487	2391.969	-57.22	Ja11	
311	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:29:06.7594	3525.759363150	3528.183316790	39.500	2422.691	2.4240	2383.191	-62.21	Ja11	
312	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:29:10.1050	3529.105011399	3560.996636738	48.278	2650.916	31.8916	2602.637	-60.73	Ec51	
313	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:29:42.2859	3561.285911403	3568.177544300	17.556	2677.249	6.8916	2659.693	-57.69	Ec12	
314	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:29:50.1281	3569.128114355	3580.677540521	0.000	2650.916	11.5494	2650.916	-55.76	Ec22	
315	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:30:02.1053	3581.105297046	3586.998831385	26.334	2637.749	5.8935	2611.415	-58.69	Ec11	
316	Spectrogram 1	1	2014.10.01_08.15.21.wav	8:30:09.0445	3588.044458446	3603.823921355	61.445	2664.082	15.7795	2602.637	-57.75	Ec23	
317	Spectrogram 1	1	2014.10.01_08.30.25.wav	8:30:29.6431	3604.643076026	3616.287559197	87.779	2633.360	11.6445	2545.581	-54.80	Ec22	
318	Spectrogram 1	1	2014.10.01_08.30.25.wav	8:30:41.7153	3616.715315722	3622.086036531	0.000	2672.860	5.3707	2672.860	-56.61	Ec11	
319	Spectrogram 1	1	2014.10.01_08.30.25.wav	8:30:47.2286	3622.228622039	3643.453866372	0.000	2541.192	21.2252	2541.192	-53.29	Eh61	
320	Spectrogram 1	1	2014.10.01_08.30.25.wav	8:31:08.7390	3643.739037388	3665.744734157	79.001	2576.304	22.0057	2497.303	-56.99	Eh34	
321	Spectrogram 1	1	2014.10.01_08.30.25.wav	8:31:31.6107	3666.610692791	3690.707643680	30.723	2664.082	24.0970	2633.360	-57.02	Eh35	
322	Spectrogram 1	1	2014.10.01_08.30.25.wav	8:31:57.3236	3692.323612774	3697.123991550	92.168	2620.193	4.8004	2528.025	-57.50	Ar11	
323	Spectrogram 1	1	2014.10.01_08.30.25.wav	8:32:02.5993	3697.599276578	3702.589769366	100.945	2642.138	4.9905	2541.192	-62.35	Ar11	
324	Spectrogram 1	1	2014.10.01_08.30.25.wav	8:32:08.3502	3703.350225409	3707.960490175	70.223	2558.748	4.6103	2488.525	-58.83	Ar11	
