Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power (dB)	Category	Comment
1	Spectrogram 1	1	2015_10_03_10_35_40.wav	10:40:02.982	1462.982146580	1468.049710980	26.3	2583.2	5.068	2556.9	63.7	Bl111	
2	Spectrogram 1	1	2015_10_03_10_35_40.wav	10:40:08.967	1468.966698824	1475.192563658	43.9	2521.8	6.226	2477.9	64.8	Bl111	
3	Spectrogram 1	1	2015_10_03_10_35_40.wav	10:40:17.027	1477.026539346	1481.997578710	78.9	2534.9	4.971	2456.0	65.7	Bl111	
4	Spectrogram 1	1	2015_10_03_10_35_40.wav	10:40:24.218	1484.217654543	1489.092168870	65.8	2526.2	4.875	2460.4	65.8	Bl111	
5	Spectrogram 1	1	2015_10_03_10_35_40.wav	10:40:31.023	1491.022669594	1497.103746874	30.7	2491.1	6.081	2460.4	65.2	Bl111	
6	Spectrogram 1	1	2015_10_03_10_35_40.wav	10:40:39.031	1499.031206655	1504.195296092	48.2	2477.9	5.164	2429.7	64.9	Bl111	
7	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:40:45.209	1505.208808972	1511.434673806	48.2	2539.3	6.226	2491.1	63.1	Bl111	
8	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:40:52.738	1512.737761795	1517.901851231	21.9	2561.2	5.164	2539.3	65.5	Bl111	
9	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:40:59.591	1519.591039365	1525.286016500	52.6	2394.6	5.695	2342.0	65.1	Bl111	
10	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:41:06.782	1526.782154561	1532.091031552	61.4	2381.4	5.309	2320.0	65.9	Bl111	
11	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:41:13.635	1533.635432131	1539.619984375	43.9	2324.4	5.985	2280.5	65.9	Bl111	
12	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:41:21.164	1541.164384954	1546.521524463	13.2	2320.0	5.357	2306.8	66.7	Bl111	
13	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:41:28.066	1548.066401891	1553.954429098	26.3	2315.6	5.888	2289.3	66.3	Bl111	
14	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:41:35.354	1555.354042123	1561.049019259	48.2	2324.4	5.695	2276.2	64.9	Be11	
15	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:41:43.028	1563.027782501	1569.253647335	26.3	2328.8	6.226	2302.5	64.3	Bl111	
16	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:41:50.798	1570.798047914	1576.637812604	39.5	2342.0	5.840	2302.5	64.7	Be11	
17	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:41:57.748	1577.747850520	1583.877190318	30.7	2342.0	6.129	2311.3	62.8	Bl111	
18	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:42:04.649	1584.649390608	1590.971780478	0.0	2342.0	6.322	2342.0	62.7	Bl111	
19	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:42:12.420	1592.419656021	1598.693783374	30.7	2346.3	6.274	2315.6	62.9	Bl111	
20	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:42:19.321	1599.321196109	1605.402273389	30.7	2381.4	6.081	2350.7	64.1	Bl111	
21	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:42:26.827	1606.827433533	1612.136310523	21.9	2359.5	5.309	2337.6	64.2	Bl111	
22	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:42:33.777	1613.777236138	1618.893063057	35.1	2355.1	5.116	2320.0	64.1	Bl111	
23	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:42:41.017	1621.016613853	1626.566803434	57.0	2363.9	5.550	2306.9	63.0	Bl111	
24	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:42:47.677	1627.676841350	1633.564868558	8.8	2324.4	5.888	2315.6	58.6	Bl111	
25	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:42:54.434	1634.433593884	1639.983783465	35.1	2052.5	5.550	2017.4	59.9	Ar11	
26	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:43:01.287	1641.286871453	1647.174898661	35.1	2048.1	5.888	2013.0	59.6	Ar11	
27	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:43:08.381	1648.381461614	1653.835126159	17.5	2004.3	5.454	1986.8	59.7	Ar11	
28	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:43:15.265	1655.264847105	1660.621986613	13.2	2026.2	5.357	2013.0	59.1	Ar11	
29	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:43:22.408	1662.407699783	1668.102676918	26.3	2074.4	5.695	2048.1	58.7	Ar11	
30	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:43:29.164	1669.164452316	1674.666379379	17.5	2092.0	5.502	2074.5	58.8	Ar11	
31	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:43:36.443	1676.443134376	1681.269386185	13.2	2065.7	4.826	2052.5	58.9	Ar11	
32	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:43:42.235	1682.234636547	1686.336950585	21.9	2087.6	4.102	2065.7	53.8	Ka11	
33	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:43:46.878	1686.878033324	1692.959110604	26.3	2122.7	6.081	2096.4	56.4	Gj111	
34	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:43:53.432	1693.432136814	1699.561476612	35.1	2127.1	6.129	2092.0	56.5	Gj111	
35	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:44:00.334	1700.333676902	1708.103942315	21.9	2140.2	7.770	2118.3	56.1	Gj111	
36	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:44:08.249	1708.248729870	1714.571119740	26.3	2092.0	6.322	2065.7	56.0	Gj111	
37	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:44:15.054	1715.053744921	1722.341385154	26.3	2201.6	7.288	2175.3	56.4	Gj111	
38	Spectrogram 1	1	2015_10_03_10_40_40.wav	10:44:22.888	1722.888484012	1729.741761582	35.1	2092.0	6.853	2056.9	56.0	Gj111	
