Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	UNIT
59	Spectrogram 1	1	200.552498439	202.217794282	173.0	3065.2	2892.2	234.4	1.665	31
60	Spectrogram 1	1	203.142958639	203.496778710	123.6	3015.8	2892.2	210.9	0.354	19
61	Spectrogram 1	1	203.478229660	203.775014454	92.4	2834.9	2742.5	210.9	0.297	18
62	Spectrogram 1	1	204.512201888	205.400359671	74.2	3040.5	2966.3	234.4	0.888	26
63	Spectrogram 1	1	207.208276934	209.780602311	74.2	3065.2	2991.0	328.1	2.572	25
64	Spectrogram 1	1	210.594746946	212.038003343	197.8	3015.8	2818.0	234.4	1.443	31
65	Spectrogram 1	1	213.111193997	213.421692274	123.6	3040.5	2916.9	1289.1	0.310	19
66	Spectrogram 1	1	213.495888473	213.774124217	92.4	3081.4	2989.0	210.9	0.278	18
67	Spectrogram 1	1	214.332410948	215.331588454	148.3	2991.1	2842.8	210.9	0.999	26
68	Spectrogram 1	1	217.070897446	219.661357646	49.4	2916.9	2867.5	351.6	2.590	25
69	Spectrogram 1	1	220.155943961	222.339331844	98.9	2966.4	2867.5	234.4	2.183	31
70	Spectrogram 1	1	225.336864361	226.262028718	148.3	3040.5	2892.2	234.4	0.925	26
71	Spectrogram 1	1	228.807488904	230.879857064	74.2	3015.8	2941.6	281.2	2.072	25
72	Spectrogram 1	1	231.805021421	233.285284393	49.4	3015.8	2966.4	234.4	1.480	31
73	Spectrogram 1	1	234.210448750	234.451173168	74.2	2966.4	2892.2	210.9	0.241	19
74	Spectrogram 1	1	234.525369367	234.785056061	123.3	2927.3	2804.0	281.2	0.260	18
75	Spectrogram 1	1	235.579691999	236.948935247	74.2	2991.1	2916.9	210.9	1.369	31
76	Spectrogram 1	1	238.055918274	240.461345603	49.4	2941.6	2892.2	234.4	2.405	25
77	Spectrogram 1	1	241.312496811	243.014799228	98.9	2941.6	2842.7	234.4	1.702	31
78	Spectrogram 1	1	243.717924140	243.990170144	98.9	2966.4	2867.5	210.9	0.272	19
79	Spectrogram 1	1	244.031034614	244.235356968	151.4	2857.2	2705.8	304.7	0.204	18
80	Spectrogram 1	1	244.828121368	245.864305448	49.4	2991.1	2941.7	281.2	1.036	26
81	Spectrogram 1	1	246.752463231	249.305916857	49.4	2941.6	2892.2	351.6	2.553	25
82	Spectrogram 1	1	249.972035194	251.822363908	98.9	3015.8	2916.9	234.4	1.850	31
83	Spectrogram 1	1	253.281643868	254.155902649	0.0	558.5	558.5	23.4	0.874	U
84	Spectrogram 1	1	254.825001439	255.898192094	74.2	2966.4	2892.2	210.9	1.073	26
85	Spectrogram 1	1	258.081579976	260.450000731	24.7	2941.6	2916.9	234.4	2.368	25
86	Spectrogram 1	1	261.227138791	262.855428059	49.4	3065.2	3015.8	257.8	1.628	31
87	Spectrogram 1	1	264.002631862	264.409704179	24.7	3090.0	3065.3	140.6	0.407	19
88	Spectrogram 1	1	264.383816650	264.717699543	61.6	2958.1	2896.5	257.8	0.334	18
89	Spectrogram 1	1	265.260855388	266.215914590	49.4	2892.2	2842.8	257.8	0.955	26
90	Spectrogram 1	1	267.851315588	270.071710045	0.0	3114.7	3114.7	117.2	2.220	25
91	Spectrogram 1	1	270.922861253	272.625163671	98.9	3015.8	2916.9	257.8	1.702	31
92	Spectrogram 1	1	273.661347751	273.994406919	74.2	3090.0	3015.8	210.9	0.333	19
93	Spectrogram 1	1	273.992224343	274.177714839	0.0	2988.9	2988.9	281.2	0.185	18
94	Spectrogram 1	1	274.808551553	276.029768505	98.9	2966.4	2867.5	257.8	1.221	26
95	Spectrogram 1	1	277.422197622	280.012657822	24.7	2941.6	2916.9	117.2	2.590	25
96	Spectrogram 1	1	280.752789308	282.418085151	123.6	2991.1	2867.5	234.4	1.665	26
97	Spectrogram 1	1	283.670858325	284.633029257	0.0	553.8	553.8	70.3	0.962	U
98	Spectrogram 1	1	285.415617668	286.451801748	173.0	2916.9	2743.9	234.4	1.036	26
99	Spectrogram 1	1	289.301307968	291.299662979	24.7	3040.5	3015.8	281.2	1.998	25
100	Spectrogram 1	1	292.113807613	293.631077159	49.4	2002.3	1952.9	257.8	1.517	31
101	Spectrogram 1	1	294.741274388	295.185353279	49.4	2051.7	2002.3	210.9	0.444	19
102	Spectrogram 1	1	295.242581684	295.487768507	56.8	2024.7	1967.9	281.2	0.245	18
103	Spectrogram 1	1	296.036504488	296.998675419	74.2	1977.6	1903.4	257.8	0.962	26
104	Spectrogram 1	1	298.634600049	300.817987932	24.7	1952.9	1928.2	117.2	2.183	25
105	Spectrogram 1	1	301.484106269	302.890356092	49.4	2027.0	1977.6	257.8	1.406	31
106	Spectrogram 1	1	304.037559895	304.444632212	98.9	2076.5	1977.6	234.4	0.407	19
107	Spectrogram 1	1	304.479925506	304.711089860	26.2	1995.0	1968.8	46.9	0.231	18
108	Spectrogram 1	1	305.295783420	306.257954352	49.4	2027.0	1977.6	257.8	0.962	26
109	Spectrogram 1	1	307.553184452	309.884598632	0.0	2027.0	2027.0	93.8	2.331	25
110	Spectrogram 1	1	310.587723543	311.919960217	98.9	2002.3	1903.4	257.8	1.332	31
111	Spectrogram 1	1	313.141254029	313.932626968	0.0	2051.7	2051.7	70.3	0.791	U
112	Spectrogram 1	1	315.176538755	316.397755706	74.2	2027.0	1952.8	257.8	1.221	26
113	Spectrogram 1	1	318.703550801	320.849932110	24.7	1928.1	1903.4	281.2	2.146	25
114	Spectrogram 1	1	321.775096467	322.885293695	74.2	1952.9	1878.7	234.4	1.110	26
115	Spectrogram 1	1	323.884471201	324.365556667	0.0	2125.9	2125.9	234.4	0.481	19
116	Spectrogram 1	1	324.363792946	324.672012085	78.7	2126.2	2047.5	421.9	0.308	18
117	Spectrogram 1	1	325.499650151	326.483354568	74.2	1952.9	1878.7	234.4	0.984	26
118	Spectrogram 1	1	327.408518925	329.073814768	24.7	1977.6	1952.9	93.8	1.665	25
119	Spectrogram 1	1	330.072992274	331.294209225	74.2	2051.7	1977.5	234.4	1.221	26
120	Spectrogram 1	1	332.441413028	332.724237098	24.7	2051.7	2027.0	140.6	0.283	19
121	Spectrogram 1	1	332.724237098	333.186565807	0.0	2021.2	2021.2	281.2	0.462	18
122	Spectrogram 1	1	333.822380673	334.698814059	24.7	2002.3	1977.6	234.4	0.876	26
123	Spectrogram 1	1	335.994044159	337.844372874	0.0	2101.2	2101.2	281.2	1.850	25
124	Spectrogram 1	1	339.065589825	340.175787054	49.4	2027.0	1977.6	257.8	1.110	26
125	Spectrogram 1	1	343.394960867	344.209105501	49.4	1928.1	1878.7	257.8	0.814	26
126	Spectrogram 1	1	346.540519681	347.872756355	24.7	2027.0	2002.3	281.2	1.332	25
127	Spectrogram 1	1	349.146144979	350.108315910	49.4	2027.0	1977.6	257.8	0.962	26
128	Spectrogram 1	1	351.247041577	351.546714362	0.0	2150.6	2150.6	234.4	0.300	19
129	Spectrogram 1	1	351.592757868	351.837944691	56.8	2138.2	2081.4	421.9	0.245	18
130	Spectrogram 1	1	352.402723516	353.327887873	74.2	2002.3	1928.1	234.4	0.925	26
131	Spectrogram 1	1	354.919170568	356.399433539	0.0	2051.7	2051.7	70.3	1.480	25
132	Spectrogram 1	1	357.620650490	358.693841145	0.0	2051.7	2051.7	257.8	1.073	26
133	Spectrogram 1	1	360.063084393	360.433150136	0.0	2002.3	2002.3	140.6	0.370	19
134	Spectrogram 1	1	361.413840144	362.190978204	49.4	2002.3	1952.9	257.8	0.777	26
135	Spectrogram 1	1	363.264168858	365.558576464	24.7	2051.7	2027.0	70.3	2.294	25
136	Spectrogram 1	1	366.890813138	368.001010367	74.2	1952.9	1878.7	234.4	1.110	26
137	Spectrogram 1	1	371.183575755	372.034726964	24.7	2027.0	2002.3	234.4	0.851	26
138	Spectrogram 1	1	374.114292264	376.001627552	72.2	1973.9	1901.7	281.2	1.887	25
139	Spectrogram 1	1	377.740936544	378.555081178	48.1	1973.9	1925.8	257.8	0.814	26
140	Spectrogram 1	1	379.813304704	380.104695002	24.1	1973.9	1949.8	164.1	0.291	19
141	Spectrogram 1	1	380.159180963	380.431610767	51.8	2044.5	1992.7	328.1	0.272	18
142	Spectrogram 1	1	380.960508506	381.622860499	24.1	1998.0	1973.9	234.4	0.662	26
143	Spectrogram 1	1	383.217909538	384.550146212	24.1	2046.1	2022.0	70.3	1.332	25
144	Spectrogram 1	1	386.252448629	387.103599838	0.0	1925.8	1925.8	234.4	0.851	26
145	Spectrogram 1	1	388.213797066	388.454668505	0.0	2046.1	2046.1	140.6	0.241	19
146	Spectrogram 1	1	388.509154466	388.754341289	77.6	2122.2	2044.6	328.1	0.245	18
147	Spectrogram 1	1	389.323994295	390.138138929	48.1	1998.0	1949.9	234.4	0.814	26
148	Spectrogram 1	1	391.034304742	393.994830685	24.1	2046.1	2022.0	70.3	2.961	25
149	Spectrogram 1	1	394.475916151	395.549106805	0.0	2022.1	2022.1	234.4	1.073	26
150	Spectrogram 1	1	398.879698491	399.656836551	0.0	2070.2	2070.2	234.4	0.777	26
151	Spectrogram 1	1	402.268367409	404.895834183	0.0	2118.3	2118.3	70.3	2.627	25
152	Spectrogram 1	1	405.450932797	406.561130026	0.0	2022.1	2022.1	234.4	1.110	26
153	Spectrogram 1	1	407.597314106	407.855135726	0.0	2046.1	2046.1	281.2	0.258	19
154	Spectrogram 1	1	407.970717904	408.240409651	51.8	1992.8	1941.0	328.1	0.270	18
155	Spectrogram 1	1	408.707511334	409.447642820	0.0	1998.0	1998.0	234.4	0.740	26
156	Spectrogram 1	1	410.409813751	412.815241080	24.1	1973.9	1949.8	70.3	2.405	25
157	Spectrogram 1	1	413.333333120	414.184484328	0.0	1949.8	1949.8	234.4	0.851	26
158	Spectrogram 1	1	414.850602666	415.146655260	0.0	1973.9	1973.9	210.9	0.296	19
159	Spectrogram 1	1	415.252395069	415.522086815	51.8	1915.1	1863.3	421.9	0.270	18
160	Spectrogram 1	1	416.082362241	416.425001696	48.1	1973.9	1925.8	234.4	0.343	19
161	Spectrogram 1	1	416.443550746	416.740335539	0.0	1972.1	1972.1	304.7	0.297	18
162	Spectrogram 1	1	417.229566044	420.375124859	0.0	2070.2	2070.2	70.3	3.146	25
163	Spectrogram 1	1	420.893216899	422.262460147	0.0	2046.1	2046.1	304.7	1.369	26
164	Spectrogram 1	1	425.371012387	426.518216190	72.2	1949.8	1877.6	328.1	1.147	26
165	Spectrogram 1	1	428.812623796	430.440913064	0.0	1853.5	1853.5	70.3	1.628	25
166	Spectrogram 1	1	430.884991956	431.884169461	0.0	1998.0	1998.0	234.4	0.999	33
167	Spectrogram 1	1	432.402261501	432.623046434	0.0	1757.3	1757.3	117.2	0.221	19
168	Spectrogram 1	1	432.680837523	432.950529269	51.8	1785.7	1733.9	234.4	0.270	18
169	Spectrogram 1	1	433.179399561	433.397382080	0.0	2022.1	2022.1	210.9	0.218	19
170	Spectrogram 1	1	433.471578279	433.619970676	61.6	2064.5	2002.9	234.4	0.148	18
171	Spectrogram 1	1	434.141570493	434.453097573	0.0	2046.1	2046.1	234.4	0.312	19
172	Spectrogram 1	1	434.549416054	434.934689978	103.5	1941.0	1837.5	234.4	0.385	18
173	Spectrogram 1	1	436.004131561	437.299361661	24.1	2022.1	1998.0	281.2	1.295	25
174	Spectrogram 1	1	437.892899561	438.579214396	0.0	1973.9	1973.9	234.4	0.686	32
175	Spectrogram 1	1	439.075677227	439.357083753	0.0	1925.8	1925.8	117.2	0.281	19
176	Spectrogram 1	1	439.434138538	439.723093981	78.4	1933.3	1854.9	234.4	0.289	18
177	Spectrogram 1	1	439.889821861	440.407913901	0.0	1949.8	1949.8	234.4	0.518	32
178	Spectrogram 1	1	440.888999367	441.206398588	48.1	2070.2	2022.1	328.1	0.317	19
179	Spectrogram 1	1	441.283453373	441.591672512	130.6	2063.9	1933.3	210.9	0.308	18
180	Spectrogram 1	1	441.666137427	442.258242615	0.0	2022.1	2022.1	210.9	0.592	32
181	Spectrogram 1	1	442.739328081	443.036449728	0.0	1998.0	1998.0	117.2	0.297	19
182	Spectrogram 1	1	443.074977120	443.402459956	78.4	2011.7	1933.3	328.1	0.327	18
183	Spectrogram 1	1	443.960545032	448.290314224	385.2	2912.7	2527.5	1007.8	4.330	27
184	Spectrogram 1	1	451.102813870	452.435050544	48.1	2070.2	2022.1	304.7	1.332	27
185	Spectrogram 1	1	454.476069934	456.159869064	71.9	1941.4	1869.5	843.8	1.684	27
186	Spectrogram 1	1	456.844490688	457.714145183	119.8	1989.3	1869.5	421.9	0.870	28
187	Spectrogram 1	1	458.158224075	458.528289818	95.9	2133.1	2037.2	328.1	0.370	X2
188	Spectrogram 1	1	459.323931165	460.360115245	143.8	1965.3	1821.5	304.7	1.036	28
189	Spectrogram 1	1	460.933717146	461.322286176	0.0	2061.2	2061.2	539.1	0.389	X2
190	Spectrogram 1	1	461.507319048	461.877384791	47.9	2061.2	2013.3	656.2	0.370	X2
191	Spectrogram 1	1	462.321463682	462.673026138	47.9	2037.2	1989.3	117.2	0.352	X2
192	Spectrogram 1	1	463.061595168	463.376151049	47.9	2013.3	1965.4	398.4	0.315	X2
193	Spectrogram 1	1	464.116282535	464.467844991	24.0	1989.3	1965.3	328.1	0.352	X2
194	Spectrogram 1	1	464.708387723	465.059950179	24.0	1989.3	1965.3	304.7	0.352	X2
195	Spectrogram 1	1	465.337499486	465.633552081	0.0	2013.3	2013.3	281.2	0.296	X2
196	Spectrogram 1	1	466.542488300	466.912554043	119.8	2013.3	1893.5	421.9	0.370	X2
197	Spectrogram 1	1	467.819215113	471.704905413	191.7	2924.0	2732.3	1007.8	3.886	27
198	Spectrogram 1	1	474.887470801	475.812635158	95.9	2995.9	2900.0	398.4	0.925	28
199	Spectrogram 1	1	477.791392840	479.086622940	407.4	2995.9	2588.5	960.9	1.295	27
200	Spectrogram 1	1	479.641721554	479.937774148	119.8	2037.2	1917.4	421.9	0.296	X2
201	Spectrogram 1	1	480.159813594	480.566885911	71.9	2085.2	2013.3	257.8	0.407	X2
202	Spectrogram 1	1	481.251507536	481.566063417	167.8	1965.3	1797.5	421.9	0.315	X2
203	Spectrogram 1	1	481.806606150	482.158168606	119.8	2061.2	1941.4	421.9	0.352	X2
204	Spectrogram 1	1	482.509731061	482.861293517	119.8	2085.2	1965.4	281.2	0.352	X2
205	Spectrogram 1	1	483.268365834	483.656934864	95.9	2013.3	1917.4	984.4	0.389	X2
206	Spectrogram 1	1	483.878974310	484.193530191	47.9	2061.2	2013.3	421.9	0.315	X2
207	Spectrogram 1	1	484.600602508	484.878151816	71.9	2061.2	1989.3	539.1	0.278	X2
208	Spectrogram 1	1	485.470257004	485.784812886	119.8	2013.3	1893.5	984.4	0.315	X2
209	Spectrogram 1	1	486.136375341	486.469434510	143.8	2037.2	1893.4	421.9	0.333	X2
210	Spectrogram 1	1	486.932016688	487.228069283	143.8	2085.2	1941.4	445.3	0.296	X2
211	Spectrogram 1	1	487.579631738	487.912690907	47.9	1989.3	1941.4	398.4	0.333	X2
212	Spectrogram 1	1	488.227246788	488.578809244	71.9	1965.3	1893.4	117.2	0.352	X2
213	Spectrogram 1	1	490.464799527	493.850901074	407.4	2924.0	2516.6	960.9	3.386	27
214	Spectrogram 1	1	497.014963176	498.088153830	359.5	3043.9	2684.4	867.2	1.073	28
215	Spectrogram 1	1	499.660933237	500.567594307	479.3	2972.0	2492.7	1031.2	0.907	28
216	Spectrogram 1	1	501.011673199	501.344732367	263.6	1989.3	1725.7	1289.1	0.333	X2
217	Spectrogram 1	1	501.751804684	502.047857279	71.9	1989.3	1917.4	679.7	0.296	X2
218	Spectrogram 1	1	502.658465754	502.936015062	71.9	2085.2	2013.3	421.9	0.278	X2
219	Spectrogram 1	1	503.267999802	503.527045822	71.9	2037.2	1965.3	421.9	0.259	X2
220	Spectrogram 1	1	503.841601703	504.174660872	0.0	1989.3	1989.3	562.5	0.333	X2
221	Spectrogram 1	1	504.748262773	505.062818655	0.0	1965.3	1965.3	585.9	0.315	X2
222	Spectrogram 1	1	505.395877823	505.654923843	0.0	1989.3	1989.3	398.4	0.259	X2
223	Spectrogram 1	1	505.950976437	506.302538893	0.0	1989.3	1989.3	562.5	0.352	X2
224	Spectrogram 1	1	506.709611210	507.061173666	47.9	1965.3	1917.4	421.9	0.352	X2
225	Spectrogram 1	1	507.357226260	507.653278855	0.0	1965.3	1965.3	679.7	0.296	X2
226	Spectrogram 1	1	508.023344597	508.374907053	24.0	1965.3	1941.3	421.9	0.352	X2
227	Spectrogram 1	1	508.726469509	509.041025390	0.0	1989.3	1989.3	445.3	0.315	X2
228	Spectrogram 1	1	509.300071410	509.651633866	24.0	1989.3	1965.3	726.6	0.352	X2
229	Spectrogram 1	1	511.593157537	515.626874134	431.4	3019.9	2588.5	1101.6	4.034	27
230	Spectrogram 1	1	518.790936235	519.790113741	191.7	2948.0	2756.3	937.5	0.999	28
231	Spectrogram 1	1	522.417580515	524.915524279	599.2	2972.0	2372.8	914.1	2.498	27
232	Spectrogram 1	1	525.987624802	527.375371338	335.5	2876.1	2540.6	398.4	1.388	27
233	Spectrogram 1	1	528.744614587	529.688282231	335.5	3019.9	2684.4	398.4	0.944	28
234	Spectrogram 1	1	531.500714239	535.293888103	575.2	2900.1	2324.9	1125.0	3.793	27
235	Spectrogram 1	1	538.217407472	538.920532383	455.4	2948.0	2492.6	773.4	0.703	6
236	Spectrogram 1	1	541.972770910	544.748263982	671.1	2900.1	2229.0	1078.1	2.775	27
237	Spectrogram 1	1	545.802951349	546.802128855	383.5	2995.9	2612.4	656.2	0.999	28
238	Spectrogram 1	1	548.208378677	548.837490440	335.5	2972.0	2636.5	1007.8	0.629	28
239	Spectrogram 1	1	550.483145813	552.500004111	358.3	2972.0	2613.7	984.4	2.017	U1
240	Spectrogram 1	1	552.833063280	554.054280231	311.6	3019.9	2708.3	679.7	1.221	U2
241	Spectrogram 1	1	555.016451163	555.941615520	335.5	3019.9	2684.4	492.2	0.925	U2
242	Spectrogram 1	1	556.940793026	557.347865343	215.7	3115.8	2900.1	750.0	0.407	33
243	Spectrogram 1	1	558.661598730	560.195210711	647.1	2995.9	2348.8	914.1	1.534	U8
244	Spectrogram 1	1	560.474920870	563.028374496	215.7	2900.1	2684.4	914.1	2.553	U9
245	Spectrogram 1	1	566.413131037	567.578838127	331.2	3075.6	2744.4	773.4	1.166	U6
246	Spectrogram 1	1	570.446847634	573.055811122	544.2	3052.0	2507.8	890.6	2.609	U5
247	Spectrogram 1	1	573.999478766	574.943146410	425.9	3099.3	2673.4	796.9	0.944	U6
248	Spectrogram 1	1	576.441912669	576.978507996	496.8	3052.0	2555.2	937.5	0.537	U4
249	Spectrogram 1	1	578.309846715	579.642083389	307.6	2957.3	2649.7	960.9	1.332	U6
250	Spectrogram 1	1	579.882626122	581.362889093	331.2	2957.3	2626.1	539.1	1.480	U2
251	Spectrogram 1	1	582.214040302	583.120701372	331.2	3028.3	2697.1	796.9	0.907	U6
252	Spectrogram 1	1	584.391950711	584.935428903	387.8	3019.4	2631.6	656.2	0.543	U3
253	Spectrogram 1	1	585.692658285	586.543809493	425.9	3028.3	2602.4	656.2	0.851	U2
254	Spectrogram 1	1	587.560239385	589.151522079	331.2	2981.0	2649.8	1007.8	1.591	U5
255	Spectrogram 1	1	589.410568099	591.815995428	331.2	2957.3	2626.1	796.9	2.405	U9
256	Spectrogram 1	1	595.128083826	596.228858714	473.2	2981.0	2507.8	750.0	1.101	U6
257	Spectrogram 1	1	599.012844765	601.381265519	496.8	3004.7	2507.9	890.6	2.368	U5
258	Spectrogram 1	1	602.361939738	603.342613957	354.9	2981.0	2626.1	750.0	0.981	U6
259	Spectrogram 1	1	604.859883502	605.488995265	354.9	2957.3	2602.4	750.0	0.629	U4
260	Spectrogram 1	1	607.060923769	608.504180166	425.9	3052.0	2626.1	867.2	1.443	U5
261	Spectrogram 1	1	608.726219612	610.187979296	307.6	3004.7	2697.1	515.6	1.462	U9
262	Spectrogram 1	1	611.002123930	612.080124364	307.6	2957.3	2649.7	750.0	1.078	U6
263	Spectrogram 1	1	613.130001952	613.759113715	354.9	2981.0	2626.1	703.1	0.629	U4
264	Spectrogram 1	1	614.924044391	615.682679164	354.9	3052.0	2697.1	1289.1	0.759	U3
265	Spectrogram 1	1	615.867712035	617.014915838	307.6	2981.0	2673.4	375.0	1.147	U2
266	Spectrogram 1	1	617.514504591	619.660885899	283.9	3004.7	2720.8	726.6	2.146	U9
267	Spectrogram 1	1	622.860950725	624.008154527	378.5	2933.7	2555.2	562.5	1.147	U6
268	Spectrogram 1	1	626.931673896	629.559140670	449.5	2957.3	2507.8	867.2	2.627	U5
269	Spectrogram 1	1	630.373285305	631.648525808	165.6	3004.7	2839.1	726.6	1.275	U6
270	Spectrogram 1	1	633.000410924	633.814555558	283.9	3028.3	2744.4	562.5	0.814	U4
271	Spectrogram 1	1	635.442464443	636.053072919	544.2	2862.7	2318.5	1125.0	0.611	U3
272	Spectrogram 1	1	636.367628800	638.773056129	189.3	2910.0	2720.7	515.6	2.405	U1
273	Spectrogram 1	1	639.568187727	641.085457273	260.2	2981.0	2720.8	539.1	1.517	U6
274	Spectrogram 1	1	644.286525949	645.433729752	260.2	3004.7	2744.5	515.6	1.147	U6
275	Spectrogram 1	1	648.005023969	648.467606148	307.6	2933.7	2626.1	1148.4	0.463	33
276	Spectrogram 1	1	648.708148881	650.688000605	331.2	3052.0	2720.8	515.6	1.980	U1
277	Spectrogram 1	1	651.483641952	652.704858903	212.9	2981.0	2768.1	539.1	1.221	U6
278	Spectrogram 1	1	653.666535733	654.684216525	283.9	2910.0	2626.1	515.6	1.018	U4
279	Spectrogram 1	1	655.683394031	656.497538665	236.6	2957.3	2720.7	515.6	0.814	U4
280	Spectrogram 1	1	657.589232607	658.125827934	473.2	3052.0	2578.8	960.9	0.537	33
