Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Category	Comment
173	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	2995.3551	2995.355100127	3008.045210670	11.000	2900.700	12.6901	2889.700	Bc12	
174	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3009.9520	3009.952021357	3022.832245916	0.000	2840.100	12.8802	2840.100	Bc12	
175	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3024.4482	3024.448215049	3036.995740080	5.500	2867.600	12.5475	2862.100	Bc12	
176	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3038.7756	3038.775559345	3054.982779177	0.000	2823.500	16.2072	2823.500	Bc15	
177	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3055.2548	3055.254818084	3067.802343116	33.100	2724.300	12.5475	2691.200	Gf129	
178	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3068.2301	3068.230099651	3081.538080745	5.500	2636.000	13.3080	2630.500	Gf1110	
179	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3081.9784	3081.978446882	3089.440421996	55.100	2757.400	7.4620	2702.300	Gd12	
180	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3089.9157	3089.915707035	3095.761713015	0.000	2873.200	5.8460	2873.200	Gd12	
181	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3096.0469	3096.046884039	3104.079201199	38.600	2773.900	8.0323	2735.300	Gd12	
182	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3104.2693	3104.269315215	3117.292125286	11.000	2685.700	13.0228	2674.700	Gd13	
183	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3118.6829	3118.682912086	3133.796976329	66.200	2784.900	15.1141	2718.700	Bh13	
184	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3134.5574	3134.557432391	3148.578341044	55.100	2834.600	14.0209	2779.500	Bh13	
185	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3149.8806	3149.880636633	3166.182913473	44.100	2829.000	16.3023	2784.900	Bh14	
186	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3167.5137	3167.513711583	3182.247547794	66.200	2840.100	14.7338	2773.900	Bh14	
187	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3183.5260	3183.525967376	3197.499347524	49.600	2823.500	13.9734	2773.900	Bi131	
188	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3199.0203	3199.020259650	3213.563981845	16.500	2873.200	14.5437	2856.700	Bb16	
189	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3215.4302	3215.430203099	3229.593697264	27.600	2889.700	14.1635	2862.100	Bb16	
190	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3230.6118	3230.611763770	3245.155485966	5.500	2906.200	14.5437	2900.700	Bb16	
191	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3245.8684	3245.868413525	3260.982477767	66.200	2906.200	15.1141	2840.000	Bc13	
192	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3262.3624	3262.362445707	3277.238867431	0.000	2862.100	14.8764	2862.100	Bc13	
193	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3279.0450	3279.044950579	3291.117190572	0.000	2884.200	12.0722	2884.200	Bc12	
194	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3293.3510	3293.351030255	3304.852928201	0.000	2851.100	11.5019	2851.100	Bc12	
195	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3307.2008	3307.200776605	3318.655146047	71.700	2889.700	11.4544	2818.000	Bc11	
196	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3319.5450	3319.544981059	3327.814940739	93.700	2878.700	8.2700	2785.000	Gg2	
197	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3329.4784	3329.478438376	3341.978434904	66.200	2917.300	12.5000	2851.100	Bh12	
198	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3343.7370	3343.736989548	3359.136224814	16.500	2906.200	15.3992	2889.700	Bh14	
199	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3360.0863	3360.086272552	3376.911362935	16.500	2889.700	16.8251	2873.200	Bh16	
200	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3377.5309	3377.530949433	3393.500526746	5.500	2889.700	15.9696	2884.200	Bi142	
201	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3394.0233	3394.023340289	3408.044248942	22.100	2851.100	14.0209	2829.000	Bi124	
202	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3409.0899	3409.089876028	3422.635499642	11.000	2889.700	13.5456	2878.700	Bb15	
203	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3423.9810	3423.980996225	3439.237645980	38.600	2878.700	15.2566	2840.100	Bb16	
204	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3439.7605	3439.760459523	3453.781368176	27.600	2773.900	14.0209	2746.300	Bb15	
205	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3454.2432	3454.243222793	3465.555006723	0.000	2713.200	11.3118	2713.200	Bc12	
206	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3466.7432	3466.743219320	3478.007474746	0.000	2779.400	11.2643	2779.400	Bc12	
207	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3479.4308	3479.430792922	3492.358545985	0.000	2768.400	12.9278	2768.400	Bc12	
208	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3493.3091	3493.309116063	3506.854739676	0.000	2751.800	13.5456	2751.800	Bc12	
209	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3507.7410	3507.741039356	3520.668792419	0.000	2867.600	12.9278	2867.600	Bj113	
210	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3521.0965	3521.096548954	3534.309473041	0.000	2900.700	13.2129	2900.700	Gh25	
211	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3535.8342	3535.834190335	3548.524300878	22.100	2900.700	12.6901	2878.600	Bb16	
212	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3550.0452	3550.045213003	3562.164981500	0.000	2878.700	12.1198	2878.700	Bb16	
213	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3564.5755	3564.575504602	3577.740900184	16.500	2696.700	13.1654	2680.200	Bb16	
214	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3578.8816	3578.881584278	3590.953824271	0.000	2801.500	12.0722	2801.500	Bb16	
215	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3592.0945	3592.094508365	3603.216178279	33.100	2895.200	11.1217	2862.100	Bb15	
216	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3603.4857	3603.485680244	3612.468567482	55.100	2878.700	8.9829	2823.600	Gg2	
217	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3613.7518	3613.751837088	3627.630160229	16.500	2906.200	13.8783	2889.700	Bh12	
218	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3629.1511	3629.151072354	3644.455250612	11.000	2889.700	15.3042	2878.700	Bh14	
219	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3645.4765	3645.476479176	3661.350999481	0.000	2878.700	15.8745	2878.700	Bi132	
220	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3662.9670	3662.966968614	3677.273048290	0.000	2884.200	14.3061	2884.200	Bi123	
221	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3678.4613	3678.461260888	3693.432739619	27.600	2851.100	14.9715	2823.500	Bb16	
222	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3694.0308	3694.030763017	3707.956614662	0.000	2950.400	13.9259	2950.400	Bb15	
223	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3708.5700	3708.570008289	3720.927419305	0.000	2961.400	12.3574	2961.400	Bc12	
224	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3722.6384	3722.638445445	3736.089012051	0.000	2895.200	13.4506	2895.200	Bc12	
225	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3737.4215	3737.421526108	3749.921522635	0.000	2906.200	12.5000	2906.200	Bc12	
226	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3750.8246	3750.824564210	3764.180073808	0.000	2928.300	13.3555	2928.300	Bj113	
227	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3764.7695	3764.769516633	3778.885482293	0.000	2895.200	14.1160	2895.200	Gh25	
228	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3779.4996	3779.499594001	3791.857005017	49.600	2851.100	12.3574	2801.500	Bb16	
229	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3792.8076	3792.807575095	3805.117457607	0.000	2889.700	12.3099	2889.700	Bb16	
230	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3805.7370	3805.737044105	3819.757952758	0.000	2884.200	14.0209	2884.200	Gh25	
231	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3821.0429	3821.042938310	3830.881338619	22.100	2911.800	9.8384	2889.700	Bb13	
232	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3832.4498	3832.449779248	3840.814795936	27.600	2944.900	8.3650	2917.300	?	
233	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3842.0268	3842.026810096	3852.578137963	33.100	2895.200	10.5513	2862.100	Bh12	
234	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3854.6694	3854.669392135	3870.781554960	5.500	2856.600	16.1122	2851.100	Bh14	
235	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3871.9261	3871.926118842	3886.184670015	33.100	2867.600	14.2586	2834.500	Bi123	
236	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3887.3729	3887.372882612	3901.631433785	27.600	2889.700	14.2586	2862.100	Bb15	
237	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3902.7869	3902.786890973	3917.140499153	0.000	2889.700	14.3536	2889.700	Bb15	
238	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3918.8576	3918.857568924	3931.452622460	11.000	2851.100	12.5951	2840.100	Bb14	
239	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3932.5933	3932.593306554	3946.756800718	38.600	2884.200	14.1635	2845.600	Bb15	
240	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3947.4738	3947.473757306	3960.876795408	27.600	2884.200	13.4030	2856.600	Bh13	
241	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3961.7323	3961.732308478	3976.466144690	0.000	2889.700	14.7338	2889.700	Bh13	
242	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3977.7575	3977.757546798	3993.251839072	38.600	2884.200	15.4943	2845.600	Bi131	
243	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	3994.4401	3994.440051670	4009.268944889	27.600	2895.200	14.8289	2867.600	Bi131	
244	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	4009.9988	4009.998809559	4022.166106559	16.500	2889.700	12.1673	2873.200	Bc12	
245	Spectrogram 1	1	Kommetjie Song example 1 21-06-2018.wav	4023.4772	4023.477206755	4036.785187850	0.000	2834.600	13.3080	2834.600	Bc12	
