Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power (dB)	Category	Comment
1	Spectrogram 1	1	HS130806-2154-MAN.wav	19.009	19.008601880	25.049037306	17.3	2606.0	6.040	2588.7	72.3	Gb11	
2	Spectrogram 1	1	HS130806-2154-MAN.wav	25.424	25.424431598	31.191852994	0.0	2614.6	5.767	2614.6	78.1	Gb11	
3	Spectrogram 1	1	HS130806-2154-MAN.wav	31.567	31.567247286	36.140232299	13.0	2601.7	4.573	2588.7	74.5	Gb11	
4	Spectrogram 1	1	HS130806-2154-MAN.wav	36.686	36.686260360	41.668766418	13.0	2601.7	4.983	2588.7	78.3	Gb11	
5	Spectrogram 1	1	HS130806-2154-MAN.wav	42.009	42.009025148	46.616136914	43.2	2588.7	4.607	2545.5	72.6	Gb11	
6	Spectrogram 1	1	HS130806-2154-MAN.wav	47.060	47.059784714	61.597781842	51.9	2606.0	14.538	2554.1	67.6	Gb11	
7	Spectrogram 1	1	HS130806-2154-MAN.wav	61.768	61.768415611	66.716794916	30.3	2610.3	4.948	2580.1	67.7	Gb11	
8	Spectrogram 1	1	HS130806-2154-MAN.wav	67.058	67.058062454	72.381836050	25.9	2593.0	5.324	2567.1	73.1	Gb11	
9	Spectrogram 1	1	HS130806-2154-MAN.wav	72.829	72.829278566	77.026869286	56.2	2610.3	4.198	2554.1	69.1	Gb11	
10	Spectrogram 1	1	HS130806-2154-MAN.wav	77.471	77.470517086	82.828417436	34.6	2580.1	5.358	2545.5	68.1	Gb11	
11	Spectrogram 1	1	HS130806-2154-MAN.wav	83.170	83.169684975	87.708543233	77.8	2567.1	4.539	2489.3	68.6	Gb11	
15	Spectrogram 1	1	HS130806-2154-MAN.wav	88.220	88.220444540	102.553681146	56.2	2614.6	14.333	2558.5	65.5	Gb13	
16	Spectrogram 1	1	HS130806-2154-MAN.wav	103.393	103.393202406	108.409835218	69.1	2601.7	5.017	2532.5	69.6	Gb11	
17	Spectrogram 1	1	HS130806-2154-MAN.wav	108.922	108.921736525	113.767735568	69.1	2584.4	4.846	2515.2	70.0	Gb11	
18	Spectrogram 1	1	HS130806-2154-MAN.wav	114.211	114.211383368	119.569283718	116.7	2567.1	5.358	2450.4	68.0	Gb11	
19	Spectrogram 1	1	HS130806-2154-MAN.wav	119.808	119.808170995	124.790677053	51.9	2571.4	4.983	2519.6	68.4	Gb11	
20	Spectrogram 1	1	HS130806-2154-MAN.wav	125.337	125.336705114	130.080323896	51.9	2580.1	4.744	2528.2	69.0	Gb11	
21	Spectrogram 1	1	HS130806-2154-MAN.wav	130.659	130.659216374	145.436100780	43.2	2567.1	14.777	2523.9	66.2	Gb13	
22	Spectrogram 1	1	HS130806-2154-MAN.wav	145.982	145.982128841	150.759874376	64.8	2571.4	4.778	2506.6	69.2	Gb11	
23	Spectrogram 1	1	HS130806-2154-MAN.wav	151.204	151.203522176	156.254281742	64.8	2597.4	5.051	2532.5	71.0	Gb11	
24	Spectrogram 1	1	HS130806-2154-MAN.wav	156.547	156.546763563	161.324509098	69.1	2593.0	4.778	2523.9	69.0	Gb11	
25	Spectrogram 1	1	HS130806-2154-MAN.wav	161.905	161.904663913	166.648282694	82.1	2558.5	4.744	2476.3	68.5	Gb11	
26	Spectrogram 1	1	HS130806-2154-MAN.wav	167.092	167.091930494	171.869676029	38.9	2554.1	4.778	2515.2	68.4	Gb11	
27	Spectrogram 1	1	HS130806-2154-MAN.wav	172.382	172.381577337	176.476787795	64.8	2562.8	4.095	2498.0	67.0	Gb11	
28	Spectrogram 1	1	HS130806-2154-MAN.wav	176.852	176.852182088	191.253672201	43.2	2571.4	14.401	2528.2	63.9	Gb13	
29	Spectrogram 1	1	HS130806-2154-MAN.wav	191.639	191.638927070	196.792066897	21.6	2558.5	5.153	2536.8	67.9	Gb11	
30	Spectrogram 1	1	HS130806-2154-MAN.wav	197.236	197.235714697	202.354727770	30.3	2545.5	5.119	2515.2	72.4	Gb11	
31	Spectrogram 1	1	HS130806-2154-MAN.wav	203.071	203.071389601	207.849135136	56.2	2532.5	4.778	2476.3	63.7	Gb11	
32	Spectrogram 1	1	HS130806-2154-MAN.wav	208.190	208.190402674	213.377669255	56.2	2545.5	5.187	2489.3	62.9	Ga11	
33	Spectrogram 1	1	HS130806-2154-MAN.wav	213.744	213.743965794	218.692345098	34.6	2562.8	4.948	2528.2	62.3	Ga11	
34	Spectrogram 1	1	HS130806-2154-MAN.wav	218.761	218.760598606	224.323259479	13.0	2562.8	5.563	2549.8	72.9	Ga11	
35	Spectrogram 1	1	HS130806-2154-MAN.wav	235.779	235.778979214	240.761485272	73.5	2558.5	4.983	2485.0	60.0	Ga11	
36	Spectrogram 1	1	HS130806-2154-MAN.wav	241.171	241.171006318	245.334470284	25.9	2558.5	4.163	2532.5	66.5	Ga11	
37	Spectrogram 1	1	HS130806-2154-MAN.wav	245.676	245.675737823	250.351103096	43.2	2558.5	4.675	2515.2	63.3	Ga11	
38	Spectrogram 1	1	HS130806-2154-MAN.wav	250.522	250.521736865	253.934412248	17.3	2562.8	3.413	2545.5	71.2	Ga11	
39	Spectrogram 1	1	HS130806-2154-MAN.wav	254.264	254.264052386	257.471967246	38.9	2541.2	3.208	2502.3	64.0	Ga11	
40	Spectrogram 1	1	HS130806-2154-MAN.wav	257.574	257.574347507	259.826713260	34.6	2510.9	2.252	2476.3	64.6	Ga11	
41	Spectrogram 1	1	HS130806-2154-MAN.wav	259.902	259.902301089	264.372905840	38.9	2558.5	4.471	2519.6	62.0	Ga11	
42	Spectrogram 1	1	HS130806-2154-MAN.wav	271.604	271.603957430	312.965583063	30.3	2631.9	41.362	2601.7	68.8	Dj111111111111111113	
46	Spectrogram 1	1	HS130806-2154-MAN.wav	313.176	313.176161058	353.616364338	25.9	2610.3	40.440	2584.4	68.3	Dj11111111111111111112	
47	Spectrogram 1	1	HS130806-2154-MAN.wav	354.857	354.856810972	357.075049971	64.8	2601.7	2.218	2536.8	64.8	Ha	
48	Spectrogram 1	1	HS130806-2154-MAN.wav	357.553	357.552824524	360.146457815	47.5	2606.0	2.594	2558.5	64.3	Ha	
49	Spectrogram 1	1	HS130806-2154-MAN.wav	360.522	360.521852107	362.910724874	0.0	2597.4	2.389	2597.4	77.0	Ha	
50	Spectrogram 1	1	HS130806-2154-MAN.wav	363.252	363.251992413	365.572611673	0.0	2562.8	2.321	2562.8	69.7	Ha	
51	Spectrogram 1	1	HS130806-2154-MAN.wav	366.153	366.152766488	368.507512501	56.2	2575.7	2.355	2519.6	66.2	Ha	
52	Spectrogram 1	1	HS130806-2154-MAN.wav	368.883	368.882906793	371.271779561	69.1	2597.4	2.389	2528.2	65.6	Ha	
53	Spectrogram 1	1	HS130806-2154-MAN.wav	371.545	371.544793592	373.592398821	0.0	2597.4	2.048	2597.4	72.4	Ha	
54	Spectrogram 1	1	HS130806-2154-MAN.wav	374.138	374.138426882	376.322539127	0.0	2601.7	2.184	2601.7	76.1	Ha	
55	Spectrogram 1	1	HS130806-2154-MAN.wav	376.698	376.697933419	378.711411895	43.2	2610.3	2.013	2567.1	62.9	Ha	
