Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power (dB)	Category	Comment
1	Spectrogram 1	1	HS140723-1157-ESM.wav	5.324	5.323773596	11.022941485	165.0	3716.0	5.699	3551.0	63.0	Id11	
2	Spectrogram 1	1	HS140723-1157-ESM.wav	11.740	11.739603315	17.609404973	207.8	3673.2	5.870	3465.4	71.1	Id11	
3	Spectrogram 1	1	HS140723-1157-ESM.wav	18.258	18.257813295	24.298248722	128.3	3648.8	6.040	3520.5	68.4	Id11	
4	Spectrogram 1	1	HS140723-1157-ESM.wav	24.878	24.878403537	30.168050380	110.0	3551.0	5.290	3441.0	67.9	Id12	
5	Spectrogram 1	1	HS140723-1157-ESM.wav	30.816	30.816458702	34.502148115	177.2	3642.7	3.686	3465.5	68.4	Id12	
6	Spectrogram 1	1	HS140723-1157-ESM.wav	35.082	35.082302930	38.153710774	250.6	3606.0	3.071	3355.4	70.2	Id11	
7	Spectrogram 1	1	HS140723-1157-ESM.wav	39.141	39.141366449	44.396886538	0.0	3642.7	5.256	3642.7	90.7	Id11	
8	Spectrogram 1	1	HS140723-1157-ESM.wav	44.943	44.942914599	48.287336474	238.4	3654.9	3.344	3416.5	68.0	Id11	
9	Spectrogram 1	1	HS140723-1157-ESM.wav	48.936	48.935744796	55.078560485	24.4	3630.4	6.143	3606.0	80.7	Id11	
10	Spectrogram 1	1	HS140723-1157-ESM.wav	55.305	55.305062512	57.898695802	140.6	3606.0	2.594	3465.4	70.2	Id12	
11	Spectrogram 1	1	HS140723-1157-ESM.wav	58.479	58.478850617	62.812948353	158.9	3648.8	4.334	3489.9	67.7	Id11	
12	Spectrogram 1	1	HS140723-1157-ESM.wav	63.871	63.870877721	67.420060119	268.9	3667.1	3.549	3398.2	66.2	Id11	
13	Spectrogram 1	1	HS140723-1157-ESM.wav	68.171	68.170848703	71.378763562	97.8	3703.8	3.208	3606.0	66.7	Id11	
14	Spectrogram 1	1	HS140723-1157-ESM.wav	72.368	72.368439423	76.531903390	134.5	3709.9	4.163	3575.4	65.4	Id11	
15	Spectrogram 1	1	HS140723-1157-ESM.wav	76.976	76.975551189	79.978705526	195.6	3679.3	3.003	3483.7	66.7	Id11	
16	Spectrogram 1	1	HS140723-1157-ESM.wav	80.506	80.506029113	83.133789158	171.1	3648.8	2.628	3477.7	64.8	Id11	
17	Spectrogram 1	1	HS140723-1157-ESM.wav	83.773	83.773097158	89.813532585	140.1	3630.9	6.040	3490.8	60.9	Ar11	
18	Spectrogram 1	1	HS140723-1157-ESM.wav	90.871	90.871461953	97.730939472	188.9	3612.6	6.859	3423.7	58.1	Ar11	
19	Spectrogram 1	1	HS140723-1157-ESM.wav	98.550	98.549981563	104.658670498	152.3	3576.1	6.109	3423.8	59.2	Ar11	
20	Spectrogram 1	1	HS140723-1157-ESM.wav	105.869	105.869286683	112.080355879	109.7	3551.7	6.211	3442.0	60.5	Ar11	
21	Spectrogram 1	1	HS140723-1157-ESM.wav	112.958	112.958046669	119.681017172	85.3	3576.1	6.723	3490.8	60.7	Ar11	
22	Spectrogram 1	1	HS140723-1157-ESM.wav	120.568	120.568312772	127.769057828	121.8	3594.3	7.201	3472.5	61.4	Ar11	
23	Spectrogram 1	1	HS140723-1157-ESM.wav	128.656	128.656353428	135.413450685	60.9	3624.8	6.757	3563.9	64.3	Ar11	
24	Spectrogram 1	1	HS140723-1157-ESM.wav	136.025	136.024700525	142.440530244	158.4	3612.6	6.416	3454.2	65.1	Ar11	
25	Spectrogram 1	1	HS140723-1157-ESM.wav	143.430	143.430206105	150.494444146	73.1	3600.4	7.064	3527.3	66.8	Ar11	
26	Spectrogram 1	1	HS140723-1157-ESM.wav	151.518	151.518246761	158.172963757	73.1	3606.5	6.655	3533.4	69.3	Ar11	
27	Spectrogram 1	1	HS140723-1157-ESM.wav	158.587	158.586784005	178.039033684	48.7	3637.0	19.452	3588.3	67.1	Ar41	
28	Spectrogram 1	1	HS140723-1157-ESM.wav	178.849	178.848978187	184.616399583	85.3	3649.2	5.767	3563.9	69.0	Ar11	
29	Spectrogram 1	1	HS140723-1157-ESM.wav	186.152	186.152103505	191.714764378	36.6	3612.6	5.563	3576.0	77.7	Ar11	
30	Spectrogram 1	1	HS140723-1157-ESM.wav	192.363	192.363172701	197.994087082	18.3	3576.1	5.631	3557.8	79.3	Ar11	
31	Spectrogram 1	1	HS140723-1157-ESM.wav	198.472	198.471861635	204.409916801	115.7	3588.2	5.938	3472.5	69.7	Ar11	
32	Spectrogram 1	1	HS140723-1157-ESM.wav	205.470	205.470122452	220.144626596	73.1	3624.8	14.675	3551.7	75.7	Ar31	
33	Spectrogram 1	1	HS140723-1157-ESM.wav	221.717	221.716733555	227.006380397	73.1	3637.0	5.290	3563.9	71.8	Ar11	
34	Spectrogram 1	1	HS140723-1157-ESM.wav	228.167	228.166690027	233.422210116	36.6	3643.1	5.256	3606.5	72.9	Ar11	
35	Spectrogram 1	1	HS140723-1157-ESM.wav	234.310	234.309505715	239.496772297	60.9	3667.4	5.187	3606.5	70.6	Ar11	
36	Spectrogram 1	1	HS140723-1157-ESM.wav	240.418	240.418194650	246.014982277	73.1	3637.0	5.597	3563.9	70.7	Ar11	
37	Spectrogram 1	1	HS140723-1157-ESM.wav	246.869	246.868911541	260.621993332	67.0	3655.3	13.753	3588.3	71.8	Ar31	
38	Spectrogram 1	1	HS140723-1157-ESM.wav	262.088	262.088181246	267.582588611	60.9	3643.1	5.494	3582.2	69.1	Ar11	
39	Spectrogram 1	1	HS140723-1157-ESM.wav	268.368	268.367503949	272.940488961	60.9	3649.2	4.573	3588.3	68.9	Ar11	
40	Spectrogram 1	1	HS140723-1157-ESM.wav	274.300	274.299970982	279.623744578	107.7	2584.7	5.324	2477.0	70.4	Ar11	
41	Spectrogram 1	1	HS140723-1157-ESM.wav	280.067	280.067392378	285.698306759	81.8	2571.7	5.631	2489.9	69.4	Ar11	
42	Spectrogram 1	1	HS140723-1157-ESM.wav	286.756	286.756236127	291.499854909	60.3	2558.8	4.744	2498.5	68.6	Ar11	
43	Spectrogram 1	1	HS140723-1157-ESM.wav	292.114	292.114136477	296.482360967	60.3	2589.0	4.368	2528.7	73.1	Ar11	
44	Spectrogram 1	1	HS140723-1157-ESM.wav	297.438	297.437910074	311.498132649	34.5	2576.0	14.060	2541.5	77.8	Ar31	
45	Spectrogram 1	1	HS140723-1157-ESM.wav	312.095	312.094971635	316.940970678	38.8	2580.3	4.846	2541.5	71.1	Ar11	
46	Spectrogram 1	1	HS140723-1157-ESM.wav	318.272	318.271914077	322.230617521	25.8	2520.0	3.959	2494.2	75.1	Ar11	
47	Spectrogram 1	1	HS140723-1157-ESM.wav	323.289	323.288546889	327.690898133	60.3	2593.3	4.402	2533.0	70.8	Ar11	
