Selection	View	Channel	Begin File	Begin Clock Time	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power (dB)	Category	Comment
1	Spectrogram 1	1	2019_10_11_15_48_28.wav	1556.487	1556.486665815	1565.359621809	18.8	2614.8	8.873	2596.0	44.2	Ar12	
2	Spectrogram 1	1	2019_10_11_15_48_28.wav	1566.145	1566.144537147	1575.119873403	4.7	2525.4	8.975	2520.7	39.1	Ar12	
3	Spectrogram 1	1	2019_10_11_15_48_28.wav	1579.547	1579.546996869	1606.268245112	70.5	2572.4	26.721	2501.9	40.2	Dk315	
4	Spectrogram 1	1	2019_10_11_15_48_28.wav	1607.960	1607.959666999	1632.326169229	141.1	2577.1	24.367	2436.1	40.9	Dk215	
5	Spectrogram 1	1	2019_10_11_15_48_28.wav	1633.508	1633.507711909	1659.580551830	127.0	2548.9	26.073	2422.0	39.9	Dk216	
6	Spectrogram 1	1	2019_10_11_15_48_28.wav	1660.433	1660.432708301	1683.434140378	89.4	2511.3	23.001	2422.0	38.3	Dk212	
7	Spectrogram 1	1	2019_10_11_15_48_28.wav	1684.362	1684.361628869	1692.552049786	258.7	2501.9	8.190	2243.2	36.3	Gk11	
8	Spectrogram 1	1	2019_10_11_15_48_28.wav	1694.156	1694.156007216	1703.711498286	150.5	2398.4	9.555	2247.9	36.6	Gk13	
9	Spectrogram 1	1	2019_10_11_15_48_28.wav	1704.087	1704.086892578	1713.813017418	254.0	2365.5	9.726	2111.6	43.5	Gk11	
10	Spectrogram 1	1	2019_10_11_15_48_28.wav	1715.457	1715.457420170	1721.839123135	442.1	2370.2	6.382	1928.2	40.5	Gk11	
11	Spectrogram 1	1	2019_10_11_15_48_28.wav	1723.511	1723.511334073	1733.919993989	254.0	2426.7	10.409	2172.7	47.4	Gk12	
12	Spectrogram 1	1	2019_10_11_15_48_28.wav	1736.167	1736.166544548	1743.537923374	221.0	2459.6	7.371	2238.5	40.1	Gk12	
13	Spectrogram 1	1	2019_10_11_15_48_28.wav	1744.459	1744.459345727	1755.823554750	225.7	2577.1	11.364	2351.4	47.1	Gk12	
14	Spectrogram 1	1	2019_10_11_15_48_28.wav	1757.224	1757.223508787	1766.335352058	254.0	2563.0	9.112	2309.1	37.5	Gk12	
15	Spectrogram 1	1	2019_10_11_15_48_28.wav	1767.120	1767.120267396	1775.617829098	357.4	2544.2	8.498	2186.8	47.6	Gk11	
16	Spectrogram 1	1	2019_10_11_15_48_28.wav	1778.443	1778.442512207	1785.165482710	423.3	2478.4	6.723	2055.1	39.2	Gk12	
17	Spectrogram 1	1	2019_10_11_15_48_28.wav	1786.223	1786.223412079	1794.447959750	47.0	2544.2	8.225	2497.2	35.9	Gk13	
18	Spectrogram 1	1	2019_10_11_15_48_28.wav	1795.577	1795.577427880	1804.655144397	235.1	2577.1	9.078	2342.0	41.6	Gk11	
